,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,294.5,3795,"48,9","10,34","8,22","4,08",2021-10-01 11:44:25,Gamla Stan,2021-10-01,DiSC,20211001-2
1,304.5,3452,"51,8","10,02","8,14","3,78",2021-10-01 11:44:35,Gamla Stan,2021-10-01,DiSC,20211001-2
2,314.5,3415,"52,2",10,"8,14","3,75",2021-10-01 11:44:45,Gamla Stan,2021-10-01,DiSC,20211001-2
3,324.5,3416,"52,2","10,01","8,15","3,75",2021-10-01 11:44:55,Gamla Stan,2021-10-01,DiSC,20211001-2
4,334.5,3398,"51,8","9,88","8,02","3,73",2021-10-01 11:45:05,Gamla Stan,2021-10-01,DiSC,20211001-2
5,344.5,4499,"47,7","11,93","9,4","4,8",2021-10-01 11:45:15,Gamla Stan,2021-10-01,DiSC,20211001-2
6,354.5,3887,"51,2","11,14","9,01","4,24",2021-10-01 11:45:25,Gamla Stan,2021-10-01,DiSC,20211001-2
7,364.5,3821,"50,5","10,78","8,67","4,15",2021-10-01 11:45:35,Gamla Stan,2021-10-01,DiSC,20211001-2
8,374.5,3709,"50,3","10,43","8,38","4,03",2021-10-01 11:45:45,Gamla Stan,2021-10-01,DiSC,20211001-2
9,384.5,3806,"50,3","10,69","8,58","4,13",2021-10-01 11:45:55,Gamla Stan,2021-10-01,DiSC,20211001-2
10,394.5,3912,"50,7","11,09","8,93","4,26",2021-10-01 11:46:05,Gamla Stan,2021-10-01,DiSC,20211001-2
11,404.5,3808,"50,7","10,79","8,69","4,14",2021-10-01 11:46:15,Gamla Stan,2021-10-01,DiSC,20211001-2
12,414.5,3775,"50,5","10,67","8,58","4,1",2021-10-01 11:46:25,Gamla Stan,2021-10-01,DiSC,20211001-2
13,934.5,3124,55,"9,7","8,04","3,49",2021-10-01 11:55:05,Hötorget,2021-10-01,DiSC,20211001-2
14,944.5,3412,"51,9","9,93","8,07","3,74",2021-10-01 11:55:15,Hötorget,2021-10-01,DiSC,20211001-2
15,954.5,3174,"54,6","9,77","8,08","3,54",2021-10-01 11:55:25,Hötorget,2021-10-01,DiSC,20211001-2
16,964.5,3397,"52,1","9,93","8,08","3,73",2021-10-01 11:55:35,Hötorget,2021-10-01,DiSC,20211001-2
17,974.5,3311,"53,9","10,04","8,27","3,68",2021-10-01 11:55:45,Hötorget,2021-10-01,DiSC,20211001-2
18,984.5,3170,"55,5","9,94","8,27","3,56",2021-10-01 11:55:55,Hötorget,2021-10-01,DiSC,20211001-2
19,994.5,3205,"54,6","9,87","8,17","3,58",2021-10-01 11:56:05,Hötorget,2021-10-01,DiSC,20211001-2
20,1004.5,3219,54,"9,79","8,07","3,58",2021-10-01 11:56:15,Hötorget,2021-10-01,DiSC,20211001-2
21,1014.5,3329,"53,2","9,96","8,16","3,68",2021-10-01 11:56:25,Hötorget,2021-10-01,DiSC,20211001-2
22,1024.5,3117,"55,5","9,76","8,12","3,5",2021-10-01 11:56:35,Hötorget,2021-10-01,DiSC,20211001-2
23,1034.5,2955,"57,1","9,56","8,02","3,35",2021-10-01 11:56:45,Hötorget,2021-10-01,DiSC,20211001-2
24,1044.5,3288,"53,6","9,92","8,16","3,65",2021-10-01 11:56:55,Hötorget,2021-10-01,DiSC,20211001-2
25,1054.5,3291,"54,6","10,13","8,38","3,67",2021-10-01 11:57:05,Hötorget,2021-10-01,DiSC,20211001-2
26,1064.5,3138,"55,8","9,9","8,25","3,53",2021-10-01 11:57:15,Hötorget,2021-10-01,DiSC,20211001-2
27,1564.5,5214,53,"15,53","12,71","5,76",2021-10-01 12:05:35,Odenplan,2021-10-01,DiSC,20211001-2
28,1574.5,5213,"53,2","15,58","12,77","5,76",2021-10-01 12:05:45,Odenplan,2021-10-01,DiSC,20211001-2
29,1584.5,5298,"52,5","15,63","12,75","5,83",2021-10-01 12:05:55,Odenplan,2021-10-01,DiSC,20211001-2
30,1594.5,5719,"52,5","16,84","13,73","6,29",2021-10-01 12:06:05,Odenplan,2021-10-01,DiSC,20211001-2
31,1604.5,5736,"52,8","17,03","13,92","6,33",2021-10-01 12:06:15,Odenplan,2021-10-01,DiSC,20211001-2
32,1614.5,5534,"52,9","16,44","13,45","6,11",2021-10-01 12:06:25,Odenplan,2021-10-01,DiSC,20211001-2
33,1624.5,5591,"52,7","16,54","13,51","6,16",2021-10-01 12:06:35,Odenplan,2021-10-01,DiSC,20211001-2
34,1634.5,5877,"53,1","17,55","14,37","6,49",2021-10-01 12:06:45,Odenplan,2021-10-01,DiSC,20211001-2
35,1644.5,5409,"55,2","16,86","13,99","6,06",2021-10-01 12:06:55,Odenplan,2021-10-01,DiSC,20211001-2
36,1654.5,5249,"54,5","16,14","13,34","5,85",2021-10-01 12:07:05,Odenplan,2021-10-01,DiSC,20211001-2
37,1664.5,5498,"53,5","16,53","13,57","6,09",2021-10-01 12:07:15,Odenplan,2021-10-01,DiSC,20211001-2
38,1674.5,5638,"52,5","16,63","13,57","6,21",2021-10-01 12:07:25,Odenplan,2021-10-01,DiSC,20211001-2
39,1684.5,5048,"54,7","15,56","12,87","5,63",2021-10-01 12:07:35,Odenplan,2021-10-01,DiSC,20211001-2
40,1694.5,5292,53,"15,75","12,88","5,84",2021-10-01 12:07:45,Odenplan,2021-10-01,DiSC,20211001-2
41,1704.5,5596,"53,9",17,"13,99","6,22",2021-10-01 12:07:55,Odenplan,2021-10-01,DiSC,20211001-2
42,1714.5,6127,"51,8","17,81","14,46","6,72",2021-10-01 12:08:05,Odenplan,2021-10-01,DiSC,20211001-2
43,1724.5,5975,"53,6","18,03","14,81","6,62",2021-10-01 12:08:15,Odenplan,2021-10-01,DiSC,20211001-2
44,1734.5,5855,"54,8","18,11","14,99","6,54",2021-10-01 12:08:25,Odenplan,2021-10-01,DiSC,20211001-2
45,1744.5,6314,"51,6","18,24","14,78","6,91",2021-10-01 12:08:35,Odenplan,2021-10-01,DiSC,20211001-2
46,1754.5,5885,54,"17,88","14,72","6,54",2021-10-01 12:08:45,Odenplan,2021-10-01,DiSC,20211001-2
47,1764.5,5664,"54,5","17,42","14,39","6,32",2021-10-01 12:08:55,Odenplan,2021-10-01,DiSC,20211001-2
48,1774.5,5897,"53,1","17,59","14,4","6,51",2021-10-01 12:09:05,Odenplan,2021-10-01,DiSC,20211001-2
49,1784.5,5903,"54,3","18,07","14,91","6,57",2021-10-01 12:09:15,Odenplan,2021-10-01,DiSC,20211001-2
50,1794.5,5719,"54,2","17,46","14,39","6,36",2021-10-01 12:09:25,Odenplan,2021-10-01,DiSC,20211001-2
51,1804.5,5865,"54,5",18,"14,87","6,54",2021-10-01 12:09:35,Odenplan,2021-10-01,DiSC,20211001-2
52,1814.5,5683,"53,8","17,2","14,15","6,31",2021-10-01 12:09:45,Odenplan,2021-10-01,DiSC,20211001-2
53,1824.5,5590,"53,7","16,88","13,87","6,2",2021-10-01 12:09:55,Odenplan,2021-10-01,DiSC,20211001-2
54,1834.5,5170,"55,2","16,1","13,36","5,79",2021-10-01 12:10:05,Odenplan,2021-10-01,DiSC,20211001-2
55,1844.5,5225,"53,3","15,65","12,83","5,78",2021-10-01 12:10:15,Odenplan,2021-10-01,DiSC,20211001-2
56,1854.5,5172,"53,1","15,44","12,65","5,72",2021-10-01 12:10:25,Odenplan,2021-10-01,DiSC,20211001-2
57,1864.5,4709,"53,9","14,28","11,76","5,23",2021-10-01 12:10:35,Odenplan,2021-10-01,DiSC,20211001-2
58,1874.5,4439,"54,2","13,54","11,17","4,94",2021-10-01 12:10:45,Odenplan,2021-10-01,DiSC,20211001-2
59,1884.5,5052,"49,4","13,92","11,11","5,45",2021-10-01 12:10:55,Odenplan,2021-10-01,DiSC,20211001-2
60,1894.5,5433,"52,8","16,12","13,18","5,99",2021-10-01 12:11:05,Odenplan,2021-10-01,DiSC,20211001-2
61,1904.5,5191,"53,8","15,74","12,95","5,76",2021-10-01 12:11:15,Odenplan,2021-10-01,DiSC,20211001-2
62,1914.5,4433,"54,7","13,67","11,31","4,95",2021-10-01 12:11:25,Odenplan,2021-10-01,DiSC,20211001-2
63,1924.5,4508,"51,8","13,1","10,64","4,94",2021-10-01 12:11:35,Odenplan,2021-10-01,DiSC,20211001-2
64,1934.5,4518,"52,3","13,25","10,79","4,97",2021-10-01 12:11:45,Odenplan,2021-10-01,DiSC,20211001-2
65,1944.5,4929,"51,7","14,3","11,6","5,4",2021-10-01 12:11:55,Odenplan,2021-10-01,DiSC,20211001-2
66,1954.5,5073,"53,6","15,31","12,58","5,62",2021-10-01 12:12:05,Odenplan,2021-10-01,DiSC,20211001-2
67,1964.5,5204,54,"15,82","13,03","5,78",2021-10-01 12:12:15,Odenplan,2021-10-01,DiSC,20211001-2
68,1974.5,5248,"53,3","15,74","12,91","5,81",2021-10-01 12:12:25,Odenplan,2021-10-01,DiSC,20211001-2
69,1984.5,4406,"55,5","13,81","11,48","4,94",2021-10-01 12:12:35,Odenplan,2021-10-01,DiSC,20211001-2
70,1994.5,4634,54,"14,09","11,6","5,15",2021-10-01 12:12:45,Odenplan,2021-10-01,DiSC,20211001-2
71,2004.5,4272,"58,8","14,29","12,11","4,89",2021-10-01 12:12:55,Odenplan,2021-10-01,DiSC,20211001-2
72,2014.5,5053,"54,4","15,48","12,78","5,63",2021-10-01 12:13:05,Odenplan,2021-10-01,DiSC,20211001-2
73,2024.5,5118,"52,9","15,21","12,44","5,65",2021-10-01 12:13:15,Odenplan,2021-10-01,DiSC,20211001-2
74,2034.5,5037,"53,5","15,15","12,44","5,58",2021-10-01 12:13:25,Odenplan,2021-10-01,DiSC,20211001-2
75,2044.5,4597,"57,2","14,9","12,51","5,21",2021-10-01 12:13:35,Odenplan,2021-10-01,DiSC,20211001-2
76,2054.5,4766,"55,3","14,87","12,35","5,34",2021-10-01 12:13:45,Odenplan,2021-10-01,DiSC,20211001-2
77,2064.5,5026,"53,4","15,1","12,39","5,57",2021-10-01 12:13:55,Odenplan,2021-10-01,DiSC,20211001-2
78,2074.5,5328,"53,8","16,13","13,26","5,91",2021-10-01 12:14:05,Odenplan,2021-10-01,DiSC,20211001-2
79,2084.5,5325,"54,5","16,37","13,53","5,94",2021-10-01 12:14:15,Odenplan,2021-10-01,DiSC,20211001-2
80,2094.5,4795,"55,6","15,06","12,53","5,38",2021-10-01 12:14:25,Odenplan,2021-10-01,DiSC,20211001-2
81,2104.5,4649,"55,2","14,48","12,01","5,2",2021-10-01 12:14:35,Odenplan,2021-10-01,DiSC,20211001-2
82,2114.5,4623,"54,7","14,26","11,8","5,16",2021-10-01 12:14:45,Odenplan,2021-10-01,DiSC,20211001-2
83,2124.5,5140,"54,2","15,69","12,94","5,72",2021-10-01 12:14:55,Odenplan,2021-10-01,DiSC,20211001-2
84,2134.5,5156,"53,7","15,58","12,81","5,72",2021-10-01 12:15:05,Odenplan,2021-10-01,DiSC,20211001-2
85,2144.5,4809,"54,1","14,66","12,08","5,35",2021-10-01 12:15:15,Odenplan,2021-10-01,DiSC,20211001-2
86,2154.5,4903,"54,4","15,04","12,43","5,46",2021-10-01 12:15:25,Odenplan,2021-10-01,DiSC,20211001-2
87,2164.5,4711,54,"14,32","11,8","5,24",2021-10-01 12:15:35,Odenplan,2021-10-01,DiSC,20211001-2
88,2174.5,4649,"54,1","14,18","11,69","5,17",2021-10-01 12:15:45,Odenplan,2021-10-01,DiSC,20211001-2
89,2184.5,5187,"52,2","15,2","12,37","5,7",2021-10-01 12:15:55,Odenplan,2021-10-01,DiSC,20211001-2
90,2194.5,4917,"55,1","15,3","12,7","5,5",2021-10-01 12:16:05,Odenplan,2021-10-01,DiSC,20211001-2
