[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.09.29]
[File start time: 17:10:32]

Time	Number	Size	LDSA	Filter	Diff	
4,5	3303	56,3	10,51	8,78	3,72
14,5	2373	71,3	9,83	8,77	2,92
24,5	1972	77,6	8,96	8,15	2,51
34,5	2833	60,8	9,83	8,42	3,28
44,5	3166	58,9	10,6	8,98	3,62
54,5	2979	62	10,56	9,09	3,47
64,5	3098	57,2	10,04	8,43	3,51
74,5	2896	61,2	10,11	8,67	3,36
84,5	2849	61	9,93	8,51	3,3
94,5	2849	64,4	10,53	9,16	3,37
104,5	3121	61,8	11,03	9,49	3,64
114,5	3271	60,4	11,26	9,62	3,78
124,5	3295	60,3	11,32	9,67	3,8
134,5	3414	59,1	11,48	9,74	3,91
144,5	3346	60,8	11,61	9,93	3,87
154,5	3761	56,9	12,13	10,17	4,26
164,5	3954	54,2	12,08	9,97	4,4
174,5	3545	57,3	11,52	9,68	4,02
184,5	3723	55,5	11,67	9,71	4,18
194,5	3738	57,9	12,28	10,35	4,25
204,5	3431	59,2	11,56	9,82	3,94
214,5	3210	59,3	10,82	9,19	3,68
224,5	2904	61,1	10,13	8,68	3,37
234,5	2867	59,3	9,68	8,22	3,29
244,5	2726	60,3	9,38	8,01	3,15
254,5	3210	53,3	9,62	7,9	3,55
264,5	2579	60,9	8,96	7,67	2,99
274,5	2396	62,6	8,59	7,42	2,8
284,5	2651	60,4	9,13	7,8	3,06
294,5	2847	58	9,37	7,9	3,24
304,5	3018	56,2	9,58	8	3,4
314,5	2949	57,4	9,6	8,07	3,35
324,5	2809	59,9	9,59	8,17	3,24
334,5	3143	56,3	10,02	8,37	3,54
344,5	3489	52,4	10,27	8,37	3,84
354,5	3277	55,5	10,28	8,55	3,68
364,5	4041	49,2	11,08	8,83	4,35
374,5	3905	52,5	11,51	9,39	4,3
384,5	3583	54,6	11,02	9,11	4
394,5	3138	59	10,52	8,92	3,59
404,5	3232	57,1	10,46	8,78	3,66
414,5	3250	57,6	10,62	8,94	3,69
424,5	3815	51,6	11,02	8,94	4,18
434,5	3035	59,8	10,33	8,8	3,49
