,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,1344.5,4488,"52,2","13,15","10,71","4,93",2021-09-29 07:43:44,Gamla Stan,2021-09-29,DiSC,20210929-1
1,1354.5,4349,"53,6","13,13","10,79","4,82",2021-09-29 07:43:54,Gamla Stan,2021-09-29,DiSC,20210929-1
2,1364.5,4166,"53,7","12,59","10,36","4,62",2021-09-29 07:44:04,Gamla Stan,2021-09-29,DiSC,20210929-1
3,1374.5,4143,"53,5","12,48","10,25","4,59",2021-09-29 07:44:14,Gamla Stan,2021-09-29,DiSC,20210929-1
4,1384.5,4257,"54,5","13,09","10,82","4,75",2021-09-29 07:44:24,Gamla Stan,2021-09-29,DiSC,20210929-1
5,1394.5,4271,53,"12,72","10,41","4,72",2021-09-29 07:44:34,Gamla Stan,2021-09-29,DiSC,20210929-1
6,1404.5,4016,"54,4","12,32","10,18","4,48",2021-09-29 07:44:44,Gamla Stan,2021-09-29,DiSC,20210929-1
7,1414.5,4084,"53,8","12,37","10,18","4,53",2021-09-29 07:44:54,Gamla Stan,2021-09-29,DiSC,20210929-1
8,1424.5,4091,54,"12,44","10,25","4,55",2021-09-29 07:45:04,Gamla Stan,2021-09-29,DiSC,20210929-1
9,1434.5,4450,"51,7","12,89","10,46","4,87",2021-09-29 07:45:14,Gamla Stan,2021-09-29,DiSC,20210929-1
10,114.5,4694,"44,7","11,56","8,86","4,89",2021-09-29 07:23:14,Gullmarsplan,2021-09-29,DiSC,20210929-1
11,124.5,4391,"48,5","11,84","9,38","4,71",2021-09-29 07:23:24,Gullmarsplan,2021-09-29,DiSC,20210929-1
12,134.5,4149,"47,8","11,01","8,67","4,43",2021-09-29 07:23:34,Gullmarsplan,2021-09-29,DiSC,20210929-1
13,144.5,4103,"46,5","10,58","8,24","4,34",2021-09-29 07:23:44,Gullmarsplan,2021-09-29,DiSC,20210929-1
14,154.5,4406,"44,3","10,77","8,23","4,58",2021-09-29 07:23:54,Gullmarsplan,2021-09-29,DiSC,20210929-1
15,164.5,4470,"44,6","10,99","8,41","4,66",2021-09-29 07:24:04,Gullmarsplan,2021-09-29,DiSC,20210929-1
16,174.5,4185,"45,9","10,64","8,25","4,41",2021-09-29 07:24:14,Gullmarsplan,2021-09-29,DiSC,20210929-1
17,184.5,4540,"43,7","10,92","8,29","4,7",2021-09-29 07:24:24,Gullmarsplan,2021-09-29,DiSC,20210929-1
18,194.5,4241,"44,8","10,49","8,05","4,43",2021-09-29 07:24:34,Gullmarsplan,2021-09-29,DiSC,20210929-1
19,204.5,4189,"45,1","10,44","8,04","4,38",2021-09-29 07:24:44,Gullmarsplan,2021-09-29,DiSC,20210929-1
20,214.5,4279,"44,7","10,54","8,08","4,46",2021-09-29 07:24:54,Gullmarsplan,2021-09-29,DiSC,20210929-1
21,224.5,3945,"45,9","10,01","7,76","4,15",2021-09-29 07:25:04,Gullmarsplan,2021-09-29,DiSC,20210929-1
22,234.5,3559,"48,7","9,64","7,65","3,82",2021-09-29 07:25:14,Gullmarsplan,2021-09-29,DiSC,20210929-1
23,244.5,3593,"48,4","9,68","7,66","3,85",2021-09-29 07:25:24,Gullmarsplan,2021-09-29,DiSC,20210929-1
24,254.5,3521,"48,7","9,55","7,58","3,78",2021-09-29 07:25:34,Gullmarsplan,2021-09-29,DiSC,20210929-1
25,264.5,3406,"49,7","9,44","7,55","3,68",2021-09-29 07:25:44,Gullmarsplan,2021-09-29,DiSC,20210929-1
26,274.5,3573,"48,1","9,55","7,54","3,82",2021-09-29 07:25:54,Gullmarsplan,2021-09-29,DiSC,20210929-1
27,284.5,3568,"48,8","9,7","7,71","3,83",2021-09-29 07:26:04,Gullmarsplan,2021-09-29,DiSC,20210929-1
28,294.5,3428,50,"9,57","7,68","3,71",2021-09-29 07:26:14,Gullmarsplan,2021-09-29,DiSC,20210929-1
29,304.5,3777,"47,8","10,04","7,91","4,03",2021-09-29 07:26:24,Gullmarsplan,2021-09-29,DiSC,20210929-1
30,314.5,3796,"47,3","9,97","7,83","4,04",2021-09-29 07:26:34,Gullmarsplan,2021-09-29,DiSC,20210929-1
31,324.5,3813,"47,5","10,06","7,9","4,06",2021-09-29 07:26:44,Gullmarsplan,2021-09-29,DiSC,20210929-1
32,334.5,3698,"47,8","9,82","7,73","3,95",2021-09-29 07:26:54,Gullmarsplan,2021-09-29,DiSC,20210929-1
33,344.5,3828,"46,5","9,87","7,69","4,05",2021-09-29 07:27:04,Gullmarsplan,2021-09-29,DiSC,20210929-1
34,354.5,4033,"45,2","10,07","7,76","4,22",2021-09-29 07:27:14,Gullmarsplan,2021-09-29,DiSC,20210929-1
35,364.5,4026,"45,5","10,12","7,82","4,22",2021-09-29 07:27:24,Gullmarsplan,2021-09-29,DiSC,20210929-1
36,374.5,4040,"45,8","10,22","7,92","4,25",2021-09-29 07:27:34,Gullmarsplan,2021-09-29,DiSC,20210929-1
37,1874.5,2352,"67,4","9,14","8,05","2,83",2021-09-29 07:52:34,Hötorget,2021-09-29,DiSC,20210929-1
38,1884.5,2334,"67,7","9,12","8,04","2,81",2021-09-29 07:52:44,Hötorget,2021-09-29,DiSC,20210929-1
39,1894.5,2306,"67,2","8,94","7,87","2,77",2021-09-29 07:52:54,Hötorget,2021-09-29,DiSC,20210929-1
40,1904.5,2233,"70,5","9,13","8,13","2,73",2021-09-29 07:53:04,Hötorget,2021-09-29,DiSC,20210929-1
41,1914.5,1971,76,"8,75","7,93","2,48",2021-09-29 07:53:14,Hötorget,2021-09-29,DiSC,20210929-1
42,1924.5,2317,"67,8","9,08","8,01","2,79",2021-09-29 07:53:24,Hötorget,2021-09-29,DiSC,20210929-1
43,1934.5,2640,"64,3","9,75","8,48","3,12",2021-09-29 07:53:34,Hötorget,2021-09-29,DiSC,20210929-1
44,864.5,3203,"62,9","11,53","9,96","3,75",2021-09-29 07:35:44,Medborgarplatsen,2021-09-29,DiSC,20210929-1
45,874.5,3163,"63,3","11,47","9,93","3,71",2021-09-29 07:35:54,Medborgarplatsen,2021-09-29,DiSC,20210929-1
46,884.5,3151,"62,4","11,25","9,71","3,68",2021-09-29 07:36:04,Medborgarplatsen,2021-09-29,DiSC,20210929-1
47,894.5,3377,"60,1","11,57","9,87","3,89",2021-09-29 07:36:14,Medborgarplatsen,2021-09-29,DiSC,20210929-1
48,904.5,3793,"55,5","11,89","9,89","4,26",2021-09-29 07:36:24,Medborgarplatsen,2021-09-29,DiSC,20210929-1
49,914.5,3267,"62,6","11,7","10,09","3,82",2021-09-29 07:36:34,Medborgarplatsen,2021-09-29,DiSC,20210929-1
50,2084.5,3239,"68,9","12,9","11,42","3,93",2021-09-29 07:56:04,Rådmansgatan,2021-09-29,DiSC,20210929-1
51,2094.5,3197,"68,6","12,67","11,2","3,87",2021-09-29 07:56:14,Rådmansgatan,2021-09-29,DiSC,20210929-1
52,2104.5,3277,67,"12,66","11,13","3,93",2021-09-29 07:56:24,Rådmansgatan,2021-09-29,DiSC,20210929-1
53,2114.5,3317,"67,1","12,84","11,29","3,98",2021-09-29 07:56:34,Rådmansgatan,2021-09-29,DiSC,20210929-1
54,2124.5,3334,"67,6","13,01","11,47","4,01",2021-09-29 07:56:44,Rådmansgatan,2021-09-29,DiSC,20210929-1
55,2134.5,3364,"66,2","12,83","11,24","4,02",2021-09-29 07:56:54,Rådmansgatan,2021-09-29,DiSC,20210929-1
56,2144.5,3261,"66,7","12,54","11,01","3,91",2021-09-29 07:57:04,Rådmansgatan,2021-09-29,DiSC,20210929-1
57,2154.5,3091,"68,5","12,25","10,83","3,74",2021-09-29 07:57:14,Rådmansgatan,2021-09-29,DiSC,20210929-1
58,604.5,6504,"53,7","19,65","16,15","7,21",2021-09-29 07:31:24,Skanstull,2021-09-29,DiSC,20210929-1
59,614.5,6248,"56,3","19,88","16,6","7,04",2021-09-29 07:31:34,Skanstull,2021-09-29,DiSC,20210929-1
60,624.5,5807,"57,1","18,79","15,76","6,58",2021-09-29 07:31:44,Skanstull,2021-09-29,DiSC,20210929-1
61,634.5,5628,"56,6","18,04","15,09","6,35",2021-09-29 07:31:54,Skanstull,2021-09-29,DiSC,20210929-1
62,644.5,5946,"53,8","18,02","14,83","6,6",2021-09-29 07:32:04,Skanstull,2021-09-29,DiSC,20210929-1
63,654.5,5292,"56,5","16,94","14,17","5,97",2021-09-29 07:32:14,Skanstull,2021-09-29,DiSC,20210929-1
64,664.5,4979,"55,7","15,68","13,06","5,59",2021-09-29 07:32:24,Skanstull,2021-09-29,DiSC,20210929-1
65,674.5,5155,"54,2","15,76",13,"5,74",2021-09-29 07:32:34,Skanstull,2021-09-29,DiSC,20210929-1
66,684.5,5179,"55,9","16,35","13,62","5,82",2021-09-29 07:32:44,Skanstull,2021-09-29,DiSC,20210929-1
