Session Id,Timestamp,Period,Station,Sensors,Number,Size,LDSA,Filter,Diff,Date,Clock Time,Time
20211008-1,2021-10-08 07:37:23,Morning rush,Medborgarplatsen,DiSC,6412.652173913043,51.93478260869565,18.666086956521738,15.162173913043478,7.031739130434782,2021-10-08,07:37:23,684.5
20211008-1,2021-10-08 08:03:13,Morning rush,Odenplan,DiSC,3315.8333333333335,60.550000000000004,11.438333333333333,9.773333333333333,3.8316666666666666,2021-10-08,08:03:13,2229.5
20211008-1,2021-10-08 07:59:03,Morning rush,Rådmansgatan,DiSC,5049.4,56.14,16.02,13.368,5.686,2021-10-08,07:59:03,1984.5
20211008-1,2021-10-08 07:32:13,Morning rush,Skanstull,DiSC,9022.818181818182,47.67272727272727,23.874545454545455,18.768181818181816,9.61,2021-10-08,07:32:13,374.5
20211008-1,2021-10-08 07:43:23,Morning rush,Slussen,DiSC,5174.294117647059,57.09411764705882,16.737058823529413,14.041764705882354,5.86,2021-10-08,07:43:23,1044.5
20211008-1,2021-10-08 08:06:53,Morning rush,St Eriksplan,DiSC,4292.8,55.220000000000006,13.366,11.092,4.806,2021-10-08,08:06:53,2454.5
20211008-1,2021-10-08 07:51:43,Morning rush,T-Centralen,DiSC,4776.666666666667,50.76666666666667,13.533333333333333,10.9,5.196666666666666,2021-10-08,07:51:43,1544.5
20211008-1,2021-10-08 08:14:13,Morning rush,Thorildsplan,DiSC,9411.0,37.733333333333334,19.189999999999998,13.593333333333334,9.22,2021-10-08,08:14:13,2894.5
20211011-2,2021-10-11 08:06:17,Morning rush,Alvik,DiSC,5014.857142857143,59.91428571428571,16.889999999999997,14.337142857142856,5.751428571428571,2021-10-11,08:06:17,214.5
20211011-2,2021-10-11 08:19:17,Morning rush,Fridhemsplan,DiSC,2844.25,80.29166666666667,13.390833333333333,12.256666666666666,3.6666666666666665,2021-10-11,08:19:17,989.5
20211011-2,2021-10-11 08:11:37,Morning rush,Kristineberg,DiSC,4710.416666666667,61.51666666666667,16.525,14.176666666666668,5.471666666666667,2021-10-11,08:11:37,529.5
20211011-2,2021-10-11 08:26:47,Morning rush,Odenplan,DiSC,4261.166666666667,71.01666666666667,17.540000000000003,15.626666666666665,5.223333333333334,2021-10-11,08:26:47,1439.5
20211011-2,2021-10-11 08:23:27,Morning rush,St Eriksplan,DiSC,3429.285714285714,77.88571428571429,15.62857142857143,14.218571428571428,4.365714285714286,2021-10-11,08:23:27,1244.5
20211011-2,2021-10-11 08:14:57,Morning rush,Thorildsplan,DiSC,7857.4,49.239999999999995,20.3,15.852,8.276,2021-10-11,08:14:57,734.5
20211011-3,2021-10-11 17:27:55,Evening rush,Abrahamsberg,DiSC,1348.111111111111,50.25555555555556,3.785555555555556,3.04,1.4622222222222223,2021-10-11,17:27:55,2044.5
20211011-3,2021-10-11 17:19:05,Evening rush,Alvik,DiSC,5981.416666666667,36.625,11.701666666666666,8.153333333333334,5.763333333333333,2021-10-11,17:19:05,1509.5
20211011-3,2021-10-11 17:33:55,Evening rush,Brommaplan,DiSC,1953.0277777777778,43.547222222222224,4.667777777777777,3.5380555555555557,2.0169444444444444,2021-10-11,17:33:55,2399.5
20211011-3,2021-10-11 17:06:35,Evening rush,Fridhemsplan,DiSC,2741.0,55.43333333333334,8.56,7.111666666666667,3.0716666666666668,2021-10-11,17:06:35,759.5
20211011-3,2021-10-11 17:14:35,Evening rush,Kristineberg,DiSC,22216.0,26.475,30.9225,18.252499999999998,18.490000000000002,2021-10-11,17:14:35,1239.5
20211011-3,2021-10-11 16:58:35,Evening rush,Odenplan,DiSC,3611.1666666666665,59.62083333333334,11.382083333333334,9.481250000000001,4.0575,2021-10-11,16:58:35,279.5
20211011-3,2021-10-11 17:02:55,Evening rush,St Eriksplan,DiSC,3584.25,57.8375,11.7075,9.855,4.07125,2021-10-11,17:02:55,539.5
20211011-3,2021-10-11 17:24:05,Evening rush,Stora mossen,DiSC,2374.0,43.08181818181818,4.633636363636364,3.3327272727272725,2.178181818181818,2021-10-11,17:24:05,1814.5
20211011-3,2021-10-11 17:10:55,Evening rush,Thorildsplan,DiSC,8339.333333333334,32.086666666666666,14.203333333333335,9.250666666666666,7.645333333333334,2021-10-11,17:10:55,1024.5
