Session Id,Timestamp,Date,Time,Station,PM2.5,NC2.5,Sensors
20211012-3,2021-10-12 17:58:37,2021-10-12,17:58:37,Gullmarsplan,2.9519999999999995,15.11,ABCDE
20211012-1,2021-10-12 07:52:11,2021-10-12,07:52:11,Gullmarsplan,1.0266666666666666,5.825,123456
20211012-1,2021-10-12 07:56:07,2021-10-12,07:56:07,Skanstull,15.456666666666665,71.575,123456
20211012-1,2021-10-12 07:59:34,2021-10-12,07:59:34,Medborgarplatsen,21.33666666666667,83.81666666666668,123456
20211012-1,2021-10-12 08:02:53,2021-10-12,08:02:53,Slussen,28.753333333333334,108.84166666666665,123456
20211012-1,2021-10-12 08:06:25,2021-10-12,08:06:25,Gamla Stan,4.16,16.10333333333333,123456
20210928-2,2021-09-28 07:05:41,2021-09-28,07:05:41,Islandstorget,4.640000000000001,29.634999999999998,12
20210928-2,2021-09-28 07:09:08,2021-09-28,07:09:08,Ängbyplan,1.975,14.915,12
20210928-2,2021-09-28 07:13:37,2021-09-28,07:13:37,Åkeshov,2.46,18.56,12
20210928-2,2021-09-28 07:18:37,2021-09-28,07:18:37,Brommaplan,2.265,17.12,12
20210928-2,2021-09-28 07:22:08,2021-09-28,07:22:08,Abrahamsberg,2.365,17.855,12
20210928-2,2021-09-28 07:25:08,2021-09-28,07:25:08,Stora mossen,1.99,15.010000000000002,12
20210928-2,2021-09-28 07:29:38,2021-09-28,07:29:38,Alvik,2.425,18.259999999999998,12
20210928-2,2021-09-28 07:34:38,2021-09-28,07:34:38,Kristineberg,2.33,17.57,12
20210928-2,2021-09-28 07:40:37,2021-09-28,07:40:37,Fridhemsplan,15.3,92.25,12
20210928-2,2021-09-28 07:45:08,2021-09-28,07:45:08,St Eriksplan,23.71,107.845,12
20210928-2,2021-09-28 08:03:38,2021-09-28,08:03:38,Odenplan,31.380000000000003,125.63,12
20210928-1,2021-09-28 10:42:58,2021-09-28,10:42:58,Alvik,2.45,18.495,12
20210928-1,2021-09-28 10:48:27,2021-09-28,10:48:27,Kristineberg,2.605,19.655,12
20210928-1,2021-09-28 10:52:51,2021-09-28,10:52:51,Thorildsplan,2.17,16.345,12
20210928-1,2021-09-28 10:58:08,2021-09-28,10:58:08,Fridhemsplan,13.76,77.36,12
20210928-1,2021-09-28 11:03:02,2021-09-28,11:03:02,St Eriksplan,29.15,120.60499999999999,12
20210928-1,2021-09-28 11:08:08,2021-09-28,11:08:08,Odenplan,32.89,133.38,12
20210927-1,2021-09-27 07:12:14,2021-09-27,07:12:14,Gullmarsplan,1.254,7.720000000000001,1234B
20210927-1,2021-09-27 07:16:54,2021-09-27,07:16:54,Skanstull,10.458,51.132000000000005,1234B
20210927-1,2021-09-27 07:21:31,2021-09-27,07:21:31,Medborgarplatsen,20.071999999999996,78.91,1234B
20210927-1,2021-09-27 07:25:35,2021-09-27,07:25:35,Slussen,31.232,121.492,1234B
20210927-1,2021-09-27 07:29:27,2021-09-27,07:29:27,Gamla Stan,4.112,18.41,1234B
20210927-1,2021-09-27 07:34:28,2021-09-27,07:34:28,T-Centralen,34.052,139.908,1234B
20210927-1,2021-09-27 07:38:51,2021-09-27,07:38:51,Hötorget,41.053999999999995,162.382,1234B
20210927-1,2021-09-27 07:42:49,2021-09-27,07:42:49,Rådmansgatan,33.126,129.582,1234B
20210927-1,2021-09-27 08:05:08,2021-09-27,08:05:08,Odenplan,30.752,123.73600000000002,1234B
20210927-2,2021-09-27 17:40:35,2021-09-27,17:40:35,Odenplan,32.1,125.27,12B
20210927-2,2021-09-27 17:51:57,2021-09-27,17:51:57,St Eriksplan,25.44333333333333,105.85666666666667,12B
20210927-2,2021-09-27 17:56:11,2021-09-27,17:56:11,Fridhemsplan,22.173333333333332,94.88666666666666,12B
20210927-2,2021-09-27 18:00:20,2021-09-27,18:00:20,Thorildsplan,2.5300000000000002,12.736666666666666,12B
20210927-2,2021-09-27 18:03:28,2021-09-27,18:03:28,Kristineberg,1.6633333333333333,9.043333333333333,12B
20210927-2,2021-09-27 18:07:08,2021-09-27,18:07:08,Alvik,1.3033333333333335,7.3,12B
20210927-2,2021-09-27 18:11:07,2021-09-27,18:11:07,Stora mossen,1.4366666666666668,8.53,12B
20210927-2,2021-09-27 18:15:07,2021-09-27,18:15:07,Abrahamsberg,1.1333333333333335,7.199999999999999,12B
20210927-2,2021-09-27 18:19:08,2021-09-27,18:19:08,Brommaplan,1.64,11.036666666666667,12B
20210927-2,2021-09-27 18:22:38,2021-09-27,18:22:38,Åkeshov,1.0933333333333335,7.5,12B
20210927-2,2021-09-27 18:28:08,2021-09-27,18:28:08,Ängbyplan,1.08,7.670000000000001,12B
20210927-2,2021-09-27 18:33:37,2021-09-27,18:33:37,Islandstorget,1.0333333333333332,7.64,12B
20210929-1,2021-09-29 07:25:25,2021-09-29,07:25:25,Gullmarsplan,6.41,48.040000000000006,2B
20210929-1,2021-09-29 07:32:23,2021-09-29,07:32:23,Skanstull,15.735,97.66499999999999,2B
20210929-1,2021-09-29 07:36:08,2021-09-29,07:36:08,Medborgarplatsen,24.53,121.575,2B
20210929-1,2021-09-29 07:39:50,2021-09-29,07:39:50,Slussen,36.315,163.14,2B
20210929-1,2021-09-29 07:44:27,2021-09-29,07:44:27,Gamla Stan,12.84,74.73,2B
20210929-1,2021-09-29 07:49:17,2021-09-29,07:49:17,T-Centralen,34.07,159.765,2B
20210929-1,2021-09-29 07:53:04,2021-09-29,07:53:04,Hötorget,44.035,189.115,2B
20210929-1,2021-09-29 07:56:41,2021-09-29,07:56:41,Rådmansgatan,60.045,256.86,2B
20210929-2,2021-09-29 17:30:28,2021-09-29,17:30:28,Odenplan,30.404999999999998,139.01999999999998,2B
20210929-2,2021-09-29 17:35:21,2021-09-29,17:35:21,St Eriksplan,27.1,125.83,2B
20210929-2,2021-09-29 17:39:37,2021-09-29,17:39:37,Fridhemsplan,20.36,108.315,2B
20210929-2,2021-09-29 17:46:53,2021-09-29,17:46:53,Kristineberg,5.8100000000000005,43.1,2B
20210929-2,2021-09-29 17:51:31,2021-09-29,17:51:31,Alvik,5.41,40.405,2B
20210929-2,2021-09-29 17:56:14,2021-09-29,17:56:14,Stora mossen,5.42,40.75,2B
20210929-2,2021-09-29 18:02:10,2021-09-29,18:02:10,Abrahamsberg,5.335,40.07,2B
20210929-2,2021-09-29 18:08:04,2021-09-29,18:08:04,Brommaplan,4.449999999999999,33.565,2B
20210929-2,2021-09-29 18:11:36,2021-09-29,18:11:36,Åkeshov,5.02,37.705,2B
