,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,2064.5,3009,"44,5","7,38","5,65","3,13",2021-09-28 10:41:33,Alvik,2021-09-28,DiSC,20210928-1
1,2074.5,2972,"44,5","7,29","5,58","3,1",2021-09-28 10:41:43,Alvik,2021-09-28,DiSC,20210928-1
2,2084.5,2873,"45,5","7,23","5,59","3,02",2021-09-28 10:41:53,Alvik,2021-09-28,DiSC,20210928-1
3,2094.5,2765,"45,9","7,03","5,45","2,91",2021-09-28 10:42:03,Alvik,2021-09-28,DiSC,20210928-1
4,2104.5,3012,"43,2","7,14","5,4","3,1",2021-09-28 10:42:13,Alvik,2021-09-28,DiSC,20210928-1
5,2114.5,2918,"44,8","7,21","5,53","3,05",2021-09-28 10:42:23,Alvik,2021-09-28,DiSC,20210928-1
6,2124.5,2804,"45,9","7,12","5,52","2,95",2021-09-28 10:42:33,Alvik,2021-09-28,DiSC,20210928-1
7,2134.5,2967,"44,5","7,27","5,56","3,09",2021-09-28 10:42:43,Alvik,2021-09-28,DiSC,20210928-1
8,2144.5,2765,"46,2","7,07","5,5","2,92",2021-09-28 10:42:53,Alvik,2021-09-28,DiSC,20210928-1
9,2154.5,2740,"46,6","7,08","5,52","2,9",2021-09-28 10:43:03,Alvik,2021-09-28,DiSC,20210928-1
10,2164.5,2519,"49,4","6,94","5,54","2,72",2021-09-28 10:43:13,Alvik,2021-09-28,DiSC,20210928-1
11,2174.5,2428,"49,7","6,74","5,4","2,63",2021-09-28 10:43:23,Alvik,2021-09-28,DiSC,20210928-1
12,2184.5,2652,"47,3","6,97","5,47","2,82",2021-09-28 10:43:33,Alvik,2021-09-28,DiSC,20210928-1
13,2194.5,2485,"49,8","6,91","5,53","2,69",2021-09-28 10:43:43,Alvik,2021-09-28,DiSC,20210928-1
14,2204.5,2399,"50,4","6,76","5,44","2,61",2021-09-28 10:43:53,Alvik,2021-09-28,DiSC,20210928-1
15,2214.5,2482,"49,3","6,81","5,43","2,68",2021-09-28 10:44:03,Alvik,2021-09-28,DiSC,20210928-1
16,2224.5,2673,"47,7","7,08","5,58","2,85",2021-09-28 10:44:13,Alvik,2021-09-28,DiSC,20210928-1
17,2234.5,2695,"47,9","7,17","5,65","2,88",2021-09-28 10:44:23,Alvik,2021-09-28,DiSC,20210928-1
18,2994.5,2228,"59,3","7,52","6,39","2,56",2021-09-28 10:57:03,Fridhemsplan,2021-09-28,DiSC,20210928-1
19,3004.5,2176,"58,4","7,22","6,11","2,48",2021-09-28 10:57:13,Fridhemsplan,2021-09-28,DiSC,20210928-1
20,3014.5,2274,"56,1","7,21","6,02","2,56",2021-09-28 10:57:23,Fridhemsplan,2021-09-28,DiSC,20210928-1
21,3024.5,2165,"58,2","7,15","6,04","2,47",2021-09-28 10:57:33,Fridhemsplan,2021-09-28,DiSC,20210928-1
22,3034.5,2331,"53,1","6,95","5,7","2,58",2021-09-28 10:57:43,Fridhemsplan,2021-09-28,DiSC,20210928-1
23,3044.5,2598,"50,5","7,33","5,9","2,82",2021-09-28 10:57:53,Fridhemsplan,2021-09-28,DiSC,20210928-1
24,3054.5,2131,"58,3","7,06","5,97","2,43",2021-09-28 10:58:03,Fridhemsplan,2021-09-28,DiSC,20210928-1
25,3064.5,2346,"55,4","7,35","6,11","2,63",2021-09-28 10:58:13,Fridhemsplan,2021-09-28,DiSC,20210928-1
26,3074.5,2197,"58,1","7,24","6,11","2,5",2021-09-28 10:58:23,Fridhemsplan,2021-09-28,DiSC,20210928-1
27,3084.5,2180,"57,9","7,17","6,05","2,48",2021-09-28 10:58:33,Fridhemsplan,2021-09-28,DiSC,20210928-1
28,3094.5,2346,"54,8","7,25","6,01","2,62",2021-09-28 10:58:43,Fridhemsplan,2021-09-28,DiSC,20210928-1
29,3104.5,2376,"55,2","7,41","6,15","2,66",2021-09-28 10:58:53,Fridhemsplan,2021-09-28,DiSC,20210928-1
30,3114.5,2141,"58,5","7,11","6,02","2,45",2021-09-28 10:59:03,Fridhemsplan,2021-09-28,DiSC,20210928-1
31,3124.5,2383,"56,2","7,58","6,34","2,69",2021-09-28 10:59:13,Fridhemsplan,2021-09-28,DiSC,20210928-1
32,2424.5,3581,"46,6","9,25","7,22","3,79",2021-09-28 10:47:33,Kristineberg,2021-09-28,DiSC,20210928-1
33,2434.5,11148,"58,1","36,8",31,"12,69",2021-09-28 10:47:43,Kristineberg,2021-09-28,DiSC,20210928-1
34,2444.5,2454,"65,4","9,22","8,06","2,92",2021-09-28 10:47:53,Kristineberg,2021-09-28,DiSC,20210928-1
35,2454.5,2291,"52,6","6,77","5,53","2,53",2021-09-28 10:48:03,Kristineberg,2021-09-28,DiSC,20210928-1
36,2464.5,2398,"49,9","6,69","5,36","2,6",2021-09-28 10:48:13,Kristineberg,2021-09-28,DiSC,20210928-1
37,2474.5,2338,"50,2","6,56","5,27","2,54",2021-09-28 10:48:23,Kristineberg,2021-09-28,DiSC,20210928-1
38,2484.5,2524,"47,9","6,71","5,29","2,69",2021-09-28 10:48:33,Kristineberg,2021-09-28,DiSC,20210928-1
39,2494.5,3137,"43,5","7,51","5,7","3,24",2021-09-28 10:48:43,Kristineberg,2021-09-28,DiSC,20210928-1
40,2504.5,2349,"49,4","6,47","5,16","2,53",2021-09-28 10:48:53,Kristineberg,2021-09-28,DiSC,20210928-1
41,2514.5,4312,56,"13,64","11,37","4,85",2021-09-28 10:49:03,Kristineberg,2021-09-28,DiSC,20210928-1
42,2524.5,4482,"46,9","11,66","9,11","4,75",2021-09-28 10:49:13,Kristineberg,2021-09-28,DiSC,20210928-1
43,2534.5,3703,"51,1","10,59","8,55","4,04",2021-09-28 10:49:23,Kristineberg,2021-09-28,DiSC,20210928-1
44,3604.5,4794,"39,5","10,29","7,46","4,78",2021-09-28 11:07:13,Odenplan,2021-09-28,DiSC,20210928-1
45,3614.5,2901,"57,5","9,47","7,97","3,29",2021-09-28 11:07:23,Odenplan,2021-09-28,DiSC,20210928-1
46,3624.5,2711,"60,3","9,33","7,97","3,13",2021-09-28 11:07:33,Odenplan,2021-09-28,DiSC,20210928-1
47,3634.5,2980,"57,4","9,7","8,16","3,38",2021-09-28 11:07:43,Odenplan,2021-09-28,DiSC,20210928-1
