,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,954.5,1700,"50,1","4,75","3,81","1,84",2021-09-28 07:21:30,Abrahamsberg,2021-09-28,DiSC,20210928-2
1,964.5,2177,"49,2","5,97","4,75","2,35",2021-09-28 07:21:40,Abrahamsberg,2021-09-28,DiSC,20210928-2
2,974.5,2159,"49,8",6,"4,81","2,34",2021-09-28 07:21:50,Abrahamsberg,2021-09-28,DiSC,20210928-2
3,984.5,2189,"48,7","5,93","4,71","2,35",2021-09-28 07:22:00,Abrahamsberg,2021-09-28,DiSC,20210928-2
4,994.5,2173,"48,4","5,85","4,63","2,33",2021-09-28 07:22:10,Abrahamsberg,2021-09-28,DiSC,20210928-2
5,1004.5,2105,"49,6","5,83","4,66","2,28",2021-09-28 07:22:20,Abrahamsberg,2021-09-28,DiSC,20210928-2
6,1014.5,2120,"48,9","5,77","4,59","2,28",2021-09-28 07:22:30,Abrahamsberg,2021-09-28,DiSC,20210928-2
7,1024.5,2177,"48,5","5,88","4,66","2,34",2021-09-28 07:22:40,Abrahamsberg,2021-09-28,DiSC,20210928-2
8,1374.5,417,"83,8","2,07","1,91","0,55",2021-09-28 07:28:30,Alvik,2021-09-28,DiSC,20210928-2
9,1384.5,735,"54,3","2,25","1,86","0,82",2021-09-28 07:28:40,Alvik,2021-09-28,DiSC,20210928-2
10,1394.5,1156,"48,5","3,12","2,48","1,24",2021-09-28 07:28:50,Alvik,2021-09-28,DiSC,20210928-2
11,1404.5,2748,"43,6","6,59",5,"2,84",2021-09-28 07:29:00,Alvik,2021-09-28,DiSC,20210928-2
12,1414.5,2906,"42,8","6,82","5,13","2,99",2021-09-28 07:29:10,Alvik,2021-09-28,DiSC,20210928-2
13,1424.5,2385,"45,1","5,94","4,57","2,5",2021-09-28 07:29:20,Alvik,2021-09-28,DiSC,20210928-2
14,1434.5,2153,"47,3","5,65","4,44","2,29",2021-09-28 07:29:30,Alvik,2021-09-28,DiSC,20210928-2
15,1444.5,2276,"49,7","6,31","5,05","2,46",2021-09-28 07:29:40,Alvik,2021-09-28,DiSC,20210928-2
16,1454.5,2387,"46,9","6,2","4,85","2,53",2021-09-28 07:29:50,Alvik,2021-09-28,DiSC,20210928-2
17,1464.5,2030,"50,6","5,75","4,63","2,21",2021-09-28 07:30:00,Alvik,2021-09-28,DiSC,20210928-2
18,1474.5,2264,"48,6","6,12","4,85","2,43",2021-09-28 07:30:10,Alvik,2021-09-28,DiSC,20210928-2
19,1484.5,2261,"49,7","6,27","5,02","2,44",2021-09-28 07:30:20,Alvik,2021-09-28,DiSC,20210928-2
