,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,174.5,30783,16,"24,33","9,7","19,21",2021-10-12 07:51:00,Alvik,2021-10-12,DiSC,20211012-2
1,184.5,32685,16,"25,73","10,23","20,35",2021-10-12 07:51:10,Alvik,2021-10-12,DiSC,20211012-2
2,194.5,37842,"15,6","28,96","11,26","23,15",2021-10-12 07:51:20,Alvik,2021-10-12,DiSC,20211012-2
3,204.5,38477,"15,3","28,82","11,02","23,22",2021-10-12 07:51:30,Alvik,2021-10-12,DiSC,20211012-2
4,214.5,39127,"14,6","27,78","10,17","22,84",2021-10-12 07:51:40,Alvik,2021-10-12,DiSC,20211012-2
5,224.5,38886,"14,5","27,45",10,"22,61",2021-10-12 07:51:50,Alvik,2021-10-12,DiSC,20211012-2
6,234.5,40684,"14,3","28,41","10,26","23,49",2021-10-12 07:52:00,Alvik,2021-10-12,DiSC,20211012-2
7,244.5,40880,"14,1","28,04","9,98","23,34",2021-10-12 07:52:10,Alvik,2021-10-12,DiSC,20211012-2
8,254.5,39039,"14,2","27,05","9,71","22,43",2021-10-12 07:52:20,Alvik,2021-10-12,DiSC,20211012-2
9,264.5,39240,"14,3","27,4","9,9","22,66",2021-10-12 07:52:30,Alvik,2021-10-12,DiSC,20211012-2
10,274.5,36088,"14,5","25,57","9,35","21,04",2021-10-12 07:52:40,Alvik,2021-10-12,DiSC,20211012-2
11,284.5,36622,"14,2","25,21",9,"20,96",2021-10-12 07:52:50,Alvik,2021-10-12,DiSC,20211012-2
12,294.5,35967,"14,4","25,25","9,16","20,85",2021-10-12 07:53:00,Alvik,2021-10-12,DiSC,20211012-2
13,1004.5,3373,"44,8","8,33","6,39","3,52",2021-10-12 08:04:50,Fridhemsplan,2021-10-12,DiSC,20211012-2
14,1014.5,3419,"44,3","8,35","6,38","3,56",2021-10-12 08:05:00,Fridhemsplan,2021-10-12,DiSC,20211012-2
15,1024.5,3528,"43,9","8,53","6,49","3,66",2021-10-12 08:05:10,Fridhemsplan,2021-10-12,DiSC,20211012-2
16,1034.5,3850,"41,2","8,67","6,41","3,9",2021-10-12 08:05:20,Fridhemsplan,2021-10-12,DiSC,20211012-2
17,1044.5,3758,"41,3","8,49","6,29","3,81",2021-10-12 08:05:30,Fridhemsplan,2021-10-12,DiSC,20211012-2
18,1054.5,3596,"43,1","8,52","6,43","3,7",2021-10-12 08:05:40,Fridhemsplan,2021-10-12,DiSC,20211012-2
19,1064.5,3535,"44,3","8,63","6,59","3,68",2021-10-12 08:05:50,Fridhemsplan,2021-10-12,DiSC,20211012-2
20,1074.5,3535,"45,3","8,84","6,82","3,7",2021-10-12 08:06:00,Fridhemsplan,2021-10-12,DiSC,20211012-2
21,514.5,5645,"25,8","7,55","4,31","4,68",2021-10-12 07:56:40,Kristineberg,2021-10-12,DiSC,20211012-2
22,524.5,5576,"25,8","7,46","4,26","4,62",2021-10-12 07:56:50,Kristineberg,2021-10-12,DiSC,20211012-2
23,534.5,5797,"25,7","7,74","4,41","4,8",2021-10-12 07:57:00,Kristineberg,2021-10-12,DiSC,20211012-2
24,544.5,5647,"27,7","8,19","4,89","4,85",2021-10-12 07:57:10,Kristineberg,2021-10-12,DiSC,20211012-2
25,554.5,5501,"27,7","7,98","4,77","4,73",2021-10-12 07:57:20,Kristineberg,2021-10-12,DiSC,20211012-2
26,564.5,5572,"26,6","7,71","4,48","4,69",2021-10-12 07:57:30,Kristineberg,2021-10-12,DiSC,20211012-2
27,574.5,5612,"26,5","7,76","4,51","4,72",2021-10-12 07:57:40,Kristineberg,2021-10-12,DiSC,20211012-2
28,584.5,6136,"26,8","8,56",5,"5,18",2021-10-12 07:57:50,Kristineberg,2021-10-12,DiSC,20211012-2
29,1504.5,3406,"52,1","9,96","8,11","3,74",2021-10-12 08:13:10,Odenplan,2021-10-12,DiSC,20211012-2
