,Timestamp,Station,Sensor,PM2.5,Session Id
0,2021-10-08 07:27:42,Gullmarsplan,B,6.93,20211008-1
1,2021-10-08 07:27:42,Gullmarsplan,C,4.8,20211008-1
2,2021-10-08 07:27:42,Gullmarsplan,D,4.88,20211008-1
3,2021-10-08 07:27:42,Gullmarsplan,E,5.27,20211008-1
4,2021-10-08 07:27:43,Gullmarsplan,B,6.82,20211008-1
5,2021-10-08 07:27:43,Gullmarsplan,C,4.88,20211008-1
6,2021-10-08 07:27:43,Gullmarsplan,D,4.89,20211008-1
7,2021-10-08 07:27:43,Gullmarsplan,E,5.25,20211008-1
8,2021-10-08 07:27:44,Gullmarsplan,B,6.7,20211008-1
9,2021-10-08 07:27:44,Gullmarsplan,C,5.05,20211008-1
10,2021-10-08 07:27:44,Gullmarsplan,D,4.86,20211008-1
11,2021-10-08 07:27:44,Gullmarsplan,E,5.26,20211008-1
12,2021-10-08 07:27:45,Gullmarsplan,B,6.49,20211008-1
13,2021-10-08 07:27:45,Gullmarsplan,C,5.13,20211008-1
14,2021-10-08 07:27:45,Gullmarsplan,D,4.85,20211008-1
15,2021-10-08 07:27:45,Gullmarsplan,E,5.25,20211008-1
16,2021-10-08 07:27:46,Gullmarsplan,B,6.4,20211008-1
17,2021-10-08 07:27:46,Gullmarsplan,C,5.18,20211008-1
18,2021-10-08 07:27:46,Gullmarsplan,C,5.24,20211008-1
19,2021-10-08 07:27:46,Gullmarsplan,D,4.86,20211008-1
20,2021-10-08 07:27:46,Gullmarsplan,E,5.29,20211008-1
21,2021-10-08 07:27:47,Gullmarsplan,B,6.28,20211008-1
22,2021-10-08 07:27:47,Gullmarsplan,D,4.9,20211008-1
23,2021-10-08 07:27:47,Gullmarsplan,E,5.31,20211008-1
24,2021-10-08 07:27:48,Gullmarsplan,B,6.18,20211008-1
25,2021-10-08 07:27:48,Gullmarsplan,B,6.1,20211008-1
26,2021-10-08 07:27:48,Gullmarsplan,C,5.28,20211008-1
27,2021-10-08 07:27:48,Gullmarsplan,E,5.32,20211008-1
28,2021-10-08 07:27:48,Gullmarsplan,E,5.3,20211008-1
29,2021-10-08 07:27:49,Gullmarsplan,C,5.33,20211008-1
30,2021-10-08 07:27:49,Gullmarsplan,D,4.94,20211008-1
31,2021-10-08 07:31:19,Skanstull,B,9.02,20211008-1
32,2021-10-08 07:31:19,Skanstull,C,9.3,20211008-1
33,2021-10-08 07:31:19,Skanstull,D,9.74,20211008-1
34,2021-10-08 07:31:19,Skanstull,E,9.28,20211008-1
35,2021-10-08 07:31:20,Skanstull,B,9.05,20211008-1
36,2021-10-08 07:31:20,Skanstull,C,9.33,20211008-1
37,2021-10-08 07:31:20,Skanstull,D,9.74,20211008-1
38,2021-10-08 07:31:20,Skanstull,E,9.48,20211008-1
39,2021-10-08 07:31:21,Skanstull,B,9.07,20211008-1
40,2021-10-08 07:31:21,Skanstull,C,9.34,20211008-1
41,2021-10-08 07:31:21,Skanstull,D,9.8,20211008-1
42,2021-10-08 07:31:21,Skanstull,E,9.7,20211008-1
43,2021-10-08 07:31:22,Skanstull,B,9.15,20211008-1
44,2021-10-08 07:31:22,Skanstull,C,9.36,20211008-1
45,2021-10-08 07:31:22,Skanstull,D,9.88,20211008-1
46,2021-10-08 07:31:22,Skanstull,E,9.95,20211008-1
47,2021-10-08 07:31:23,Skanstull,B,9.32,20211008-1
48,2021-10-08 07:31:23,Skanstull,C,9.4,20211008-1
49,2021-10-08 07:31:23,Skanstull,D,9.89,20211008-1
50,2021-10-08 07:31:23,Skanstull,E,10.22,20211008-1
51,2021-10-08 07:31:24,Skanstull,B,9.44,20211008-1
52,2021-10-08 07:31:24,Skanstull,C,9.5,20211008-1
53,2021-10-08 07:31:24,Skanstull,D,9.9,20211008-1
54,2021-10-08 07:31:24,Skanstull,E,10.44,20211008-1
55,2021-10-08 07:31:25,Skanstull,B,9.57,20211008-1
56,2021-10-08 07:31:25,Skanstull,C,9.62,20211008-1
57,2021-10-08 07:31:25,Skanstull,D,9.96,20211008-1
58,2021-10-08 07:31:25,Skanstull,E,10.67,20211008-1
59,2021-10-08 07:31:26,Skanstull,B,9.65,20211008-1
60,2021-10-08 07:31:26,Skanstull,C,9.77,20211008-1
61,2021-10-08 07:31:26,Skanstull,D,10.01,20211008-1
62,2021-10-08 07:31:27,Skanstull,B,9.72,20211008-1
63,2021-10-08 07:31:27,Skanstull,C,10.04,20211008-1
64,2021-10-08 07:31:27,Skanstull,C,10.15,20211008-1
65,2021-10-08 07:31:27,Skanstull,D,10.12,20211008-1
66,2021-10-08 07:31:27,Skanstull,E,10.87,20211008-1
67,2021-10-08 07:31:28,Skanstull,B,9.75,20211008-1
68,2021-10-08 07:31:28,Skanstull,D,10.18,20211008-1
69,2021-10-08 07:31:28,Skanstull,E,11.12,20211008-1
70,2021-10-08 07:31:29,Skanstull,B,9.78,20211008-1
71,2021-10-08 07:31:29,Skanstull,C,10.25,20211008-1
72,2021-10-08 07:31:29,Skanstull,E,11.36,20211008-1
73,2021-10-08 07:31:29,Skanstull,E,11.59,20211008-1
74,2021-10-08 07:31:30,Skanstull,B,9.81,20211008-1
75,2021-10-08 07:31:30,Skanstull,C,10.3,20211008-1
76,2021-10-08 07:31:30,Skanstull,D,10.2,20211008-1
77,2021-10-08 07:31:30,Skanstull,E,11.79,20211008-1
78,2021-10-08 07:31:31,Skanstull,C,10.34,20211008-1
79,2021-10-08 07:31:31,Skanstull,D,10.21,20211008-1
80,2021-10-08 07:31:32,Skanstull,B,9.82,20211008-1
81,2021-10-08 07:31:32,Skanstull,C,10.35,20211008-1
82,2021-10-08 07:31:32,Skanstull,D,10.25,20211008-1
83,2021-10-08 07:31:32,Skanstull,E,11.95,20211008-1
84,2021-10-08 07:31:33,Skanstull,B,9.82,20211008-1
85,2021-10-08 07:31:33,Skanstull,C,10.36,20211008-1
86,2021-10-08 07:31:33,Skanstull,D,10.28,20211008-1
87,2021-10-08 07:31:33,Skanstull,E,11.96,20211008-1
88,2021-10-08 07:31:34,Skanstull,B,9.84,20211008-1
