,Timestamp,Station,Sensor,PM2.5,Session Id
0,2021-10-05 07:11:27,Alvik,1,3.1,20211005-2
1,2021-10-05 07:11:27,Alvik,2,2.76,20211005-2
2,2021-10-05 07:11:27,Alvik,3,3.78,20211005-2
3,2021-10-05 07:11:27,Alvik,4,2.99,20211005-2
4,2021-10-05 07:11:27,Alvik,5,3.05,20211005-2
5,2021-10-05 07:11:28,Alvik,1,3.13,20211005-2
6,2021-10-05 07:11:28,Alvik,2,2.77,20211005-2
7,2021-10-05 07:11:28,Alvik,3,3.82,20211005-2
8,2021-10-05 07:11:28,Alvik,4,3.0,20211005-2
9,2021-10-05 07:11:28,Alvik,5,3.08,20211005-2
10,2021-10-05 07:11:29,Alvik,1,3.16,20211005-2
11,2021-10-05 07:11:29,Alvik,2,2.81,20211005-2
12,2021-10-05 07:11:29,Alvik,3,3.83,20211005-2
13,2021-10-05 07:11:30,Alvik,1,3.19,20211005-2
14,2021-10-05 07:11:30,Alvik,2,2.84,20211005-2
15,2021-10-05 07:11:30,Alvik,4,3.0,20211005-2
16,2021-10-05 07:11:30,Alvik,5,3.13,20211005-2
17,2021-10-05 07:11:31,Alvik,1,3.21,20211005-2
18,2021-10-05 07:11:31,Alvik,2,2.89,20211005-2
19,2021-10-05 07:11:31,Alvik,3,3.81,20211005-2
20,2021-10-05 07:11:31,Alvik,4,2.99,20211005-2
21,2021-10-05 07:11:31,Alvik,5,3.14,20211005-2
22,2021-10-05 07:11:32,Alvik,1,3.22,20211005-2
23,2021-10-05 07:11:32,Alvik,2,2.92,20211005-2
24,2021-10-05 07:11:32,Alvik,3,3.82,20211005-2
25,2021-10-05 07:11:32,Alvik,4,3.0,20211005-2
26,2021-10-05 07:11:32,Alvik,5,3.16,20211005-2
27,2021-10-05 07:11:33,Alvik,3,3.82,20211005-2
28,2021-10-05 07:11:33,Alvik,4,3.03,20211005-2
29,2021-10-05 07:11:33,Alvik,5,3.18,20211005-2
30,2021-10-05 07:11:34,Alvik,1,3.26,20211005-2
31,2021-10-05 07:11:34,Alvik,2,2.95,20211005-2
32,2021-10-05 07:11:34,Alvik,2,2.97,20211005-2
33,2021-10-05 07:11:34,Alvik,3,3.84,20211005-2
34,2021-10-05 07:11:34,Alvik,4,3.04,20211005-2
35,2021-10-05 07:11:34,Alvik,5,3.2,20211005-2
36,2021-10-05 07:11:35,Alvik,1,3.33,20211005-2
37,2021-10-05 07:11:35,Alvik,3,3.83,20211005-2
38,2021-10-05 07:11:35,Alvik,4,3.05,20211005-2
39,2021-10-05 07:11:35,Alvik,5,3.2,20211005-2
40,2021-10-05 07:11:36,Alvik,1,3.36,20211005-2
41,2021-10-05 07:11:36,Alvik,2,3.01,20211005-2
42,2021-10-05 07:11:36,Alvik,3,3.82,20211005-2
43,2021-10-05 07:11:36,Alvik,4,3.05,20211005-2
44,2021-10-05 07:11:36,Alvik,5,3.2,20211005-2
45,2021-10-05 07:11:37,Alvik,1,3.39,20211005-2
46,2021-10-05 07:11:37,Alvik,2,3.07,20211005-2
47,2021-10-05 07:11:37,Alvik,3,3.83,20211005-2
48,2021-10-05 07:11:37,Alvik,4,3.08,20211005-2
49,2021-10-05 07:11:37,Alvik,5,3.21,20211005-2
50,2021-10-05 07:11:38,Alvik,1,3.41,20211005-2
51,2021-10-05 07:11:38,Alvik,2,3.13,20211005-2
52,2021-10-05 07:11:38,Alvik,3,3.87,20211005-2
53,2021-10-05 07:11:38,Alvik,4,3.08,20211005-2
54,2021-10-05 07:11:38,Alvik,5,3.23,20211005-2
55,2021-10-05 07:11:39,Alvik,1,3.43,20211005-2
56,2021-10-05 07:11:39,Alvik,2,3.19,20211005-2
57,2021-10-05 07:11:39,Alvik,3,3.86,20211005-2
58,2021-10-05 07:11:39,Alvik,4,3.09,20211005-2
59,2021-10-05 07:11:39,Alvik,5,3.24,20211005-2
60,2021-10-05 07:11:40,Alvik,1,3.46,20211005-2
61,2021-10-05 07:11:40,Alvik,2,3.23,20211005-2
62,2021-10-05 07:11:40,Alvik,3,3.85,20211005-2
63,2021-10-05 07:11:40,Alvik,4,3.1,20211005-2
64,2021-10-05 07:11:40,Alvik,5,3.24,20211005-2
65,2021-10-05 07:11:41,Alvik,1,3.49,20211005-2
66,2021-10-05 07:11:41,Alvik,2,3.26,20211005-2
67,2021-10-05 07:11:41,Alvik,3,3.87,20211005-2
68,2021-10-05 07:11:41,Alvik,4,3.11,20211005-2
69,2021-10-05 07:11:41,Alvik,5,3.24,20211005-2
70,2021-10-05 07:11:42,Alvik,1,3.49,20211005-2
71,2021-10-05 07:11:42,Alvik,2,3.28,20211005-2
72,2021-10-05 07:11:42,Alvik,3,3.86,20211005-2
73,2021-10-05 07:11:43,Alvik,1,3.49,20211005-2
74,2021-10-05 07:11:43,Alvik,2,3.28,20211005-2
75,2021-10-05 07:11:43,Alvik,4,3.12,20211005-2
76,2021-10-05 07:11:43,Alvik,5,3.24,20211005-2
77,2021-10-05 07:11:44,Alvik,1,3.5,20211005-2
78,2021-10-05 07:11:44,Alvik,2,3.28,20211005-2
79,2021-10-05 07:11:44,Alvik,3,3.86,20211005-2
80,2021-10-05 07:11:44,Alvik,4,3.12,20211005-2
81,2021-10-05 07:11:44,Alvik,5,3.24,20211005-2
82,2021-10-05 07:11:45,Alvik,1,3.51,20211005-2
83,2021-10-05 07:11:45,Alvik,2,3.27,20211005-2
84,2021-10-05 07:11:45,Alvik,3,3.82,20211005-2
85,2021-10-05 07:11:45,Alvik,4,3.11,20211005-2
86,2021-10-05 07:11:45,Alvik,5,3.28,20211005-2
87,2021-10-05 07:11:46,Alvik,1,3.53,20211005-2
88,2021-10-05 07:11:46,Alvik,2,3.27,20211005-2
89,2021-10-05 07:11:46,Alvik,3,3.77,20211005-2
90,2021-10-05 07:11:46,Alvik,4,3.1,20211005-2
91,2021-10-05 07:11:46,Alvik,5,3.31,20211005-2
92,2021-10-05 07:11:47,Alvik,1,3.52,20211005-2
93,2021-10-05 07:11:47,Alvik,2,3.28,20211005-2
94,2021-10-05 07:11:47,Alvik,3,3.65,20211005-2
95,2021-10-05 07:11:47,Alvik,4,3.09,20211005-2
96,2021-10-05 07:11:47,Alvik,5,3.34,20211005-2
97,2021-10-05 07:11:48,Alvik,3,3.63,20211005-2
98,2021-10-05 07:11:48,Alvik,4,3.07,20211005-2
99,2021-10-05 07:11:48,Alvik,5,3.36,20211005-2
100,2021-10-05 07:11:49,Alvik,1,3.52,20211005-2
101,2021-10-05 07:11:49,Alvik,2,3.3,20211005-2
102,2021-10-05 07:11:49,Alvik,3,3.6,20211005-2
103,2021-10-05 07:11:49,Alvik,4,3.08,20211005-2
104,2021-10-05 07:11:49,Alvik,5,3.37,20211005-2
105,2021-10-05 07:11:50,Alvik,1,3.56,20211005-2
106,2021-10-05 07:11:50,Alvik,2,3.32,20211005-2
107,2021-10-05 07:11:50,Alvik,3,3.56,20211005-2
108,2021-10-05 07:11:50,Alvik,4,3.12,20211005-2
109,2021-10-05 07:11:50,Alvik,5,3.37,20211005-2
110,2021-10-05 07:11:51,Alvik,1,3.57,20211005-2
111,2021-10-05 07:11:51,Alvik,2,3.31,20211005-2
112,2021-10-05 07:11:51,Alvik,3,3.52,20211005-2
113,2021-10-05 07:11:51,Alvik,4,3.14,20211005-2
114,2021-10-05 07:11:51,Alvik,5,3.38,20211005-2
115,2021-10-05 07:11:52,Alvik,1,3.55,20211005-2
116,2021-10-05 07:11:52,Alvik,2,3.29,20211005-2
117,2021-10-05 07:11:52,Alvik,3,3.49,20211005-2
118,2021-10-05 07:11:52,Alvik,4,3.17,20211005-2
119,2021-10-05 07:11:52,Alvik,5,3.37,20211005-2
120,2021-10-05 07:11:53,Alvik,1,3.56,20211005-2
121,2021-10-05 07:11:53,Alvik,2,3.29,20211005-2
122,2021-10-05 07:11:53,Alvik,3,3.51,20211005-2
123,2021-10-05 07:11:53,Alvik,4,3.22,20211005-2
124,2021-10-05 07:11:53,Alvik,5,3.34,20211005-2
125,2021-10-05 07:11:54,Alvik,1,3.55,20211005-2
126,2021-10-05 07:11:54,Alvik,2,3.28,20211005-2
127,2021-10-05 07:11:54,Alvik,3,3.56,20211005-2
128,2021-10-05 07:11:54,Alvik,4,3.28,20211005-2
129,2021-10-05 07:11:54,Alvik,5,3.37,20211005-2
130,2021-10-05 07:11:55,Alvik,1,3.52,20211005-2
131,2021-10-05 07:11:55,Alvik,2,3.26,20211005-2
132,2021-10-05 07:11:55,Alvik,3,3.62,20211005-2
133,2021-10-05 07:11:56,Alvik,1,3.5,20211005-2
134,2021-10-05 07:11:56,Alvik,2,3.27,20211005-2
135,2021-10-05 07:11:56,Alvik,4,3.32,20211005-2
136,2021-10-05 07:11:56,Alvik,5,3.41,20211005-2
137,2021-10-05 07:11:57,Alvik,1,3.48,20211005-2
138,2021-10-05 07:11:57,Alvik,2,3.28,20211005-2
139,2021-10-05 07:11:57,Alvik,3,3.67,20211005-2
140,2021-10-05 07:11:57,Alvik,4,3.35,20211005-2
141,2021-10-05 07:11:57,Alvik,5,3.42,20211005-2
142,2021-10-05 07:11:58,Alvik,1,3.46,20211005-2
143,2021-10-05 07:11:58,Alvik,2,3.3,20211005-2
144,2021-10-05 07:11:58,Alvik,3,3.69,20211005-2
145,2021-10-05 07:11:58,Alvik,4,3.38,20211005-2
146,2021-10-05 07:11:58,Alvik,5,3.42,20211005-2
147,2021-10-05 07:11:59,Alvik,1,3.46,20211005-2
148,2021-10-05 07:11:59,Alvik,2,3.28,20211005-2
149,2021-10-05 07:11:59,Alvik,3,3.72,20211005-2
150,2021-10-05 07:11:59,Alvik,4,3.37,20211005-2
151,2021-10-05 07:11:59,Alvik,5,3.44,20211005-2
152,2021-10-05 07:12:00,Alvik,1,3.43,20211005-2
153,2021-10-05 07:12:00,Alvik,2,3.28,20211005-2
154,2021-10-05 07:12:00,Alvik,3,3.76,20211005-2
155,2021-10-05 07:12:00,Alvik,4,3.35,20211005-2
156,2021-10-05 07:12:00,Alvik,5,3.47,20211005-2
157,2021-10-05 07:12:01,Alvik,1,3.41,20211005-2
158,2021-10-05 07:12:01,Alvik,3,4.03,20211005-2
159,2021-10-05 07:12:01,Alvik,4,3.33,20211005-2
160,2021-10-05 07:12:01,Alvik,5,3.53,20211005-2
161,2021-10-05 07:12:02,Alvik,1,3.4,20211005-2
162,2021-10-05 07:12:02,Alvik,2,3.27,20211005-2
163,2021-10-05 07:12:02,Alvik,3,4.1,20211005-2
164,2021-10-05 07:12:02,Alvik,4,3.32,20211005-2
165,2021-10-05 07:12:02,Alvik,5,3.6,20211005-2
166,2021-10-05 07:12:03,Alvik,1,3.39,20211005-2
167,2021-10-05 07:12:03,Alvik,2,3.21,20211005-2
168,2021-10-05 07:12:03,Alvik,3,4.16,20211005-2
169,2021-10-05 07:12:03,Alvik,4,3.29,20211005-2
170,2021-10-05 07:12:03,Alvik,5,3.68,20211005-2
171,2021-10-05 07:12:04,Alvik,1,3.41,20211005-2
172,2021-10-05 07:12:04,Alvik,2,3.17,20211005-2
173,2021-10-05 07:12:04,Alvik,3,4.21,20211005-2
174,2021-10-05 07:12:04,Alvik,4,3.26,20211005-2
175,2021-10-05 07:12:04,Alvik,5,3.73,20211005-2
176,2021-10-05 07:12:05,Alvik,2,3.15,20211005-2
177,2021-10-05 07:12:05,Alvik,3,4.25,20211005-2
178,2021-10-05 07:12:05,Alvik,4,3.24,20211005-2
179,2021-10-05 07:12:05,Alvik,5,3.77,20211005-2
180,2021-10-05 07:12:06,Alvik,1,3.41,20211005-2
181,2021-10-05 07:12:06,Alvik,2,3.15,20211005-2
182,2021-10-05 07:12:06,Alvik,3,4.28,20211005-2
183,2021-10-05 07:12:06,Alvik,4,3.25,20211005-2
184,2021-10-05 07:12:06,Alvik,5,3.81,20211005-2
185,2021-10-05 07:12:07,Alvik,1,3.4,20211005-2
186,2021-10-05 07:12:07,Alvik,2,3.15,20211005-2
187,2021-10-05 07:12:07,Alvik,3,4.29,20211005-2
188,2021-10-05 07:12:07,Alvik,4,3.25,20211005-2
189,2021-10-05 07:12:07,Alvik,4,3.24,20211005-2
190,2021-10-05 07:12:07,Alvik,5,3.83,20211005-2
191,2021-10-05 07:12:08,Alvik,1,3.4,20211005-2
192,2021-10-05 07:12:08,Alvik,2,3.16,20211005-2
193,2021-10-05 07:12:08,Alvik,3,4.3,20211005-2
