,Timestamp,Station,Sensor,PM2.5,Session Id
0,2021-10-05 15:07:11,Rådmansgatan,A,30.85,20211005-4
1,2021-10-05 15:07:11,Rådmansgatan,B,31.91,20211005-4
2,2021-10-05 15:07:11,Rådmansgatan,C,41.15,20211005-4
3,2021-10-05 15:07:11,Rådmansgatan,D,34.9,20211005-4
4,2021-10-05 15:07:11,Rådmansgatan,E,38.26,20211005-4
5,2021-10-05 15:07:12,Rådmansgatan,A,30.75,20211005-4
6,2021-10-05 15:07:12,Rådmansgatan,B,31.71,20211005-4
7,2021-10-05 15:07:12,Rådmansgatan,C,41.5,20211005-4
8,2021-10-05 15:07:12,Rådmansgatan,D,35.22,20211005-4
9,2021-10-05 15:07:12,Rådmansgatan,E,39.03,20211005-4
10,2021-10-05 15:07:13,Rådmansgatan,A,30.79,20211005-4
11,2021-10-05 15:07:13,Rådmansgatan,B,31.48,20211005-4
12,2021-10-05 15:07:13,Rådmansgatan,C,41.87,20211005-4
13,2021-10-05 15:07:13,Rådmansgatan,D,35.58,20211005-4
14,2021-10-05 15:07:13,Rådmansgatan,E,39.71,20211005-4
15,2021-10-05 15:07:14,Rådmansgatan,A,30.76,20211005-4
16,2021-10-05 15:07:14,Rådmansgatan,B,31.31,20211005-4
17,2021-10-05 15:07:14,Rådmansgatan,C,42.25,20211005-4
18,2021-10-05 15:07:14,Rådmansgatan,C,42.53,20211005-4
19,2021-10-05 15:07:14,Rådmansgatan,D,36.52,20211005-4
20,2021-10-05 15:07:14,Rådmansgatan,E,40.29,20211005-4
21,2021-10-05 15:07:15,Rådmansgatan,A,30.66,20211005-4
22,2021-10-05 15:07:15,Rådmansgatan,B,31.11,20211005-4
23,2021-10-05 15:07:15,Rådmansgatan,C,42.91,20211005-4
24,2021-10-05 15:07:15,Rådmansgatan,D,37.02,20211005-4
25,2021-10-05 15:07:15,Rådmansgatan,E,41.12,20211005-4
26,2021-10-05 15:07:16,Rådmansgatan,A,30.71,20211005-4
27,2021-10-05 15:07:16,Rådmansgatan,B,31.02,20211005-4
28,2021-10-05 15:07:16,Rådmansgatan,D,37.35,20211005-4
29,2021-10-05 15:07:16,Rådmansgatan,E,41.83,20211005-4
30,2021-10-05 15:07:17,Rådmansgatan,A,30.73,20211005-4
31,2021-10-05 15:07:17,Rådmansgatan,B,31.08,20211005-4
32,2021-10-05 15:07:17,Rådmansgatan,C,43.18,20211005-4
33,2021-10-05 15:07:17,Rådmansgatan,D,37.54,20211005-4
34,2021-10-05 15:07:18,Rådmansgatan,A,30.84,20211005-4
35,2021-10-05 15:07:18,Rådmansgatan,B,31.24,20211005-4
36,2021-10-05 15:07:18,Rådmansgatan,C,43.52,20211005-4
37,2021-10-05 15:07:18,Rådmansgatan,D,37.88,20211005-4
38,2021-10-05 15:07:18,Rådmansgatan,E,42.38,20211005-4
39,2021-10-05 15:07:19,Rådmansgatan,A,30.94,20211005-4
40,2021-10-05 15:07:19,Rådmansgatan,B,31.52,20211005-4
41,2021-10-05 15:07:19,Rådmansgatan,C,43.96,20211005-4
42,2021-10-05 15:07:19,Rådmansgatan,D,38.17,20211005-4
43,2021-10-05 15:07:19,Rådmansgatan,E,42.7,20211005-4
44,2021-10-05 15:07:20,Rådmansgatan,C,44.19,20211005-4
45,2021-10-05 15:07:20,Rådmansgatan,D,38.36,20211005-4
46,2021-10-05 15:07:20,Rådmansgatan,E,43.3,20211005-4
47,2021-10-05 15:07:21,Rådmansgatan,A,31.04,20211005-4
48,2021-10-05 15:07:21,Rådmansgatan,B,32.3,20211005-4
49,2021-10-05 15:07:21,Rådmansgatan,C,44.35,20211005-4
50,2021-10-05 15:07:21,Rådmansgatan,D,38.6,20211005-4
51,2021-10-05 15:07:21,Rådmansgatan,E,43.51,20211005-4
52,2021-10-05 15:07:22,Rådmansgatan,A,31.11,20211005-4
53,2021-10-05 15:07:22,Rådmansgatan,B,32.59,20211005-4
