,Timestamp,Station,Sensor,Temperature,Humidity,NC0.5,NC1.0,NC2.5,NC10,TypicalParticleSize,PM1.0,PM2.5,PM4.0,PM10,Session Id
0,2021-10-04 16:35:55,St Eriksplan,1,24.4,55.2,107.58,132.37,137.65,138.74,0.8,17.29,22.85,26.56,27.3,20211004-2
1,2021-10-04 16:35:55,St Eriksplan,2,24.3,55.8,115.52,143.09,149.03,150.22,0.76,18.72,25.06,29.33,30.18,20211004-2
2,2021-10-04 16:35:55,St Eriksplan,3,24.7,53.8,134.06,162.42,167.52,168.54,0.71,21.03,26.65,30.22,30.94,20211004-2
3,2021-10-04 16:35:55,St Eriksplan,4,24.5,54.9,113.95,140.12,145.76,146.9,0.82,18.3,24.35,28.39,29.2,20211004-2
4,2021-10-04 16:35:55,St Eriksplan,5,24.5,54.0,112.63,136.85,141.27,142.18,0.74,17.73,22.51,25.56,26.17,20211004-2
5,2021-10-04 16:35:56,St Eriksplan,1,24.4,55.0,108.02,132.89,138.19,139.28,0.8,17.35,22.94,26.65,27.39,20211004-2
6,2021-10-04 16:35:56,St Eriksplan,2,24.3,55.6,116.44,144.28,150.3,151.51,0.76,18.88,25.3,29.63,30.49,20211004-2
7,2021-10-04 16:35:56,St Eriksplan,3,24.7,53.8,134.02,162.4,167.52,168.55,0.71,21.03,26.67,30.26,30.98,20211004-2
8,2021-10-04 16:35:56,St Eriksplan,4,24.6,54.8,114.18,140.53,146.27,147.42,0.83,18.37,24.51,28.62,29.45,20211004-2
9,2021-10-04 16:35:56,St Eriksplan,5,24.5,54.0,113.49,137.89,142.33,143.24,0.75,17.86,22.68,25.74,26.35,20211004-2
10,2021-10-04 16:35:56,St Eriksplan,6,24.1,56.0,111.76,136.1,140.79,141.73,0.73,17.67,22.79,26.1,26.77,20211004-2
11,2021-10-04 16:35:57,St Eriksplan,1,24.5,54.9,108.07,132.93,138.22,139.3,0.8,17.36,22.93,26.63,27.37,20211004-2
12,2021-10-04 16:35:57,St Eriksplan,2,24.3,55.4,117.55,145.68,151.77,152.99,0.75,19.06,25.56,29.94,30.82,20211004-2
13,2021-10-04 16:35:57,St Eriksplan,3,24.7,53.7,133.97,162.4,167.56,168.59,0.71,21.03,26.71,30.32,31.04,20211004-2
14,2021-10-04 16:35:57,St Eriksplan,4,24.5,54.8,114.31,140.84,146.68,147.85,0.83,18.42,24.66,28.85,29.69,20211004-2
15,2021-10-04 16:35:57,St Eriksplan,5,24.5,53.9,114.55,139.18,143.66,144.58,0.75,18.03,22.89,25.98,26.6,20211004-2
16,2021-10-04 16:35:57,St Eriksplan,6,24.1,55.9,112.77,137.43,142.23,143.19,0.74,17.86,23.08,26.47,27.15,20211004-2
17,2021-10-04 16:35:58,St Eriksplan,1,24.5,54.9,107.84,132.62,137.86,138.94,0.81,17.31,22.85,26.52,27.26,20211004-2
18,2021-10-04 16:35:58,St Eriksplan,2,24.3,55.2,118.54,146.94,153.1,154.33,0.76,19.23,25.81,30.24,31.12,20211004-2
19,2021-10-04 16:35:58,St Eriksplan,3,24.7,53.6,133.5,161.87,167.03,168.06,0.71,20.97,26.65,30.27,30.99,20211004-2
