[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.09.30]
[File start time: 07:06:50]

Time	Number	Size	LDSA	Filter	Diff	
4,5	1010	94,1	5,69	5,37	1,41
14,5	815	107,2	5,31	5,11	1,21
24,5	982	93,2	5,48	5,16	1,36
34,5	3035	49,1	8,31	6,62	3,27
44,5	1866	71,2	7,72	6,89	2,29
54,5	2085	65,2	7,82	6,83	2,48
64,5	1956	68,8	7,78	6,89	2,37
74,5	2227	63,2	8,06	6,97	2,61
84,5	2226	62,6	7,97	6,88	2,6
94,5	2269	61,4	7,96	6,83	2,64
104,5	2236	62,1	7,93	6,83	2,61
114,5	2206	63,2	7,99	6,91	2,59
124,5	2374	59,5	8,05	6,84	2,73
134,5	2231	62,5	7,98	6,89	2,61
144,5	2418	59,6	8,21	6,98	2,78
154,5	2501	58,5	8,31	7,03	2,86
164,5	2568	57,3	8,34	7,01	2,91
174,5	2510	58,4	8,33	7,05	2,87
184,5	2216	62,9	7,99	6,91	2,6
194,5	1316	78,3	6,05	5,51	1,68
204,5	1399	74,6	6,09	5,5	1,75
214,5	1375	74,9	6,01	5,43	1,72
224,5	1181	82,6	5,75	5,3	1,54
234,5	1250	78,3	5,75	5,24	1,6
244,5	1393	71,8	5,81	5,2	1,72
254,5	1250	78,3	5,74	5,24	1,6
264,5	1176	82,3	5,71	5,26	1,54
274,5	1295	77,8	5,91	5,38	1,65
284,5	1969	68,5	7,79	6,89	2,38
294,5	1937	71,2	8,01	7,15	2,38
304,5	1923	71,1	7,94	7,09	2,36
314,5	2594	58,4	8,61	7,28	2,96
324,5	1975	70,3	8,05	7,16	2,41
334,5	1894	72,5	7,99	7,16	2,34
344,5	2123	67,3	8,25	7,26	2,55
354,5	1993	70	8,09	7,19	2,43
364,5	1994	69,7	8,05	7,15	2,43
374,5	2595	56,8	8,35	7	2,93
384,5	1973	70	8	7,12	2,41
394,5	1868	72,6	7,89	7,07	2,31
404,5	2015	67,2	7,81	6,88	2,42
414,5	1966	68,6	7,8	6,9	2,38
424,5	1851	72,2	7,77	6,96	2,29
434,5	1917	71,8	8	7,16	2,36
444,5	2078	69,1	8,3	7,36	2,52
454,5	2018	69,7	8,15	7,24	2,46
464,5	1974	70,3	8,05	7,16	2,41
474,5	2015	69,1	8,06	7,15	2,45
484,5	1360	82,7	6,64	6,12	1,78
494,5	941	74	4,06	3,66	1,17
504,5	908	73,5	3,89	3,5	1,13
514,5	667	90	3,58	3,35	0,91
524,5	640	88,6	3,37	3,15	0,86
534,5	694	81,5	3,33	3,06	0,9
544,5	457	109,3	3,04	2,93	0,69
554,5	851	67,2	3,3	2,91	1,02
564,5	594	89,9	3,19	2,98	0,81
574,5	740	74,6	3,22	2,91	0,93
584,5	537	96,9	3,13	2,96	0,76
594,5	566	92,3	3,12	2,93	0,78
604,5	1973	63,5	7,18	6,22	2,32
614,5	1852	71,7	7,72	6,91	2,28
624,5	1978	68,1	7,78	6,87	2,39
634,5	1917	70,8	7,88	7,02	2,35
644,5	1881	72,1	7,88	7,06	2,32
654,5	2012	67,8	7,88	6,95	2,43
664,5	1943	69,6	7,83	6,95	2,36
674,5	1896	71	7,82	6,98	2,33
684,5	1980	68,6	7,85	6,95	2,4
694,5	1884	71,2	7,79	6,95	2,31
704,5	1824	73,1	7,76	6,97	2,26
714,5	1902	70,8	7,81	6,96	2,33
724,5	1725	75,4	7,6	6,88	2,17
734,5	1333	83,5	6,58	6,08	1,75
744,5	1413	80,1	6,66	6,1	1,82
754,5	1280	84,8	6,43	5,95	1,69
764,5	1260	85,3	6,36	5,9	1,67
774,5	1217	87	6,28	5,85	1,63
784,5	1201	85,8	6,11	5,67	1,6
794,5	1404	76,3	6,27	5,69	1,77
804,5	1340	80,4	6,34	5,81	1,73
814,5	1720	73,7	7,39	6,65	2,14
824,5	2041	67,5	7,95	7	2,45
834,5	1836	75,2	8,07	7,3	2,31
844,5	1881	72,5	7,94	7,12	2,33
854,5	1921	72,1	8,05	7,21	2,37
864,5	1930	71,3	7,99	7,13	2,37
874,5	1845	74,3	8	7,21	2,31
884,5	1997	70,9	8,22	7,33	2,45
894,5	1972	70,4	8,05	7,17	2,41
904,5	2001	70	8,11	7,21	2,44
914,5	1947	71,6	8,1	7,24	2,4
924,5	1630	77,5	7,41	6,74	2,07
934,5	1380	81,9	6,66	6,13	1,8
944,5	1525	75,6	6,74	6,1	1,92
954,5	1375	81,4	6,59	6,06	1,79
964,5	1304	83,3	6,42	5,93	1,71
974,5	1306	84,7	6,55	6,06	1,73
984,5	1192	89,3	6,34	5,92	1,62
994,5	1163	91,4	6,34	5,95	1,59
1004,5	1232	87,5	6,41	5,97	1,65
1014,5	1887	72,7	7,99	7,17	2,34
1024,5	1987	71,4	8,24	7,36	2,44
1034,5	2193	68,3	8,66	7,66	2,65
1044,5	2104	69	8,4	7,44	2,55
1054,5	2116	69,1	8,46	7,5	2,57
1064,5	2155	68,1	8,48	7,48	2,6
1074,5	2647	61,9	9,37	8,06	3,08
1084,5	4950	53,2	14,8	12,13	5,47
1094,5	5323	55,5	16,68	13,87	5,97
1104,5	3320	61,6	11,68	10,04	3,86
1114,5	2901	65,5	10,94	9,56	3,45
1124,5	1871	76,2	8,35	7,57	2,36
1134,5	1075	80,4	5,09	4,66	1,39
1144,5	1352	75,3	5,94	5,37	1,7
1154,5	1209	74,7	5,27	4,76	1,51
1164,5	1253	75	5,49	4,96	1,57
1174,5	1204	76,9	5,42	4,92	1,53
1184,5	937	88,5	4,93	4,61	1,27
1194,5	1022	80,6	4,85	4,45	1,32
1204,5	991	82,6	4,83	4,45	1,3
1214,5	857	88,2	4,5	4,19	1,16
1224,5	951	80,3	4,49	4,12	1,23
1234,5	870	86	4,44	4,12	1,16
1244,5	843	88,9	4,46	4,16	1,14
1254,5	861	84,7	4,32	4	1,14
1264,5	805	92,3	4,45	4,18	1,11
1274,5	2182	62,7	7,83	6,77	2,55
1284,5	2505	61,6	8,81	7,57	2,91
1294,5	2518	62,6	9,02	7,79	2,95
1304,5	2177	67,7	8,51	7,5	2,62
1314,5	2550	64,3	9,41	8,19	3,01
1324,5	2435	66,3	9,31	8,16	2,91
1334,5	2367	65,6	8,94	7,81	2,82
1344,5	2506	64,7	9,31	8,11	2,97
1354,5	2533	64,1	9,31	8,09	2,99
1364,5	2395	65	8,95	7,8	2,84
1374,5	2100	68,8	8,36	7,4	2,54
1384,5	2336	65,5	8,8	7,69	2,78
1394,5	1834	73,5	7,85	7,06	2,28
1404,5	1133	90,1	6,08	5,7	1,54
1414,5	1054	91,9	5,78	5,43	1,45
1424,5	1144	84,5	5,71	5,29	1,51
1434,5	1390	78,9	6,44	5,88	1,78
1444,5	1639	73,3	7	6,29	2,04
1454,5	1649	74,3	7,15	6,45	2,06
1464,5	1389	80,4	6,58	6,03	1,8
1474,5	1306	82,2	6,33	5,83	1,7
1484,5	1225	85,8	6,24	5,79	1,63
1494,5	1265	81	6,04	5,55	1,64
1504,5	1315	79,1	6,11	5,58	1,69
1514,5	1123	89,2	5,97	5,58	1,52
1524,5	1166	87,9	6,09	5,68	1,57
1534,5	1197	85,5	6,06	5,62	1,59
1544,5	1284	80,9	6,12	5,62	1,66
1554,5	2316	59,9	7,9	6,74	2,67
1564,5	4310	48,8	11,7	9,29	4,63
1574,5	4186	50,1	11,72	9,4	4,54
1584,5	4306	48,6	11,66	9,25	4,62
1594,5	3637	51,1	10,41	8,41	3,97
1604,5	3500	54,2	10,68	8,81	3,89
1614,5	3984	49,1	10,89	8,67	4,29
1624,5	7599	35,2	14,39	9,86	7,26
1634,5	5536	40,8	12,33	9,08	5,59
1644,5	4356	45,9	11,06	8,57	4,58
1654,5	3336	52,9	9,91	8,11	3,68
1664,5	3312	54,5	10,17	8,41	3,69
1674,5	3274	54,3	10,02	8,27	3,65
1684,5	3205	54,6	9,87	8,17	3,58
1694,5	1488	73,5	6,37	5,73	1,85
1704,5	1046	83,7	5,17	4,78	1,38
1714,5	955	85	4,81	4,45	1,26
1724,5	1078	79,7	5,05	4,62	1,39
1734,5	1185	74,5	5,15	4,65	1,48
1744,5	1229	70,4	5,02	4,47	1,5
1754,5	1317	67,6	5,14	4,53	1,59
1764,5	1225	73,2	5,22	4,69	1,52
1774,5	2372	59,5	8,03	6,83	2,73
1784,5	3066	51,3	8,81	7,13	3,35
1794,5	2454	60,5	8,47	7,24	2,84
1804,5	2382	63,4	8,65	7,49	2,8
1814,5	2647	58,6	8,82	7,47	3,03
1824,5	2505	59,5	8,48	7,21	2,88
1834,5	2266	64,5	8,39	7,3	2,68
1844,5	2438	60,9	8,48	7,27	2,83
1854,5	2508	60,4	8,63	7,37	2,9
1864,5	2466	61,3	8,63	7,4	2,86
1874,5	2610	59,4	8,82	7,5	3
1884,5	2623	59,3	8,85	7,52	3,01
1894,5	2710	58,2	8,95	7,56	3,09
1904,5	2327	62,8	8,37	7,23	2,73
1914,5	1450	70	5,88	5,23	1,77
1924,5	1240	73,6	5,32	4,78	1,54
1934,5	1406	70,6	5,76	5,13	1,72
1944,5	1467	67,9	5,75	5,07	1,77
1954,5	1371	71,2	5,67	5,06	1,68
1964,5	1179	76,6	5,29	4,8	1,49
1974,5	1200	73,8	5,17	4,65	1,5
1984,5	1231	72,7	5,21	4,67	1,52
1994,5	1243	72,4	5,23	4,69	1,54
2004,5	1190	72,6	5,03	4,51	1,47
2014,5	1565	65,8	5,93	5,19	1,86
2024,5	2283	68,2	9	7,94	2,76
2034,5	2197	69,5	8,84	7,84	2,67
2044,5	2207	68,9	8,8	7,79	2,68
2054,5	2152	70	8,73	7,76	2,63
2064,5	2264	67,3	8,79	7,74	2,72
2074,5	2137	70,1	8,69	7,73	2,61
2084,5	2363	64,8	8,8	7,67	2,8
2094,5	2222	69,3	8,91	7,9	2,7
2104,5	2441	64,5	9,04	7,87	2,89
2114,5	2528	63,3	9,17	7,94	2,97
2124,5	2440	66	9,27	8,12	2,91
2134,5	2406	66,3	9,19	8,06	2,87
2144,5	2473	65,3	9,29	8,11	2,94
2154,5	2302	70,2	9,37	8,34	2,81
2164,5	2127	71,1	8,78	7,84	2,61
2174,5	2117	70	8,59	7,63	2,58
2184,5	1919	72,3	8,07	7,23	2,37
2194,5	1890	65,2	7,09	6,19	2,24
2204,5	1688	70	6,85	6,09	2,06
2214,5	1702	68,6	6,75	5,97	2,06
2224,5	1616	71,6	6,72	6,01	1,99
2234,5	1463	75,5	6,46	5,84	1,84
2244,5	1434	76,9	6,46	5,87	1,82
2254,5	1398	77,3	6,34	5,76	1,78
2264,5	1364	80,1	6,43	5,89	1,76
2274,5	1726	68,3	6,82	6,02	2,09
2284,5	2742	60	9,38	8	3,16
2294,5	3319	63	11,98	10,36	3,89
2304,5	3039	67	11,75	10,33	3,64
2314,5	2936	67,6	11,45	10,09	3,53
2324,5	3001	67,4	11,67	10,27	3,61
2334,5	3203	65	11,96	10,43	3,8
2344,5	3282	63,8	12	10,41	3,86
2354,5	3100	67,7	12,11	10,67	3,73
2364,5	3229	63,9	11,83	10,27	3,8
2374,5	3055	65,7	11,56	10,11	3,64
2384,5	3146	65,7	11,89	10,4	3,75
2394,5	3198	64,5	11,85	10,32	3,78
2404,5	3084	66,9	11,9	10,45	3,7
2414,5	3189	65	11,92	10,4	3,78
2424,5	3108	66,3	11,88	10,41	3,71
2434,5	2867	69,4	11,53	10,23	3,49
2444,5	2642	72,1	11,07	9,91	3,26
2454,5	1874	75,8	8,31	7,52	2,36
