STM32_v0.1,,,SPS30_SN:929CAFA7A7A481D6
Counter,Latitude,Longitude,gpsUpdated,Speed,Altitude,Satellites,Date,Time,Millis,PM1.0,PM2.5,PM4.0,PM10,Temperature,Humidity,NC0.5,NC1.0,NC2.5,NC4.0,NC10,TypicalParticleSize,TVOC,eCO2,BatteryVIN
0,0.000000,0.000000,0,0.0,0.0,0,0,110328,614,4.15,10.56,15.56,16.56,26.31,50.25,13.40,25.98,32.69,33.89,34.09,1.08,0,0,3.55
1,0.000000,0.000000,0,0.0,0.0,0,0,110328,16489,4.15,10.56,15.56,16.56,26.21,50.01,13.40,25.98,32.69,33.89,34.09,1.08,0,0,3.55
2,0.000000,0.000000,0,0.0,0.0,0,20211002,110343,17490,4.68,4.95,4.95,4.95,26.23,49.53,32.19,37.28,37.37,37.38,37.39,0.46,0,0,3.55
3,0.000000,0.000000,0,0.0,0.0,0,20211002,110344,18500,4.66,4.93,4.93,4.93,26.25,48.73,32.02,37.09,37.19,37.19,37.20,0.48,0,0,3.55
4,0.000000,0.000000,0,0.0,0.0,0,20211002,110345,19503,4.62,4.89,4.89,4.89,26.25,48.00,31.79,36.82,36.91,36.92,36.93,0.43,0,0,3.54
