STM32_v0.1,,,SPS30_SN:929CAFA7A7A481D6
Counter,Latitude,Longitude,gpsUpdated,Speed,Altitude,Satellites,Date,Time,Millis,PM1.0,PM2.5,PM4.0,PM10,Temperature,Humidity,NC0.5,NC1.0,NC2.5,NC4.0,NC10,TypicalParticleSize,TVOC,eCO2,BatteryVIN
62,0.000000,0.000000,0,0.0,0.0,0,20210422,143532,81958,0.33,0.35,0.35,0.35,24.18,32.51,2.30,2.67,2.67,2.67,2.67,0.47,0,0,3.56
63,0.000000,0.000000,0,0.0,0.0,0,20210422,143533,82962,0.32,0.34,0.34,0.34,24.19,32.63,2.23,2.58,2.58,2.58,2.58,0.47,0,0,3.56
64,0.000000,0.000000,0,0.0,0.0,0,20210422,143534,83971,0.31,0.33,0.33,0.33,24.19,32.50,2.14,2.48,2.49,2.49,2.49,0.47,0,0,3.56
65,0.000000,0.000000,0,0.0,0.0,0,20210422,143535,84980,0.30,0.32,0.32,0.32,24.22,32.37,2.05,2.37,2.38,2.38,2.38,0.47,0,0,3.56
66,0.000000,0.000000,0,0.0,0.0,0,20210422,143536,85989,0.28,0.30,0.30,0.30,24.21,32.35,1.96,2.27,2.27,2.27,2.27,0.47,0,0,3.57
67,0.000000,0.000000,0,0.0,0.0,0,20210422,143537,86998,0.28,0.29,0.29,0.29,24.22,32.18,1.92,2.22,2.22,2.22,2.22,0.47,0,0,3.56
68,0.000000,0.000000,0,0.0,0.0,0,20210422,143538,88003,0.27,0.29,0.29,0.29,24.26,32.06,1.86,2.16,2.16,2.16,2.16,0.47,0,0,3.56
69,0.000000,0.000000,0,0.0,0.0,0,20210422,143539,89012,0.26,0.28,0.28,0.28,24.25,31.92,1.80,2.09,2.09,2.09,2.09,0.47,0,0,3.57
70,0.000000,0.000000,0,0.0,0.0,0,0,143541,90021,0.25,0.27,0.27,0.27,24.27,31.92,1.73,2.01,2.01,2.01,2.01,0.47,0,0,3.57
71,0.000000,0.000000,0,0.0,0.0,0,0,143542,91023,0.25,0.26,0.26,0.26,24.29,32.26,1.71,1.99,1.99,1.99,1.99,0.46,0,0,3.56
72,0.000000,0.000000,0,0.0,0.0,0,0,143543,92031,0.25,0.27,0.27,0.27,24.30,32.49,1.74,2.01,2.02,2.02,2.02,0.44,0,0,3.56
73,0.000000,0.000000,0,0.0,0.0,0,0,143544,93033,0.25,0.27,0.27,0.27,24.35,32.93,1.74,2.01,2.02,2.02,2.02,0.44,0,0,3.56
74,0.000000,0.000000,0,0.0,0.0,0,20210422,143545,94035,0.25,0.26,0.26,0.26,24.39,33.58,1.72,1.99,2.00,2.00,2.00,0.44,0,0,3.56
75,0.000000,0.000000,0,0.0,0.0,0,20210422,143546,95044,0.26,0.28,0.28,0.28,24.40,33.85,1.79,2.08,2.08,2.08,2.09,0.47,0,0,3.56
