STM32_v0.1,,,SPS30_SN:929CAFA7A7A481D6
Counter,Latitude,Longitude,gpsUpdated,Speed,Altitude,Satellites,Date,Time,Millis,PM1.0,PM2.5,PM4.0,PM10,Temperature,Humidity,NC0.5,NC1.0,NC2.5,NC4.0,NC10,TypicalParticleSize,TVOC,eCO2,BatteryVIN
28,0.000000,0.000000,0,0.0,0.0,0,20210621,80412,43649,20.53,25.67,28.88,29.53,26.34,58.39,131.39,158.90,163.57,164.38,164.53,0.69,0,0,3.79
29,0.000000,0.000000,0,0.0,0.0,0,20210621,80413,44652,20.51,25.64,28.85,29.49,26.37,58.23,131.29,158.76,163.42,164.22,164.38,0.69,0,0,3.79
30,0.000000,0.000000,0,0.0,0.0,0,20210621,80414,45655,20.48,25.60,28.79,29.43,26.36,58.07,131.13,158.56,163.20,164.00,164.16,0.69,0,0,3.79
31,0.000000,0.000000,0,0.0,0.0,0,20210621,80415,46658,20.46,25.57,28.76,29.39,26.41,58.03,131.04,158.43,163.06,163.86,164.01,0.69,0,0,3.79
32,0.000000,0.000000,0,0.0,0.0,0,20210621,80416,47667,20.54,25.66,28.85,29.49,26.41,58.48,131.56,159.05,163.69,164.49,164.65,0.68,0,0,3.80
33,0.000000,0.000000,0,0.0,0.0,0,20210621,80417,48670,20.66,25.81,29.01,29.65,26.39,58.95,132.32,159.96,164.62,165.43,165.58,0.68,0,0,3.79
34,0.000000,0.000000,0,0.0,0.0,0,20210621,80418,49673,20.81,25.99,29.21,29.86,26.40,58.79,133.32,161.16,165.85,166.66,166.81,0.69,0,0,3.80
35,0.000000,0.000000,0,0.0,0.0,0,20210621,80419,50676,20.97,26.18,29.42,30.07,26.38,58.72,134.35,162.39,167.11,167.92,168.08,0.69,0,0,3.79
36,0.000000,0.000000,0,0.0,0.0,0,20210621,80420,51685,21.13,26.37,29.63,30.28,26.46,58.72,135.39,163.63,168.38,169.20,169.35,0.68,0,0,3.79
37,0.000000,0.000000,0,0.0,0.0,0,20210621,80421,52688,21.21,26.45,29.71,30.36,26.40,58.63,135.92,164.25,169.00,169.82,169.97,0.67,0,0,3.79
38,0.000000,0.000000,0,0.0,0.0,0,20210621,80422,53691,21.33,26.60,29.87,30.53,26.40,58.21,136.75,165.23,170.00,170.82,170.98,0.68,0,0,3.79
39,0.000000,0.000000,0,0.0,0.0,0,20210621,80423,54694,21.47,26.78,30.08,30.74,26.48,58.08,137.63,166.31,171.12,171.95,172.10,0.69,0,0,3.79
40,0.000000,0.000000,0,0.0,0.0,0,20210621,80424,55703,21.68,27.04,30.36,31.03,26.43,58.60,139.00,167.95,172.80,173.63,173.79,0.68,0,0,3.79
41,0.000000,0.000000,0,0.0,0.0,0,20210621,80425,56706,21.91,27.31,30.67,31.34,26.48,59.21,140.42,169.66,174.55,175.40,175.56,0.68,0,0,3.79
42,0.000000,0.000000,0,0.0,0.0,0,20210621,80426,57709,22.11,27.56,30.94,31.61,26.50,59.46,141.78,171.29,176.21,177.06,177.22,0.67,0,0,3.79
43,0.000000,0.000000,0,0.0,0.0,0,20210621,80427,58718,22.29,27.77,31.17,31.85,26.52,60.05,142.96,172.70,177.65,178.51,178.67,0.68,0,0,3.79
44,0.000000,0.000000,0,0.0,0.0,0,20210621,80428,59721,22.43,27.93,31.34,32.02,26.52,60.30,143.90,173.80,178.76,179.62,179.78,0.68,0,0,3.79
45,0.000000,0.000000,0,0.0,0.0,0,20210621,80429,60724,22.50,28.00,31.40,32.08,26.52,60.42,144.36,174.32,179.28,180.14,180.30,0.68,0,0,3.79
46,0.000000,0.000000,0,0.0,0.0,0,20210621,80430,61727,22.61,28.12,31.54,32.22,26.53,60.63,145.09,175.19,180.17,181.03,181.19,0.68,0,0,3.78
47,0.000000,0.000000,0,0.0,0.0,0,20210621,80431,62736,22.70,28.22,31.64,32.32,26.52,60.53,145.69,175.88,180.87,181.73,181.89,0.68,0,0,3.79
48,0.000000,0.000000,0,0.0,0.0,0,20210621,80432,63739,22.80,28.34,31.76,32.45,26.55,60.50,146.37,176.69,181.68,182.55,182.71,0.68,0,0,3.79
49,0.000000,0.000000,0,0.0,0.0,0,20210621,80433,64742,22.86,28.40,31.83,32.52,26.61,60.97,146.74,177.13,182.13,183.00,183.16,0.69,0,0,3.79
50,0.000000,0.000000,0,0.0,0.0,0,20210621,80434,65745,22.89,28.45,31.89,32.58,26.57,61.43,146.90,177.34,182.37,183.23,183.40,0.70,0,0,3.79
51,0.000000,0.000000,0,0.0,0.0,0,20210621,80435,66754,22.94,28.54,32.00,32.70,26.61,61.76,147.20,177.74,182.80,183.67,183.83,0.70,0,0,3.78
52,0.000000,0.000000,0,0.0,0.0,0,20210621,80436,67757,22.99,28.63,32.13,32.83,26.59,62.11,147.45,178.10,183.20,184.08,184.24,0.70,0,0,3.79
53,0.000000,0.000000,0,0.0,0.0,0,20210621,80437,68760,23.05,28.74,32.28,32.98,26.65,62.66,147.77,178.54,183.69,184.58,184.75,0.71,0,0,3.79
54,0.000000,0.000000,0,0.0,0.0,0,20210621,80438,69769,23.10,28.83,32.40,33.12,26.64,63.10,147.99,178.87,184.06,184.96,185.13,0.70,0,0,3.79
55,0.000000,0.000000,0,0.0,0.0,0,20210621,80439,70772,23.21,29.01,32.63,33.35,26.71,63.79,148.64,179.72,184.97,185.88,186.05,0.70,0,0,3.79
56,0.000000,0.000000,0,0.0,0.0,0,20210621,80440,71775,23.24,29.06,32.69,33.41,26.72,65.00,148.78,179.91,185.19,186.10,186.27,0.69,0,0,3.79
57,0.000000,0.000000,0,0.0,0.0,0,20210621,80441,72777,23.25,29.08,32.72,33.45,26.78,66.27,148.80,179.96,185.25,186.17,186.34,0.70,0,0,3.79
58,0.000000,0.000000,0,0.0,0.0,0,20210621,80442,73786,23.25,29.10,32.76,33.49,26.80,67.57,148.76,179.94,185.26,186.17,186.35,0.70,0,0,3.79
59,0.000000,0.000000,0,0.0,0.0,0,20210621,80443,74789,23.15,28.99,32.64,33.37,26.83,68.80,148.07,179.13,184.44,185.35,185.53,0.70,0,0,3.79
60,0.000000,0.000000,0,0.0,0.0,0,20210621,80444,75792,23.09,28.95,32.62,33.35,26.83,69.64,147.65,178.68,184.01,184.93,185.10,0.70,0,0,3.78
61,0.000000,0.000000,0,0.0,0.0,0,20210621,80445,76795,23.05,28.92,32.61,33.35,26.93,70.32,147.27,178.28,183.63,184.56,184.73,0.71,0,0,3.79
62,0.000000,0.000000,0,0.0,0.0,0,20210621,80446,77804,23.04,28.95,32.66,33.40,26.93,71.26,147.19,178.24,183.61,184.54,184.72,0.71,0,0,3.79
63,0.000000,0.000000,0,0.0,0.0,0,20210621,80447,78807,23.01,28.93,32.65,33.40,26.95,72.20,146.94,177.98,183.37,184.30,184.48,0.71,0,0,3.79
64,0.000000,0.000000,0,0.0,0.0,0,20210621,80448,79810,23.09,29.06,32.83,33.58,26.96,72.94,147.30,178.49,183.94,184.89,185.06,0.72,0,0,3.79
65,0.000000,0.000000,0,0.0,0.0,0,20210621,80449,80819,23.04,29.05,32.85,33.61,27.00,73.39,146.88,178.07,183.56,184.51,184.69,0.71,0,0,3.79
66,0.000000,0.000000,0,0.0,0.0,0,20210621,80450,81822,22.97,29.00,32.80,33.57,26.96,73.51,146.39,177.52,183.03,183.98,184.16,0.71,0,0,3.79
67,0.000000,0.000000,0,0.0,0.0,0,20210621,80451,82825,22.87,28.90,32.72,33.48,26.94,72.76,145.64,176.67,182.19,183.15,183.33,0.72,0,0,3.79
68,0.000000,0.000000,0,0.0,0.0,0,20210621,80452,83828,22.77,28.83,32.67,33.44,26.93,71.62,144.88,175.85,181.40,182.37,182.55,0.72,0,0,3.79
69,0.000000,0.000000,0,0.0,0.0,0,20210621,80453,84837,22.66,28.74,32.61,33.38,26.89,70.44,144.10,174.99,180.57,181.54,181.72,0.72,0,0,3.79
70,0.000000,0.000000,0,0.0,0.0,0,20210621,80454,85840,22.53,28.60,32.47,33.25,26.88,68.55,143.17,173.91,179.49,180.46,180.64,0.72,0,0,3.79
71,0.000000,0.000000,0,0.0,0.0,0,20210621,80455,86843,22.40,28.45,32.31,33.08,26.90,66.61,142.27,172.86,178.43,179.39,179.57,0.71,0,0,3.79
72,0.000000,0.000000,0,0.0,0.0,0,20210621,80456,87846,22.35,28.40,32.27,33.04,26.88,65.18,141.93,172.47,178.04,179.00,179.18,0.71,0,0,3.79
73,0.000000,0.000000,0,0.0,0.0,0,20210621,80457,88855,22.34,28.41,32.29,33.06,26.84,63.83,141.81,172.36,177.95,178.92,179.10,0.71,0,0,3.79
74,0.000000,0.000000,0,0.0,0.0,0,20210621,80458,89858,22.30,28.37,32.25,33.03,26.81,62.49,141.53,172.05,177.64,178.61,178.79,0.71,0,0,3.79
75,0.000000,0.000000,0,0.0,0.0,0,20210621,80459,90861,22.28,28.34,32.22,32.99,26.84,61.42,141.40,171.88,177.47,178.43,178.61,0.70,0,0,3.79
76,0.000000,0.000000,0,0.0,0.0,0,20210621,80500,91870,22.33,28.41,32.29,33.06,26.86,60.73,141.79,172.34,177.93,178.90,179.08,0.69,0,0,3.79
77,0.000000,0.000000,0,0.0,0.0,0,20210621,80501,92873,22.39,28.48,32.37,33.14,26.86,60.25,142.11,172.74,178.34,179.31,179.50,0.70,0,0,3.79
78,0.000000,0.000000,0,0.0,0.0,0,20210621,80502,93876,22.51,28.63,32.53,33.31,26.87,60.08,142.92,173.70,179.33,180.31,180.49,0.69,0,0,3.79
79,0.000000,0.000000,0,0.0,0.0,0,20210621,80503,94879,22.62,28.77,32.69,33.47,26.87,59.92,143.63,174.56,180.21,181.19,181.37,0.69,0,0,3.79
80,0.000000,0.000000,0,0.0,0.0,0,20210621,80504,95888,22.71,28.88,32.82,33.60,26.88,59.23,144.20,175.26,180.93,181.92,182.10,0.69,0,0,3.79
81,0.000000,0.000000,0,0.0,0.0,0,20210621,80505,96891,22.82,29.01,32.96,33.75,26.91,58.64,144.93,176.13,181.82,182.81,182.99,0.69,0,0,3.79
82,0.000000,0.000000,0,0.0,0.0,0,20210621,80506,97894,22.90,29.11,33.07,33.87,26.87,58.07,145.40,176.70,182.41,183.40,183.59,0.69,0,0,3.79
83,0.000000,0.000000,0,0.0,0.0,0,20210621,80507,98896,22.98,29.24,33.23,34.03,26.83,57.54,145.89,177.33,183.09,184.09,184.27,0.70,0,0,3.79
84,0.000000,0.000000,0,0.0,0.0,0,20210621,80508,99905,23.05,29.34,33.36,34.16,26.86,57.10,146.32,177.88,183.67,184.67,184.86,0.70,0,0,3.79
85,0.000000,0.000000,0,0.0,0.0,0,20210621,80509,100908,23.15,29.49,33.55,34.36,26.89,57.24,146.89,178.61,184.45,185.46,185.65,0.71,0,0,3.79
86,0.000000,0.000000,0,0.0,0.0,0,20210621,80510,101912,23.25,29.65,33.74,34.56,26.98,58.07,147.46,179.35,185.25,186.27,186.46,0.71,0,0,3.79
87,0.000000,0.000000,0,0.0,0.0,0,20210621,80511,102922,23.35,29.79,33.91,34.73,26.96,59.36,148.05,180.10,186.03,187.06,187.25,0.70,0,0,3.79
88,0.000000,0.000000,0,0.0,0.0,0,20210621,80512,103926,23.40,29.88,34.03,34.86,26.97,60.47,148.31,180.46,186.43,187.47,187.66,0.71,0,0,3.79
89,0.000000,0.000000,0,0.0,0.0,0,20210621,80513,104930,23.52,30.05,34.24,35.08,26.95,60.50,148.98,181.33,187.36,188.41,188.60,0.71,0,0,3.79
90,0.000000,0.000000,0,0.0,0.0,0,20210621,80514,105934,23.63,30.21,34.44,35.28,26.99,60.06,149.63,182.15,188.23,189.29,189.48,0.71,0,0,3.78
91,0.000000,0.000000,0,0.0,0.0,0,20210621,80515,106944,23.67,30.28,34.53,35.38,26.95,59.58,149.83,182.43,188.54,189.60,189.80,0.71,0,0,3.79
92,0.000000,0.000000,0,0.0,0.0,0,20210621,80516,107948,23.59,30.20,34.45,35.30,27.04,59.47,149.32,181.84,187.95,189.01,189.20,0.71,0,0,3.79
93,0.000000,0.000000,0,0.0,0.0,0,20210621,80517,108952,23.49,30.08,34.32,35.17,27.02,59.43,148.64,181.03,187.13,188.19,188.38,0.71,0,0,3.79
94,0.000000,0.000000,0,0.0,0.0,0,20210621,80518,109956,23.50,30.10,34.35,35.20,27.05,59.63,148.71,181.13,187.24,188.30,188.50,0.70,0,0,3.78
95,0.000000,0.000000,0,0.0,0.0,0,20210621,80519,110966,23.49,30.09,34.34,35.19,27.07,60.04,148.62,181.03,187.13,188.19,188.39,0.70,0,0,3.79
96,0.000000,0.000000,0,0.0,0.0,0,20210621,80520,111969,23.47,30.07,34.32,35.17,27.09,60.12,148.50,180.88,186.98,188.04,188.24,0.70,0,0,3.79
97,0.000000,0.000000,0,0.0,0.0,0,20210621,80521,112972,23.42,30.01,34.26,35.11,27.02,59.58,148.19,180.51,186.61,187.67,187.86,0.70,0,0,3.79
98,0.000000,0.000000,0,0.0,0.0,0,20210621,80522,113982,23.42,30.02,34.27,35.12,27.02,58.61,148.14,180.47,186.58,187.64,187.84,0.71,0,0,3.79
99,0.000000,0.000000,0,0.0,0.0,0,20210621,80523,114985,23.47,30.07,34.33,35.18,27.01,57.74,148.43,180.82,186.93,187.99,188.19,0.70,0,0,3.79
100,0.000000,0.000000,0,0.0,0.0,0,20210621,80524,115988,23.41,29.99,34.23,35.07,27.01,56.99,148.12,180.42,186.50,187.56,187.76,0.69,0,0,3.79
101,0.000000,0.000000,0,0.0,0.0,0,20210621,80525,116993,23.31,29.86,34.08,34.92,27.06,56.53,147.50,179.66,185.72,186.77,186.96,0.70,0,0,3.79
102,0.000000,0.000000,0,0.0,0.0,0,20210621,80526,117993,23.26,29.81,34.02,34.86,27.07,56.22,147.15,179.25,185.31,186.36,186.55,0.70,0,0,3.79
103,0.000000,0.000000,0,0.0,0.0,0,20210621,80527,118998,23.24,29.77,33.98,34.82,27.13,56.23,147.00,179.06,185.11,186.16,186.35,0.69,0,0,3.79
104,0.000000,0.000000,0,0.0,0.0,0,20210621,80528,120003,23.19,29.71,33.90,34.74,27.09,56.51,146.75,178.74,184.77,185.82,186.01,0.69,0,0,3.79
105,0.000000,0.000000,0,0.0,0.0,0,20210621,80529,121008,23.21,29.74,33.95,34.79,27.14,56.81,146.85,178.88,184.93,185.98,186.17,0.70,0,0,3.79
106,59.346826,18.066073,1,0.0,43.6,7,20210621,80530,122008,23.27,29.83,34.05,34.89,27.11,56.84,147.21,179.33,185.40,186.45,186.65,0.70,0,0,3.79
107,59.346826,18.066077,1,0.0,43.5,7,20210621,80531,123017,23.31,29.87,34.10,34.94,27.16,56.87,147.48,179.65,185.72,186.78,186.97,0.69,0,0,3.79
108,59.346826,18.066077,6,0.0,43.5,7,20210621,80532,124026,23.31,29.87,34.09,34.94,27.15,57.04,147.45,179.61,185.68,186.74,186.93,0.69,0,0,3.79
109,59.346826,18.066089,1,0.0,43.5,7,20210621,80533,125031,23.24,29.77,33.98,34.82,27.20,57.20,147.03,179.10,185.14,186.19,186.38,0.69,0,0,3.79
110,59.346826,18.066099,1,0.0,44.3,7,20210621,80534,126040,23.19,29.73,33.95,34.79,27.22,57.37,146.68,178.70,184.75,185.81,186.00,0.70,0,0,3.79
111,59.346826,18.066113,1,0.0,45.0,7,20210621,80535,127049,23.12,29.66,33.87,34.71,27.24,57.43,146.21,178.16,184.21,185.26,185.45,0.69,0,0,3.79
112,59.346826,18.066128,1,0.1,45.6,7,20210621,80536,128058,23.01,29.53,33.73,34.57,27.25,57.26,145.50,177.31,183.34,184.39,184.58,0.69,0,0,3.79
113,59.346826,18.066140,1,0.0,46.1,7,20210621,80537,129063,22.91,29.40,33.59,34.42,27.27,56.70,144.86,176.53,182.54,183.59,183.78,0.69,0,0,3.79
114,59.346826,18.066195,1,0.0,46.6,7,20210621,80538,130072,22.82,29.29,33.45,34.29,27.23,56.01,144.27,175.83,181.81,182.85,183.04,0.69,0,0,3.79
115,59.346834,18.066223,1,0.1,46.6,7,20210621,80539,131081,22.84,29.29,33.46,34.29,27.24,55.39,144.37,175.93,181.91,182.95,183.14,0.69,0,0,3.78
116,59.346834,18.066231,1,0.0,46.6,7,20210621,80540,132085,22.77,29.21,33.36,34.19,27.25,54.96,143.97,175.44,181.40,182.44,182.63,0.69,0,0,3.79
117,59.346842,18.066235,1,0.0,46.4,7,20210621,80541,133094,22.73,29.16,33.32,34.15,27.24,54.69,143.68,175.10,181.06,182.10,182.29,0.69,0,0,3.78
118,59.346842,18.066239,1,0.0,46.2,7,20210621,80542,134103,22.68,29.12,33.28,34.11,27.27,54.50,143.33,174.71,180.67,181.71,181.90,0.70,0,0,3.79
119,59.346842,18.066243,1,0.0,46.1,7,20210621,80543,135112,22.59,29.01,33.16,33.99,27.25,54.39,142.75,174.01,179.96,181.00,181.19,0.69,0,0,3.79
120,59.346842,18.066246,1,0.0,46.0,7,20210621,80544,136116,22.46,28.87,33.00,33.83,27.26,54.24,141.91,173.02,178.96,179.99,180.18,0.70,0,0,3.79
121,59.346842,18.066248,1,0.0,45.9,7,20210621,80545,137125,22.32,28.69,32.81,33.63,27.26,54.28,141.00,171.93,177.83,178.86,179.05,0.69,0,0,3.78
122,59.346842,18.066246,1,0.0,45.6,7,20210621,80546,138134,22.18,28.50,32.58,33.40,27.27,54.26,140.10,170.81,176.67,177.69,177.88,0.69,0,0,3.79
123,59.346842,18.066246,1,0.0,45.4,7,20210621,80547,139139,22.02,28.29,32.33,33.14,27.30,54.33,139.16,169.64,175.44,176.45,176.64,0.69,0,0,3.79
124,59.346842,18.066246,1,0.0,45.3,7,20210621,80548,140148,21.92,28.14,32.16,32.96,27.29,54.47,138.55,168.87,174.63,175.63,175.82,0.69,0,0,3.79
125,59.346842,18.066241,1,0.0,45.2,7,20210621,80549,141157,21.78,27.95,31.92,32.72,27.29,54.63,137.70,167.80,173.51,174.51,174.69,0.69,0,0,3.79
126,59.346842,18.066239,1,0.0,45.3,7,20210621,80550,142166,21.75,27.89,31.86,32.65,27.29,54.73,137.52,167.57,173.26,174.25,174.43,0.70,0,0,3.79
127,59.346842,18.066237,1,0.0,45.1,7,20210621,80551,143170,21.74,27.88,31.85,32.64,27.33,55.16,137.43,167.46,173.15,174.14,174.33,0.71,0,0,3.79
128,59.346842,18.066235,1,0.0,45.2,7,20210621,80552,144179,21.79,27.96,31.94,32.74,27.33,55.61,137.76,167.89,173.60,174.59,174.78,0.71,0,0,3.79
129,59.346842,18.066233,1,0.0,45.0,7,20210621,80553,145188,21.88,28.09,32.10,32.90,27.29,55.51,138.28,168.55,174.30,175.31,175.49,0.71,0,0,3.79
130,59.346842,18.066231,1,0.0,44.8,7,20210621,80554,146197,21.95,28.21,32.26,33.07,27.30,55.18,138.69,169.09,174.89,175.90,176.09,0.71,0,0,3.79
131,59.346842,18.066231,1,0.0,44.5,7,0,80556,147201,22.01,28.32,32.39,33.21,27.30,54.76,139.01,169.53,175.37,176.39,176.57,0.71,0,0,3.79
132,59.346842,18.066229,1,0.0,44.3,7,0,80557,148203,22.14,28.50,32.61,33.44,27.31,54.50,139.77,170.50,176.39,177.42,177.61,0.71,0,0,3.78
133,59.346842,18.066227,1,0.0,44.0,7,0,80558,149205,22.24,28.63,32.77,33.60,27.34,54.37,140.39,171.26,177.19,178.22,178.41,0.71,0,0,3.79
134,59.346842,18.066227,1,0.0,43.8,7,0,80559,150213,22.37,28.79,32.95,33.79,27.32,54.41,141.18,172.23,178.19,179.23,179.42,0.70,0,0,3.79
135,59.346842,18.066225,1,0.0,43.6,7,0,80600,151215,22.53,29.00,33.19,34.02,27.34,54.59,142.21,173.47,179.48,180.52,180.71,0.70,0,0,3.79
136,59.346842,18.066225,1,0.0,43.5,8,0,80601,152217,22.68,29.19,33.40,34.24,27.36,54.68,143.16,174.62,180.66,181.71,181.91,0.70,0,0,3.79
137,59.346842,18.066223,1,0.0,43.7,8,0,80602,153218,22.78,29.33,33.56,34.41,27.40,54.78,143.82,175.43,181.50,182.56,182.75,0.71,0,0,3.78
138,59.346842,18.066223,1,0.0,44.2,8,0,80603,154226,22.85,29.41,33.65,34.50,27.39,55.09,144.26,175.96,182.04,183.10,183.29,0.71,0,0,3.79
139,59.346842,18.066223,1,0.0,44.6,8,0,80604,155228,22.93,29.49,33.73,34.58,27.45,55.27,144.77,176.56,182.64,183.70,183.90,0.70,0,0,3.79
140,59.346842,18.066223,1,0.0,44.9,8,0,80605,156230,22.95,29.49,33.72,34.57,27.37,55.17,144.93,176.71,182.78,183.84,184.03,0.70,0,0,3.79
141,59.346842,18.066221,1,0.0,45.0,8,0,80606,157232,22.97,29.52,33.74,34.59,27.38,54.90,145.14,176.95,183.01,184.07,184.26,0.71,0,0,3.79
142,59.346842,18.066221,1,0.0,45.2,8,0,80607,158240,22.96,29.49,33.71,34.55,27.42,54.55,145.08,176.87,182.92,183.97,184.17,0.71,0,0,3.79
143,59.346842,18.066221,1,0.0,45.8,8,0,80608,159242,22.90,29.43,33.65,34.49,27.39,54.29,144.69,176.41,182.46,183.51,183.70,0.73,0,0,3.79
144,59.346842,18.066219,1,0.0,45.8,8,0,80609,160244,22.96,29.53,33.77,34.62,27.36,53.96,145.02,176.84,182.93,183.98,184.18,0.72,0,0,3.79
145,59.346842,18.066219,1,0.0,45.8,8,0,80610,161252,23.02,29.62,33.90,34.76,27.39,53.70,145.30,177.23,183.36,184.43,184.63,0.73,0,0,3.79
146,59.346842,18.066217,1,0.0,45.8,8,0,80611,162254,23.05,29.71,34.02,34.88,27.42,53.79,145.43,177.47,183.65,184.72,184.92,0.73,0,0,3.79
147,59.346842,18.066217,1,0.0,45.6,8,0,80612,163256,23.09,29.78,34.12,34.99,27.41,53.77,145.58,177.70,183.92,185.00,185.20,0.73,0,0,3.79
148,59.346842,18.066215,1,0.0,45.5,8,0,80613,164258,23.13,29.87,34.24,35.12,27.41,53.58,145.76,177.98,184.24,185.34,185.54,0.73,0,0,3.79
149,59.346842,18.066213,1,0.0,45.2,8,0,80614,165266,23.17,29.97,34.39,35.28,27.41,53.47,145.90,178.25,184.58,185.68,185.88,0.74,0,0,3.79
150,59.346842,18.066213,1,0.0,45.1,8,0,80615,166268,23.18,30.03,34.49,35.39,27.36,53.32,145.83,178.24,184.63,185.74,185.94,0.74,0,0,3.78
151,59.346842,18.066211,1,0.0,44.9,8,0,80616,167270,23.17,30.08,34.59,35.49,27.39,53.20,145.66,178.15,184.59,185.71,185.92,0.74,0,0,3.79
