[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.09.28]
[File start time: 10:06:19]

Time	Number	Size	LDSA	Filter	Diff	
4,5	2578	60,4	8,88	7,58	2,98
14,5	2941	57	9,5	7,97	3,33
24,5	2802	56,9	9,04	7,58	3,17
34,5	2968	55,1	9,23	7,65	3,32
44,5	2870	56,5	9,18	7,68	3,24
54,5	2723	56,9	8,77	7,35	3,08
64,5	2838	56	8,99	7,5	3,19
74,5	3518	48,9	9,58	7,62	3,78
84,5	2868	56,3	9,14	7,64	3,23
94,5	3136	52,9	9,32	7,62	3,46
104,5	2992	53,5	9,01	7,4	3,32
114,5	2808	56,8	9,03	7,57	3,18
124,5	3177	54,5	9,76	8,07	3,54
134,5	3538	53,7	10,69	8,79	3,92
144,5	3320	56,7	10,66	8,93	3,75
154,5	2336	63,2	8,46	7,32	2,74
164,5	1448	73,8	6,23	5,61	1,8
174,5	1440	71,7	6	5,36	1,77
184,5	1282	76,5	5,74	5,21	1,62
194,5	1278	82,9	6,25	5,77	1,67
204,5	1967	56,4	6,28	5,25	2,22
214,5	1306	75,4	5,76	5,21	1,64
224,5	1370	71,4	5,68	5,08	1,68
234,5	1401	69,9	5,67	5,04	1,71
244,5	2227	61,8	7,87	6,77	2,59
254,5	2378	60,2	8,16	6,96	2,74
264,5	2171	63,9	7,96	6,91	2,56
274,5	2375	61,1	8,29	7,11	2,76
284,5	2397	62,4	8,56	7,38	2,8
294,5	2334	61,7	8,23	7,08	2,72
304,5	2319	61,9	8,2	7,06	2,7
314,5	2281	66	8,67	7,59	2,72
324,5	2371	62,5	8,48	7,32	2,77
334,5	2216	65,1	8,29	7,24	2,63
344,5	2153	65,8	8,15	7,13	2,56
354,5	2316	63,3	8,4	7,28	2,72
364,5	2407	61,6	8,48	7,28	2,8
374,5	3114	52,5	9,18	7,49	3,43
384,5	2345	62	8,32	7,16	2,73
394,5	2672	59	8,96	7,6	3,06
404,5	2669	59,4	9,03	7,67	3,07
414,5	2504	61,5	8,8	7,56	2,91
424,5	2303	61,3	8,06	6,92	2,67
434,5	2366	60,5	8,16	6,97	2,73
444,5	2230	62,8	8,01	6,92	2,61
454,5	2487	57,8	8,16	6,88	2,83
464,5	2236	61,9	7,91	6,8	2,61
474,5	2253	61,7	7,94	6,82	2,62
484,5	2430	59,2	8,19	6,95	2,79
494,5	2292	63,5	8,35	7,24	2,7
504,5	1938	65,9	7,35	6,43	2,31
514,5	545	94,7	3,1	2,92	0,76
524,5	1472	65	5,5	4,8	1,75
534,5	771	77,3	3,49	3,18	0,98
544,5	730	72	3,06	2,74	0,9
554,5	507	98,9	3,02	2,88	0,72
564,5	494	98,8	2,94	2,79	0,7
574,5	425	98,6	2,52	2,4	0,61
584,5	569	75,7	2,52	2,28	0,72
594,5	395	102,1	2,44	2,33	0,57
604,5	487	86	2,49	2,31	0,65
614,5	1295	57,6	4,23	3,56	1,47
624,5	2100	57,8	6,89	5,81	2,39
634,5	1931	58,2	6,38	5,39	2,2
644,5	2061	55,9	6,51	5,43	2,32
654,5	1999	57,1	6,47	5,44	2,27
664,5	2146	54,9	6,65	5,51	2,4
674,5	2276	51,9	6,62	5,38	2,5
684,5	2368	51	6,76	5,46	2,58
694,5	2130	55,3	6,65	5,53	2,39
704,5	2299	52,5	6,77	5,53	2,53
714,5	2580	49,3	7,1	5,66	2,78
724,5	2061	55,2	6,43	5,34	2,31
734,5	2264	52,5	6,68	5,46	2,49
744,5	2502	49,3	6,88	5,49	2,7
754,5	2459	49,7	6,82	5,45	2,66
764,5	1937	56,3	6,17	5,16	2,18
774,5	2154	53,1	6,43	5,27	2,38
784,5	2110	54,8	6,52	5,4	2,36
794,5	1982	56,7	6,36	5,33	2,24
804,5	1965	55,2	6,12	5,08	2,2
814,5	1356	68,6	5,38	4,76	1,64
824,5	962	76,9	4,34	3,94	1,22
834,5	912	80,6	4,32	3,97	1,18
844,5	817	85,4	4,14	3,84	1,09
854,5	721	93,6	4,04	3,81	1
864,5	808	81,5	3,88	3,57	1,05
874,5	601	104	3,79	3,63	0,88
884,5	711	88,3	3,73	3,48	0,96
894,5	734	90,5	3,96	3,71	1
904,5	702	89,9	3,77	3,53	0,96
914,5	864	78	3,95	3,6	1,1
924,5	1828	52,2	5,36	4,36	2,01
934,5	2448	46,2	6,26	4,87	2,58
944,5	1844	54,3	5,64	4,66	2,05
954,5	1727	56,5	5,52	4,62	1,95
964,5	1882	53,6	5,67	4,67	2,09
974,5	1770	57	5,72	4,8	2,01
984,5	1787	55,9	5,65	4,72	2,01
994,5	1728	59,3	5,83	4,95	1,98
1004,5	1780	57,3	5,79	4,87	2,02
1014,5	1900	54,7	5,86	4,85	2,12
1024,5	1900	54,6	5,85	4,84	2,12
1034,5	1853	55,8	5,84	4,87	2,08
1044,5	2043	51,6	5,9	4,79	2,24
1054,5	2065	51,4	5,94	4,81	2,26
1064,5	2058	52,2	6,03	4,91	2,26
1074,5	1785	56,1	5,66	4,73	2,01
1084,5	1697	57,5	5,53	4,66	1,93
1094,5	1795	56,2	5,71	4,77	2,02
1104,5	923	79,8	4,33	3,97	1,19
1114,5	625	86,3	3,2	2,98	0,83
1124,5	585	84,2	2,91	2,7	0,77
1134,5	425	100,6	2,58	2,46	0,61
1144,5	598	73,7	2,57	2,32	0,75
1154,5	587	82,5	2,86	2,64	0,77
1164,5	485	93,6	2,72	2,56	0,67
1174,5	741	70,7	3,04	2,71	0,91
1184,5	2174	50,2	6,1	4,9	2,36
1194,5	2790	47,6	7,38	5,81	2,97
1204,5	2454	49,4	6,76	5,39	2,65
1214,5	2211	53,2	6,61	5,42	2,45
1224,5	2744	58,2	9,07	7,66	3,13
1234,5	2615	66,2	9,97	8,74	3,12
1244,5	1837	58	6,05	5,11	2,09
1254,5	1845	56	5,84	4,87	2,08
1264,5	1931	56,3	6,15	5,14	2,18
1274,5	13413	63,4	48,75	42,09	15,74
1284,5	2207	110,4	14,85	14,33	3,34
1294,5	7139	68,8	28,39	25,08	8,64
1304,5	1170	108	7,68	7,39	1,75
1314,5	2909	51,7	8,42	6,83	3,19
1324,5	2660	52,7	7,87	6,43	2,93
1334,5	5818	34,7	10,82	7,35	5,52
1344,5	5980	39,2	12,73	9,2	5,95
1354,5	9418	33,7	16,98	11,36	8,83
1364,5	8641	39,2	18,39	13,28	8,59
1374,5	4078	54,1	12,43	10,25	4,53
1384,5	2657	51,1	7,6	6,15	2,9
1394,5	5945	38,1	12,27	8,74	5,85
1404,5	11969	34,9	22,41	15,27	11,38
1414,5	6177	49,5	17,04	13,6	6,66
1424,5	2933	47,9	7,8	6,15	3,13
1434,5	2991	46,1	7,63	5,93	3,15
1444,5	3016	46,8	7,83	6,12	3,2
1454,5	2878	49,3	7,9	6,3	3,1
1464,5	521	107,6	3,41	3,28	0,78
1474,5	713	79,7	3,34	3,06	0,92
1484,5	703	79,5	3,29	3,01	0,9
1494,5	855	66,9	3,3	2,9	1,03
1504,5	605	85,8	3,08	2,86	0,81
1514,5	620	81,4	2,98	2,74	0,81
1524,5	525	99,9	3,16	3,01	0,75
1534,5	575	81	2,74	2,52	0,75
1544,5	465	96,3	2,69	2,55	0,66
1554,5	563	79,8	2,64	2,42	0,73
1564,5	559	80,8	2,66	2,44	0,72
1574,5	542	86,1	2,77	2,57	0,72
1584,5	985	64,4	3,64	3,17	1,16
1594,5	2351	50	6,57	5,26	2,55
1604,5	2033	56	6,44	5,37	2,29
1614,5	1981	58,1	6,54	5,52	2,26
1624,5	2096	53	6,24	5,11	2,32
1634,5	2074	52,6	6,12	5	2,29
1644,5	3361	41,7	7,67	5,7	3,42
1654,5	2753	46,2	7,05	5,48	2,9
1664,5	2958	44,2	7,21	5,5	3,07
1674,5	3329	40,9	7,44	5,49	3,37
1684,5	3152	41,8	7,21	5,37	3,21
1694,5	2312	50,4	6,51	5,23	2,51
1704,5	2095	53,4	6,29	5,17	2,32
1714,5	1597	59,4	5,4	4,59	1,83
1724,5	1227	65,4	4,62	4,04	1,46
1734,5	1809	57,8	5,93	5	2,06
1744,5	2257	51,4	6,49	5,26	2,47
1754,5	1697	60,3	5,83	4,98	1,96
1764,5	1818	56,5	5,81	4,86	2,05
1774,5	1710	58,4	5,67	4,79	1,95
1784,5	2842	48,4	7,65	6,06	3,05
1794,5	10033	47	26,14	20,43	10,63
1804,5	8269	52,8	24,53	20,04	9,12
1814,5	2515	56	7,96	6,64	2,83
1824,5	2821	47,9	7,52	5,93	3,01
1834,5	2903	46,5	7,48	5,83	3,07
1844,5	3238	43,2	7,69	5,81	3,34
1854,5	2665	49,1	7,29	5,8	2,87
1864,5	2275	52,1	6,65	5,41	2,5
1874,5	2198	53,3	6,59	5,41	2,43
1884,5	2221	53,2	6,64	5,45	2,46
1894,5	2137	52,6	6,31	5,16	2,35
1904,5	3020	43,7	7,25	5,51	3,12
1914,5	4569	36,2	8,92	6,2	4,41
1924,5	5323	34,7	9,92	6,75	5,05
1934,5	4691	36,6	9,25	6,46	4,55
1944,5	834	74,5	3,63	3,27	1,04
1954,5	1279	56,9	4,12	3,46	1,45
1964,5	1867	48,6	5,06	4,01	2
1974,5	3425	39,3	7,31	5,29	3,41
1984,5	2093	48,9	5,7	4,54	2,25
1994,5	1820	48,9	4,95	3,94	1,96
2004,5	5074	35,8	9,78	6,76	4,88
2014,5	4619	36,5	9,1	6,35	4,47
2024,5	3818	39,2	8,14	5,89	3,8
2034,5	3265	43,1	7,72	5,83	3,36
2044,5	2993	45,1	7,46	5,74	3,13
2054,5	3127	43,3	7,44	5,63	3,23
2064,5	3009	44,5	7,38	5,65	3,13
2074,5	2972	44,5	7,29	5,58	3,1
2084,5	2873	45,5	7,23	5,59	3,02
2094,5	2765	45,9	7,03	5,45	2,91
2104,5	3012	43,2	7,14	5,4	3,1
2114,5	2918	44,8	7,21	5,53	3,05
2124,5	2804	45,9	7,12	5,52	2,95
2134,5	2967	44,5	7,27	5,56	3,09
2144,5	2765	46,2	7,07	5,5	2,92
2154,5	2740	46,6	7,08	5,52	2,9
2164,5	2519	49,4	6,94	5,54	2,72
2174,5	2428	49,7	6,74	5,4	2,63
2184,5	2652	47,3	6,97	5,47	2,82
2194,5	2485	49,8	6,91	5,53	2,69
2204,5	2399	50,4	6,76	5,44	2,61
2214,5	2482	49,3	6,81	5,43	2,68
2224,5	2673	47,7	7,08	5,58	2,85
2234,5	2695	47,9	7,17	5,65	2,88
2244,5	2744	47,4	7,23	5,68	2,92
2254,5	422	103,6	2,65	2,53	0,62
2264,5	595	62,4	2,13	1,84	0,7
2274,5	504	71	2,08	1,85	0,62
2284,5	332	0	1,91	1,81	0,47
2294,5	327	0	1,82	1,71	0,45
2304,5	418	80,7	1,99	1,82	0,54
2314,5	364	0	1,83	1,69	0,48
2324,5	433	78,3	1,99	1,82	0,55
2334,5	444	76,7	1,99	1,81	0,56
2344,5	328	0	1,82	1,71	0,45
2354,5	351	0	1,85	1,73	0,47
2364,5	346	0	1,85	1,73	0,47
2374,5	376	0	1,9	1,76	0,5
2384,5	2262	44	5,48	4,18	2,35
2394,5	2304	55,3	7,2	5,99	2,58
2404,5	2093	53,9	6,36	5,24	2,33
2414,5	2392	50,4	6,73	5,42	2,6
2424,5	3581	46,6	9,25	7,22	3,79
2434,5	11148	58,1	36,8	31	12,69
2444,5	2454	65,4	9,22	8,06	2,92
2454,5	2291	52,6	6,77	5,53	2,53
2464,5	2398	49,9	6,69	5,36	2,6
2474,5	2338	50,2	6,56	5,27	2,54
2484,5	2524	47,9	6,71	5,29	2,69
2494,5	3137	43,5	7,51	5,7	3,24
2504,5	2349	49,4	6,47	5,16	2,53
2514,5	4312	56	13,64	11,37	4,85
2524,5	4482	46,9	11,66	9,11	4,75
2534,5	3703	51,1	10,59	8,55	4,04
2544,5	2870	58,4	9,51	8,04	3,28
2554,5	2365	57,4	7,69	6,47	2,68
2564,5	2058	60,9	7,16	6,13	2,38
2574,5	2222	55,7	7	5,83	2,5
2584,5	1770	62,5	6,33	5,46	2,07
2594,5	1784	61,8	6,3	5,42	2,08
2604,5	1885	59,3	6,37	5,41	2,16
2614,5	1846	63,4	6,71	5,81	2,17
2624,5	1860	56,9	5,99	5,03	2,11
2634,5	1989	54,1	6,07	5,01	2,21
2644,5	1996	56,8	6,42	5,38	2,26
2654,5	1932	55,3	6,03	5,01	2,16
2664,5	1961	55,4	6,13	5,1	2,2
2674,5	1975	55,2	6,16	5,12	2,21
2684,5	1994	54,3	6,1	5,04	2,22
2694,5	1998	54,1	6,08	5,02	2,22
2704,5	1937	56,7	6,21	5,2	2,19
2714,5	1895	56	5,99	5	2,13
2724,5	1880	55,9	5,95	4,96	2,12
2734,5	2045	53,2	6,12	5,02	2,26
2744,5	2097	52,5	6,18	5,04	2,31
2754,5	2115	55,4	6,62	5,5	2,37
2764,5	1884	56,9	6,07	5,09	2,13
2774,5	1974	55,3	6,16	5,12	2,21
2784,5	1904	56,6	6,1	5,11	2,15
2794,5	1937	55,3	6,05	5,03	2,17
2804,5	2005	55,9	6,33	5,28	2,26
2814,5	2245	52,7	6,65	5,44	2,48
2824,5	2517	50	7,03	5,63	2,73
2834,5	2695	46,6	6,96	5,43	2,85
2844,5	1543	53,4	4,63	3,81	1,71
2854,5	1855	50,9	5,29	4,27	2,02
2864,5	2092	45,9	5,31	4,11	2,2
2874,5	1571	55,1	4,89	4,05	1,76
2884,5	1478	56,1	4,69	3,92	1,66
2894,5	1302	56,4	4,15	3,47	1,47
2904,5	1272	59,4	4,3	3,66	1,46
2914,5	1134	60,2	3,89	3,32	1,31
2924,5	1156	57,9	3,8	3,21	1,32
2934,5	1046	61,8	3,69	3,18	1,22
2944,5	1220	58	4,02	3,39	1,39
2954,5	2632	51,1	7,53	6,08	2,87
2964,5	1827	66,1	6,95	6,09	2,18
2974,5	1989	60,2	6,83	5,83	2,3
2984,5	2238	57,7	7,33	6,17	2,55
2994,5	2228	59,3	7,52	6,39	2,56
3004,5	2176	58,4	7,22	6,11	2,48
3014,5	2274	56,1	7,21	6,02	2,56
3024,5	2165	58,2	7,15	6,04	2,47
3034,5	2331	53,1	6,95	5,7	2,58
3044,5	2598	50,5	7,33	5,9	2,82
