[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.09.28]
[File start time: 07:04:46]

Time	Number	Size	LDSA	Filter	Diff	
4,5	2059	46,7	5,33	4,16	2,18
14,5	1586	56	5,02	4,19	1,78
24,5	1450	57,5	4,73	3,98	1,65
34,5	1442	56,6	4,62	3,87	1,63
44,5	1472	55,4	4,61	3,83	1,65
54,5	1440	56,8	4,64	3,89	1,63
64,5	1300	54,8	4,02	3,33	1,45
74,5	754	63	2,72	2,36	0,88
84,5	768	65,1	2,88	2,51	0,91
94,5	568	73,5	2,43	2,19	0,71
104,5	702	65,6	2,65	2,32	0,84
114,5	628	68,9	2,51	2,22	0,76
124,5	623	67,9	2,45	2,16	0,75
134,5	600	68,3	2,37	2,1	0,73
144,5	615	67,6	2,4	2,12	0,74
154,5	602	72,7	2,55	2,29	0,75
164,5	1098	61,1	3,83	3,28	1,27
174,5	1400	54,5	4,31	3,56	1,56
184,5	1328	56,9	4,28	3,59	1,5
194,5	1165	63	4,2	3,64	1,37
204,5	1111	65,4	4,18	3,65	1,32
214,5	1013	70,7	4,16	3,71	1,24
224,5	1097	64,3	4,05	3,52	1,3
234,5	1151	62	4,08	3,52	1,34
244,5	1157	61,9	4,09	3,52	1,35
254,5	1284	57	4,15	3,48	1,45
264,5	1265	60,3	4,35	3,72	1,46
274,5	882	71,8	3,68	3,29	1,09
284,5	947	63,6	3,45	3	1,12
294,5	731	73,3	3,12	2,8	0,91
304,5	887	65,7	3,36	2,94	1,06
314,5	741	68,9	2,96	2,62	0,9
324,5	1247	48,2	3,34	2,64	1,33
334,5	721	71,4	2,99	2,67	0,89
344,5	725	73,1	3,09	2,78	0,9
354,5	669	75,1	2,94	2,65	0,84
364,5	578	79,5	2,7	2,47	0,74
374,5	811	63,2	2,93	2,54	0,95
384,5	437	95,3	2,5	2,36	0,61
394,5	1165	55,7	3,67	3,06	1,31
404,5	1976	45,8	5,01	3,88	2,08
414,5	1839	48,9	5,01	3,98	1,98
424,5	1690	51,4	4,87	3,94	1,85
434,5	1744	51,1	4,99	4,03	1,9
444,5	1686	51,8	4,9	3,98	1,85
454,5	1729	50,7	4,91	3,96	1,88
464,5	1768	51,3	5,08	4,12	1,93
474,5	1989	45,8	5,04	3,91	2,09
484,5	1877	47,8	4,99	3,93	2
494,5	1905	48,2	5,11	4,04	2,04
504,5	1826	49,6	5,05	4,04	1,97
514,5	1897	48,5	5,13	4,06	2,04
524,5	1924	48,2	5,16	4,08	2,06
534,5	1937	48,1	5,18	4,09	2,07
544,5	2592	41,3	5,85	4,33	2,63
554,5	2293	44,7	5,65	4,33	2,39
564,5	2277	45	5,66	4,35	2,38
574,5	2379	44,7	5,86	4,49	2,48
584,5	2341	43,7	5,64	4,28	2,42
594,5	1557	52,9	4,63	3,79	1,72
604,5	899	64	3,3	2,87	1,06
614,5	743	69,5	2,99	2,66	0,9
624,5	659	77,5	2,99	2,72	0,84
634,5	607	80,4	2,87	2,63	0,78
644,5	658	74,5	2,86	2,58	0,82
654,5	718	72,9	3,05	2,74	0,89
664,5	614	80,4	2,91	2,67	0,79
674,5	669	75,1	2,94	2,65	0,84
684,5	595	77,5	2,7	2,46	0,76
694,5	904	62,5	3,23	2,79	1,06
704,5	1929	48,6	5,22	4,14	2,07
714,5	1718	53,3	5,15	4,22	1,9
724,5	1766	51,7	5,11	4,15	1,93
734,5	1772	52	5,17	4,21	1,95
744,5	1756	52,4	5,17	4,22	1,93
754,5	1902	49,4	5,24	4,19	2,05
764,5	1968	48,9	5,36	4,27	2,12
