,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,1474.5,4630,"42,4","10,76","8,06","4,74",2021-09-27 07:29:03,Gamla Stan,2021-09-27,DiSC,20210927-1
1,1484.5,4285,"43,4","10,21","7,73","4,42",2021-09-27 07:29:13,Gamla Stan,2021-09-27,DiSC,20210927-1
2,1494.5,4399,"43,8","10,61","8,07","4,56",2021-09-27 07:29:23,Gamla Stan,2021-09-27,DiSC,20210927-1
3,1504.5,4321,"43,8","10,4","7,9","4,47",2021-09-27 07:29:33,Gamla Stan,2021-09-27,DiSC,20210927-1
4,1514.5,4426,"43,9","10,7","8,14","4,59",2021-09-27 07:29:43,Gamla Stan,2021-09-27,DiSC,20210927-1
5,1524.5,4693,45,"11,66","8,96","4,91",2021-09-27 07:29:53,Gamla Stan,2021-09-27,DiSC,20210927-1
6,444.5,7649,"30,9","12,51","7,98","6,91",2021-09-27 07:11:53,Gullmarsplan,2021-09-27,DiSC,20210927-1
7,454.5,7880,"32,4","13,59","8,9","7,27",2021-09-27 07:12:03,Gullmarsplan,2021-09-27,DiSC,20210927-1
8,464.5,8105,"31,7","13,65","8,84","7,41",2021-09-27 07:12:13,Gullmarsplan,2021-09-27,DiSC,20210927-1
9,474.5,8450,"31,1","13,91","8,9","7,65",2021-09-27 07:12:23,Gullmarsplan,2021-09-27,DiSC,20210927-1
10,484.5,8550,"30,5","13,8","8,73","7,68",2021-09-27 07:12:33,Gullmarsplan,2021-09-27,DiSC,20210927-1
11,2014.5,2441,"58,4","8,1","6,85","2,79",2021-09-27 07:38:03,Hötorget,2021-09-27,DiSC,20210927-1
12,2024.5,2413,"58,2","7,98","6,74","2,75",2021-09-27 07:38:13,Hötorget,2021-09-27,DiSC,20210927-1
13,2034.5,2421,"58,2",8,"6,76","2,76",2021-09-27 07:38:23,Hötorget,2021-09-27,DiSC,20210927-1
14,2044.5,2562,"56,1","8,12","6,78","2,88",2021-09-27 07:38:33,Hötorget,2021-09-27,DiSC,20210927-1
15,2054.5,2523,"57,8","8,28","6,98","2,87",2021-09-27 07:38:43,Hötorget,2021-09-27,DiSC,20210927-1
16,2064.5,2643,"56,4","8,44","7,06","2,98",2021-09-27 07:38:53,Hötorget,2021-09-27,DiSC,20210927-1
17,2074.5,2680,"55,1","8,33","6,91",3,2021-09-27 07:39:03,Hötorget,2021-09-27,DiSC,20210927-1
18,2084.5,2762,"55,8","8,71","7,25","3,1",2021-09-27 07:39:13,Hötorget,2021-09-27,DiSC,20210927-1
19,2094.5,4073,"42,7","9,54","7,17","4,18",2021-09-27 07:39:23,Hötorget,2021-09-27,DiSC,20210927-1
20,2104.5,2570,"57,4","8,36","7,03","2,92",2021-09-27 07:39:33,Hötorget,2021-09-27,DiSC,20210927-1
21,944.5,4742,"56,9","15,3","12,83","5,37",2021-09-27 07:20:13,Medborgarplatsen,2021-09-27,DiSC,20210927-1
22,954.5,4933,"55,1","15,35","12,74","5,52",2021-09-27 07:20:23,Medborgarplatsen,2021-09-27,DiSC,20210927-1
23,964.5,4630,"57,4","15,06","12,65","5,25",2021-09-27 07:20:33,Medborgarplatsen,2021-09-27,DiSC,20210927-1
24,974.5,4620,"57,7","15,11","12,72","5,25",2021-09-27 07:20:43,Medborgarplatsen,2021-09-27,DiSC,20210927-1
25,984.5,5134,"56,7","16,47","13,79","5,8",2021-09-27 07:20:53,Medborgarplatsen,2021-09-27,DiSC,20210927-1
26,994.5,4974,"57,3","16,15","13,56","5,64",2021-09-27 07:21:03,Medborgarplatsen,2021-09-27,DiSC,20210927-1
27,1004.5,4962,"56,3","15,8","13,2","5,59",2021-09-27 07:21:13,Medborgarplatsen,2021-09-27,DiSC,20210927-1
28,1014.5,4644,58,"15,29","12,89","5,29",2021-09-27 07:21:23,Medborgarplatsen,2021-09-27,DiSC,20210927-1
29,1024.5,4523,"58,2","14,95","12,63","5,16",2021-09-27 07:21:33,Medborgarplatsen,2021-09-27,DiSC,20210927-1
30,1034.5,4745,"55,4","14,86","12,35","5,32",2021-09-27 07:21:43,Medborgarplatsen,2021-09-27,DiSC,20210927-1
31,1044.5,4643,"56,1","14,74","12,3","5,23",2021-09-27 07:21:53,Medborgarplatsen,2021-09-27,DiSC,20210927-1
32,1054.5,4671,"56,5","14,93","12,48","5,27",2021-09-27 07:22:03,Medborgarplatsen,2021-09-27,DiSC,20210927-1
33,1064.5,4662,57,"15,06","12,64","5,28",2021-09-27 07:22:13,Medborgarplatsen,2021-09-27,DiSC,20210927-1
34,1074.5,4719,"56,3","15,04","12,57","5,32",2021-09-27 07:22:23,Medborgarplatsen,2021-09-27,DiSC,20210927-1
35,1084.5,4679,"56,4","14,94","12,49","5,28",2021-09-27 07:22:33,Medborgarplatsen,2021-09-27,DiSC,20210927-1
36,1094.5,4864,"55,2","15,15","12,58","5,45",2021-09-27 07:22:43,Medborgarplatsen,2021-09-27,DiSC,20210927-1
37,1104.5,4908,"57,9","16,12","13,59","5,58",2021-09-27 07:22:53,Medborgarplatsen,2021-09-27,DiSC,20210927-1
38,2764.5,3938,"53,1","11,76","9,64","4,35",2021-09-27 07:50:33,Odenplan,2021-09-27,DiSC,20210927-1
39,2774.5,3865,"52,7","11,44","9,35","4,26",2021-09-27 07:50:43,Odenplan,2021-09-27,DiSC,20210927-1
40,2784.5,4045,"52,1","11,83","9,62","4,44",2021-09-27 07:50:53,Odenplan,2021-09-27,DiSC,20210927-1
41,2794.5,3884,"53,1","11,59","9,49","4,29",2021-09-27 07:51:03,Odenplan,2021-09-27,DiSC,20210927-1
42,2804.5,4138,"50,8","11,75","9,47","4,5",2021-09-27 07:51:13,Odenplan,2021-09-27,DiSC,20210927-1
43,2814.5,4203,"50,6","11,89","9,58","4,57",2021-09-27 07:51:23,Odenplan,2021-09-27,DiSC,20210927-1
44,2824.5,4532,49,"12,36","9,83","4,87",2021-09-27 07:51:33,Odenplan,2021-09-27,DiSC,20210927-1
45,2834.5,4617,"49,7","12,79","10,23","4,99",2021-09-27 07:51:43,Odenplan,2021-09-27,DiSC,20210927-1
46,2844.5,4580,"49,8","12,74","10,2","4,95",2021-09-27 07:51:53,Odenplan,2021-09-27,DiSC,20210927-1
47,2854.5,4037,"53,1","12,06","9,88","4,46",2021-09-27 07:52:03,Odenplan,2021-09-27,DiSC,20210927-1
48,2864.5,4054,"51,5","11,69","9,47","4,43",2021-09-27 07:52:13,Odenplan,2021-09-27,DiSC,20210927-1
49,2874.5,4261,"50,8","12,1","9,75","4,64",2021-09-27 07:52:23,Odenplan,2021-09-27,DiSC,20210927-1
50,2884.5,4197,"53,8","12,71","10,45","4,66",2021-09-27 07:52:33,Odenplan,2021-09-27,DiSC,20210927-1
51,2894.5,4104,"52,5","12,09","9,86","4,52",2021-09-27 07:52:43,Odenplan,2021-09-27,DiSC,20210927-1
52,2904.5,3974,"51,7","11,52","9,35","4,35",2021-09-27 07:52:53,Odenplan,2021-09-27,DiSC,20210927-1
53,2914.5,4118,50,"11,49","9,2","4,46",2021-09-27 07:53:03,Odenplan,2021-09-27,DiSC,20210927-1
54,2924.5,4315,"49,5","11,9","9,5","4,66",2021-09-27 07:53:13,Odenplan,2021-09-27,DiSC,20210927-1
55,2934.5,4360,"49,4","12,02","9,59","4,7",2021-09-27 07:53:23,Odenplan,2021-09-27,DiSC,20210927-1
56,2944.5,5069,"47,7","13,45","10,59","5,41",2021-09-27 07:53:33,Odenplan,2021-09-27,DiSC,20210927-1
57,2954.5,5230,"48,9","14,23","11,31","5,62",2021-09-27 07:53:43,Odenplan,2021-09-27,DiSC,20210927-1
58,2964.5,5305,"48,5","14,32","11,34","5,69",2021-09-27 07:53:53,Odenplan,2021-09-27,DiSC,20210927-1
59,2974.5,5286,"47,4","13,89","10,9","5,62",2021-09-27 07:54:03,Odenplan,2021-09-27,DiSC,20210927-1
60,2984.5,5112,"48,9","13,92","11,06","5,49",2021-09-27 07:54:13,Odenplan,2021-09-27,DiSC,20210927-1
61,2994.5,5450,"47,1","14,24","11,16","5,79",2021-09-27 07:54:23,Odenplan,2021-09-27,DiSC,20210927-1
62,3004.5,5445,"47,3","14,31","11,23","5,79",2021-09-27 07:54:33,Odenplan,2021-09-27,DiSC,20210927-1
63,3014.5,5203,"48,2","13,95","11,03","5,57",2021-09-27 07:54:43,Odenplan,2021-09-27,DiSC,20210927-1
64,3024.5,5087,"48,4","13,71","10,85","5,45",2021-09-27 07:54:53,Odenplan,2021-09-27,DiSC,20210927-1
65,3034.5,5194,"47,6","13,73","10,8","5,53",2021-09-27 07:55:03,Odenplan,2021-09-27,DiSC,20210927-1
66,3044.5,5275,"46,6","13,61","10,61","5,58",2021-09-27 07:55:13,Odenplan,2021-09-27,DiSC,20210927-1
67,3054.5,4599,"48,8","12,5","9,93","4,94",2021-09-27 07:55:23,Odenplan,2021-09-27,DiSC,20210927-1
68,3064.5,4572,"49,4","12,59","10,05","4,93",2021-09-27 07:55:33,Odenplan,2021-09-27,DiSC,20210927-1
