[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.09.23]
[File start time: 15:23:04]

Time	Number	Size	LDSA	Filter	Diff	
4,5	3284	30	5,21	3,27	2,93
14,5	4016	27,4	5,75	3,41	3,43
24,5	4109	28	6,03	3,62	3,55
34,5	3575	29,3	5,5	3,4	3,15
44,5	3217	31,4	5,37	3,46	2,93
54,5	3361	30,3	5,38	3,39	3,01
64,5	3366	30,7	5,47	3,47	3,03
74,5	3355	32,5	5,8	3,8	3,1
84,5	3420	31,2	5,65	3,62	3,1
94,5	3636	28,2	5,38	3,25	3,15
104,5	4530	24,1	5,63	3,07	3,63
114,5	4614	24,1	5,72	3,12	3,69
124,5	4201	25,1	5,46	3,06	3,43
134,5	4003	25,4	5,26	2,97	3,29
144,5	4308	24,2	5,38	2,94	3,46
154,5	4045	24,3	5,06	2,77	3,25
164,5	3930	24,2	4,9	2,68	3,15
174,5	3752	25	4,86	2,72	3,06
184,5	3800	25,1	4,93	2,76	3,11
194,5	3696	25,2	4,83	2,72	3,03
204,5	2987	26,7	4,16	2,43	2,52
214,5	3225	27,1	4,57	2,7	2,74
224,5	2884	27,6	4,17	2,49	2,47
234,5	2890	28,6	4,34	2,64	2,52
244,5	3524	32,9	6,18	4,08	3,27
254,5	5933	36,2	11,57	8,04	5,73
264,5	9601	46,7	24,83	19,36	10,15
274,5	8046	49,5	22,23	17,74	8,68
284,5	7629	49,8	21,19	16,95	8,25
294,5	4772	40	10,4	7,59	4,78
304,5	6906	21,7	7,64	3,88	5,22
314,5	8364	18,6	7,8	3,52	5,76
324,5	7737	19	7,36	3,37	5,39
334,5	7112	20	7,17	3,42	5,11
344,5	6585	22,4	7,53	3,9	5,06
354,5	6372	22,4	7,29	3,78	4,9
364,5	4396	35,6	8,41	5,79	4,22
374,5	1736	69,5	6,99	6,21	2,11
384,5	1691	66	6,43	5,63	2,02
394,5	2091	56,8	6,72	5,64	2,36
404,5	1572	74,9	6,88	6,21	1,97
414,5	1587	65,4	5,97	5,22	1,89
424,5	1335	66,5	5,12	4,49	1,6
434,5	1344	66	5,11	4,48	1,6
444,5	1579	59,8	5,38	4,58	1,82
454,5	1365	67,3	5,3	4,67	1,64
464,5	1419	64,5	5,25	4,57	1,68
474,5	1448	63,4	5,27	4,56	1,7
484,5	1381	62,2	4,91	4,23	1,61
494,5	1450	57,8	4,76	4,01	1,65
504,5	3314	35,9	6,41	4,43	3,19
514,5	4978	29,4	7,69	4,76	4,39
524,5	4849	30,7	7,87	5	4,37
534,5	4747	32,5	8,22	5,4	4,39
544,5	4974	33,6	8,93	5,97	4,66
554,5	4825	35,9	9,33	6,46	4,64
564,5	4549	37,7	9,27	6,57	4,46
574,5	4484	38	9,22	6,56	4,41
584,5	5512	32,5	9,53	6,25	5,09
594,5	5681	32,2	9,72	6,34	5,22
604,5	5612	32,8	9,81	6,47	5,2
614,5	5519	31,9	9,37	6,09	5,06
624,5	5614	31,6	9,41	6,07	5,12
634,5	5235	33,2	9,28	6,16	4,88
644,5	4975	34,3	9,15	6,18	4,7
654,5	4793	34,7	8,92	6,06	4,55
664,5	4868	35,2	9,19	6,29	4,65
674,5	4837	38,4	10,07	7,21	4,78
684,5	4976	37,1	9,98	7,02	4,85
694,5	6224	30,9	10,18	6,49	5,62
704,5	7661	26,2	10,42	6	6,4
714,5	7384	26,7	10,3	6,02	6,23
724,5	7745	25,4	10,18	5,75	6,37
734,5	7615	25,6	10,13	5,76	6,29
744,5	7474	25,6	9,92	5,63	6,17
754,5	7137	26,1	9,66	5,55	5,95
764,5	7273	26,2	9,92	5,73	6,08
774,5	6380	29,1	9,78	6,02	5,61
784,5	5999	31,5	10,02	6,46	5,47
794,5	5691	34,1	10,4	7,01	5,37
804,5	5474	36,7	10,83	7,58	5,31
814,5	6119	34,9	11,47	7,82	5,82
824,5	5495	37	11	7,73	5,35
834,5	5562	35,1	10,49	7,18	5,31
844,5	5833	33,1	10,3	6,82	5,43
854,5	5797	32,9	10,15	6,7	5,38
864,5	5676	32,6	9,84	6,47	5,25
874,5	5698	31	9,37	5,99	5,16
884,5	5635	31	9,24	5,9	5,09
894,5	5508	30,8	8,99	5,72	4,97
904,5	4500	33,1	7,96	5,28	4,19
914,5	1720	53,8	5,21	4,29	1,91
924,5	1566	55,7	4,93	4,1	1,76
934,5	1714	52,7	5,08	4,15	1,89
944,5	1804	51,1	5,16	4,18	1,97
954,5	1774	52	5,17	4,2	1,95
964,5	1741	52,4	5,12	4,17	1,92
974,5	2075	47,8	5,51	4,34	2,21
984,5	3817	47	9,95	7,78	4,05
994,5	4327	51,4	12,46	10,09	4,73
1004,5	4282	51,5	12,36	10,01	4,68
1014,5	4358	51,1	12,48	10,09	4,76
1024,5	4339	51,4	12,49	10,11	4,74
1034,5	4387	50,3	12,32	9,89	4,76
1044,5	4293	50,1	12,02	9,64	4,65
1054,5	4637	46,7	12,01	9,38	4,91
1064,5	4895	46,1	12,49	9,7	5,16
1074,5	4829	46,2	12,36	9,61	5,09
1084,5	4666	47,3	12,24	9,6	4,96
1094,5	4612	47,9	12,27	9,67	4,92
1104,5	4464	50	12,47	9,99	4,84
1114,5	4385	50,2	12,29	9,87	4,75
1124,5	4382	49,8	12,18	9,75	4,74
1134,5	4392	49,4	12,11	9,67	4,74
1144,5	4267	50,3	12,01	9,65	4,63
1154,5	4177	50,2	11,72	9,41	4,53
1164,5	4272	48,9	11,63	9,25	4,59
1174,5	4261	49,2	11,69	9,31	4,59
1184,5	4225	50	11,8	9,46	4,58
1194,5	4403	50	12,3	9,86	4,77
1204,5	4084	52,7	12,09	9,88	4,5
1214,5	4117	51,2	11,8	9,54	4,49
1224,5	4304	49,6	11,91	9,52	4,65
1234,5	2686	55,3	8,38	6,96	3,01
1244,5	1637	59,7	5,57	4,74	1,88
1254,5	1610	60,8	5,59	4,79	1,87
1264,5	1645	59,3	5,55	4,71	1,89
1274,5	1749	56,2	5,56	4,65	1,97
1284,5	1530	61	5,33	4,56	1,77
1294,5	2195	51,7	6,36	5,17	2,4
1304,5	1752	68,3	6,92	6,11	2,12
1314,5	1833	68,2	7,22	6,38	2,21
1324,5	3723	55,9	11,76	9,81	4,19
1334,5	5874	57,6	19,18	16,13	6,67
1344,5	5887	55,5	18,44	15,32	6,6
1354,5	5780	53,8	17,52	14,42	6,42
1364,5	5676	53,5	17,07	14,02	6,29
1374,5	5249	50,6	14,84	11,94	5,71
1384,5	5473	47,7	14,49	11,4	5,83
1394,5	5654	49,6	15,66	12,51	6,11
1404,5	5690	52,4	16,74	13,65	6,26
1414,5	5612	53	16,71	13,67	6,2
1424,5	5836	53,3	17,49	14,34	6,46
1434,5	6166	55,2	19,23	15,96	6,9
1444,5	6445	54,9	19,96	16,53	7,2
1454,5	5839	57,6	19,06	16,03	6,63
1464,5	5864	56,1	18,59	15,5	6,6
1474,5	5707	56,6	18,29	15,31	6,44
1484,5	5289	55,3	16,52	13,72	5,93
1494,5	6665	46,9	17,34	13,56	7,06
1504,5	5758	58,4	19,12	16,15	6,57
1514,5	5512	58,6	18,37	15,54	6,3
1524,5	5680	59,3	19,15	16,26	6,51
1534,5	6016	58,4	19,95	16,85	6,86
1544,5	6297	60,1	21,57	18,38	7,26
1554,5	3289	73,7	14,12	12,7	4,09
1564,5	2808	68,2	11,07	9,78	3,39
1574,5	2898	68,7	11,52	10,2	3,51
1584,5	2814	72	11,77	10,53	3,47
1594,5	2792	73,8	12,01	10,81	3,48
1604,5	2794	73,8	12,02	10,82	3,48
1614,5	2759	73,1	11,74	10,54	3,42
1624,5	2626	74,6	11,43	10,31	3,29
1634,5	2818	69,6	11,35	10,07	3,43
1644,5	2495	72,4	10,5	9,41	3,08
1654,5	2662	66,9	10,27	9,03	3,19
1664,5	2153	73	9,15	8,21	2,67
1674,5	2494	65,8	9,45	8,27	2,97
1684,5	1897	62,9	6,84	5,91	2,22
1694,5	3853	26,5	5,31	3,08	3,24
1704,5	4708	25,3	6,17	3,47	3,86
1714,5	4730	27,5	6,81	4,05	4,05
1724,5	4859	32,2	8,34	5,45	4,47
1734,5	5013	33,8	9,07	6,08	4,71
