,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,2194.5,3910,"28,7","5,89","3,6","3,42",2021-09-24 10:14:55,Gamla Stan,2021-09-24,DiSC,20210924-1
1,2204.5,3108,"30,9","5,09","3,25","2,81",2021-09-24 10:15:05,Gamla Stan,2021-09-24,DiSC,20210924-1
2,2214.5,3439,"29,1","5,26","3,23","3,02",2021-09-24 10:15:15,Gamla Stan,2021-09-24,DiSC,20210924-1
3,2224.5,3287,"29,8","5,17","3,23","2,92",2021-09-24 10:15:25,Gamla Stan,2021-09-24,DiSC,20210924-1
4,2234.5,3207,"29,2","4,93","3,04","2,82",2021-09-24 10:15:35,Gamla Stan,2021-09-24,DiSC,20210924-1
5,2244.5,3004,"29,8","4,73","2,96","2,67",2021-09-24 10:15:45,Gamla Stan,2021-09-24,DiSC,20210924-1
6,2254.5,2895,30,"4,59","2,88","2,58",2021-09-24 10:15:55,Gamla Stan,2021-09-24,DiSC,20210924-1
7,2264.5,2727,"30,3","4,37","2,76","2,44",2021-09-24 10:16:05,Gamla Stan,2021-09-24,DiSC,20210924-1
8,2274.5,3041,"27,8","4,42","2,65","2,62",2021-09-24 10:16:15,Gamla Stan,2021-09-24,DiSC,20210924-1
9,2284.5,3283,27,"4,63","2,73","2,79",2021-09-24 10:16:25,Gamla Stan,2021-09-24,DiSC,20210924-1
10,2294.5,3753,"25,4","4,94","2,79","3,09",2021-09-24 10:16:35,Gamla Stan,2021-09-24,DiSC,20210924-1
11,2304.5,3865,"24,7","4,94","2,75","3,14",2021-09-24 10:16:45,Gamla Stan,2021-09-24,DiSC,20210924-1
12,2314.5,4013,"24,2","5,01","2,74","3,22",2021-09-24 10:16:55,Gamla Stan,2021-09-24,DiSC,20210924-1
13,2324.5,3676,25,"4,75","2,65",3,2021-09-24 10:17:05,Gamla Stan,2021-09-24,DiSC,20210924-1
14,2334.5,3503,"24,9","4,52","2,52","2,85",2021-09-24 10:17:15,Gamla Stan,2021-09-24,DiSC,20210924-1
15,2344.5,3458,"25,7","4,62","2,63","2,86",2021-09-24 10:17:25,Gamla Stan,2021-09-24,DiSC,20210924-1
