[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.10.04]
[File start time: 08:08:50]

Time	Number	Size	LDSA	Filter	Diff	
4,5	3420	92,7	18,95	17,81	4,72
14,5	4035	78,6	18,61	16,96	5,16
24,5	4835	67,5	18,83	16,58	5,81
34,5	4818	69,5	19,39	17,19	5,86
44,5	4927	68,2	19,42	17,13	5,95
54,5	4617	70,8	18,98	16,9	5,66
64,5	4807	68,6	19,07	16,85	5,82
74,5	4982	67,6	19,43	17,11	5,99
84,5	5103	66,8	19,64	17,23	6,11
94,5	5142	66,1	19,58	17,14	6,13
104,5	5068	66,8	19,51	17,13	6,07
114,5	5204	65	19,43	16,93	6,17
124,5	5013	66,9	19,34	16,99	6,01
134,5	4773	68,7	18,96	16,77	5,78
144,5	4986	66,9	19,22	16,87	5,97
154,5	4999	66,3	19,08	16,71	5,97
164,5	4882	67,5	19	16,72	5,87
174,5	4796	68,4	18,97	16,75	5,8
184,5	4810	68	18,88	16,65	5,8
194,5	4510	70,5	18,45	16,42	5,52
204,5	3501	77,8	15,97	14,53	4,46
214,5	3526	77,5	16,01	14,56	4,48
224,5	3455	78,6	15,94	14,53	4,42
234,5	3465	77,6	15,75	14,33	4,41
244,5	3288	80,2	15,52	14,21	4,24
254,5	3317	78,6	15,29	13,95	4,24
264,5	3236	79,7	15,16	13,87	4,16
274,5	3282	78,9	15,2	13,87	4,2
284,5	3587	74,6	15,61	14,08	4,49
294,5	5254	65,8	19,9	17,4	6,26
304,5	6064	62	21,51	18,5	7,07
314,5	5232	66,3	19,97	17,5	6,25
324,5	4787	69,5	19,26	17,08	5,82
334,5	5154	67,1	19,94	17,52	6,18
344,5	4963	68,6	19,68	17,39	6
354,5	5148	66,6	19,76	17,33	6,16
364,5	4947	68,5	19,6	17,32	5,98
374,5	4919	69,2	19,7	17,45	5,97
384,5	5139	67,7	20,09	17,69	6,19
394,5	5043	68	19,8	17,45	6,08
404,5	5427	65,6	20,47	17,88	6,45
414,5	5733	63,1	20,72	17,91	6,72
424,5	3725	77,8	17	15,46	4,74
434,5	2781	85,1	14,02	12,99	3,69
444,5	2579	88,6	13,6	12,69	3,48
454,5	2723	85	13,71	12,7	3,61
464,5	2719	84,8	13,65	12,63	3,6
474,5	2720	84,1	13,53	12,5	3,58
484,5	2536	88,7	13,37	12,48	3,42
494,5	4892	63,6	17,83	15,44	5,75
504,5	5127	63,8	18,77	16,28	6,04
514,5	5371	62,6	19,23	16,58	6,28
524,5	5303	63	19,13	16,52	6,21
534,5	5703	60,9	19,82	16,95	6,6
544,5	6028	59,1	20,24	17,16	6,9
554,5	6177	59	20,73	17,57	7,07
564,5	6759	56,2	21,49	17,93	7,61
574,5	7208	55,1	22,4	18,56	8,06
584,5	7226	54,7	22,29	18,44	8,06
594,5	7339	54,8	22,7	18,78	8,19
604,5	7168	56,3	22,81	19,04	8,07
614,5	7493	54,7	23,1	19,09	8,36
624,5	7133	55,8	22,48	18,71	8,01
634,5	7093	55,6	22,28	18,52	7,96
644,5	7212	54,8	22,3	18,45	8,05
654,5	3794	73,3	16,2	14,55	4,71
664,5	3915	67,9	15,35	13,54	4,72
674,5	3135	80,1	14,76	13,52	4,04
684,5	3175	78,6	14,63	13,34	4,06
694,5	2966	81,5	14,24	13,08	3,85
704,5	3170	77,2	14,33	13,02	4,02
714,5	2972	81	14,17	13	3,85
724,5	3001	81,7	14,44	13,27	3,9
734,5	2988	80,9	14,23	13,05	3,87
744,5	3070	79,8	14,41	13,18	3,95
754,5	6112	57,2	19,82	16,63	6,93
764,5	6371	57,1	20,62	17,29	7,21
774,5	6143	58,8	20,54	17,39	7,03
784,5	5987	60	20,45	17,42	6,9
794,5	6079	58,8	20,31	17,19	6,95
804,5	5782	61,2	20,21	17,32	6,71
814,5	5714	61,1	19,95	17,09	6,63
824,5	5712	61,1	19,91	17,04	6,62
834,5	5534	62,3	19,72	16,99	6,46
844,5	5841	60,2	20,06	17,11	6,74
854,5	5538	62,2	19,69	16,94	6,46
864,5	5575	62	19,76	16,99	6,5
874,5	5640	61,7	19,87	17,06	6,56
884,5	5660	61,4	19,84	17,01	6,57
894,5	5460	62,8	19,65	16,97	6,39
904,5	5293	65	19,76	17,21	6,27
914,5	5356	64,2	19,75	17,15	6,32
924,5	5189	66,7	19,96	17,52	6,21
934,5	5319	64,8	19,8	17,24	6,3
944,5	5436	63,7	19,86	17,21	6,4
954,5	5430	64,2	20,02	17,39	6,41
964,5	5364	64,6	19,91	17,32	6,35
974,5	5649	64,4	20,9	18,17	6,67
984,5	5607	66,5	21,48	18,82	6,7
994,5	4980	69,9	20,18	17,91	6,07
1004,5	5113	68,5	20,24	17,88	6,18
1014,5	5098	68,7	20,25	17,9	6,17
1024,5	5097	68,6	20,22	17,87	6,17
1034,5	5031	68,6	19,94	17,61	6,08
1044,5	4863	70	19,73	17,52	5,93
1054,5	4991	68,7	19,82	17,52	6,04
1064,5	4959	68,2	19,53	17,23	5,98
