[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.10.11]
[File start time: 08:01:33]

Time	Number	Size	LDSA	Filter	Diff	
4,5	1920	90,1	10,31	9,65	2,61
14,5	1877	90,5	10,12	9,48	2,56
24,5	1993	87,5	10,36	9,64	2,68
34,5	1840	92,6	10,19	9,58	2,54
44,5	1928	89,1	10,22	9,55	2,61
54,5	2019	86,9	10,42	9,69	2,7
64,5	1973	88,6	10,39	9,7	2,66
74,5	1930	90,1	10,36	9,69	2,63
84,5	1743	95,4	9,97	9,42	2,44
94,5	1768	93,4	9,88	9,31	2,45
104,5	1877	90,5	10,12	9,48	2,56
114,5	1819	92,5	10,06	9,46	2,51
124,5	1991	85,6	10,1	9,37	2,65
134,5	2821	67,4	10,98	9,67	3,39
144,5	4218	63,4	15,33	13,28	4,96
154,5	4372	63,3	15,86	13,72	5,13
164,5	4229	64,3	15,61	13,57	4,99
174,5	3965	67	15,32	13,46	4,76
184,5	3876	67,9	15,21	13,41	4,67
194,5	4144	65,5	15,61	13,64	4,93
204,5	5957	53,9	18,08	14,89	6,62
214,5	5691	56,1	18,05	15,06	6,41
224,5	5672	55,7	17,86	14,87	6,37
234,5	5122	58,8	17,11	14,49	5,86
244,5	4642	61,5	16,31	14	5,4
254,5	2056	88,5	10,83	10,1	2,78
264,5	2255	78,7	10,42	9,51	2,89
274,5	2472	76,3	11,04	10,01	3,12
284,5	2598	75,6	11,47	10,38	3,27
294,5	2379	78,5	10,96	10	3,04
304,5	2402	75,2	10,55	9,53	3,02
314,5	2024	83,7	10,01	9,25	2,66
324,5	2183	77,1	9,86	8,96	2,77
334,5	2164	78,3	9,94	9,06	2,76
344,5	2122	79,9	9,97	9,13	2,73
354,5	2127	79,4	9,92	9,07	2,73
364,5	1983	83,3	9,76	9,01	2,6
374,5	2196	77,9	10,03	9,14	2,8
384,5	2139	79,3	9,96	9,11	2,75
394,5	2157	78	9,87	8,99	2,75
404,5	1990	82,8	9,73	8,97	2,6
414,5	1959	83,4	9,66	8,92	2,57
424,5	2878	66,9	11,1	9,76	3,45
434,5	6189	50,7	17,54	14,12	6,73
444,5	4628	60,7	16,04	13,72	5,35
454,5	4658	61,7	16,42	14,1	5,42
464,5	4986	58,1	16,46	13,89	5,68
474,5	4513	62,3	16,09	13,86	5,27
484,5	4357	63,5	15,85	13,72	5,12
494,5	4582	62,4	16,36	14,09	5,35
504,5	4834	60,4	16,65	14,22	5,58
514,5	5183	58,6	17,25	14,59	5,92
524,5	4848	60,5	16,72	14,28	5,6
534,5	5184	58,7	17,29	14,63	5,93
544,5	4602	62,6	16,48	14,21	5,38
554,5	4504	62,6	16,13	13,92	5,27
564,5	4881	60,1	16,72	14,25	5,63
574,5	4524	63,2	16,38	14,17	5,31
584,5	4513	63,3	16,38	14,18	5,3
594,5	3091	77,1	13,97	12,69	3,92
604,5	1027	111,7	7	6,76	1,56
614,5	1333	88,7	7,04	6,57	1,8
624,5	1145	96,4	6,63	6,27	1,61
634,5	1074	100,2	6,49	6,18	1,54
644,5	1150	93,3	6,42	6,05	1,59
654,5	1381	85,2	6,97	6,46	1,83
664,5	3844	57,2	12,46	10,46	4,36
674,5	5275	61,8	18,64	16,02	6,14
684,5	5051	57,7	16,53	13,92	5,74
694,5	5678	54,3	17,37	14,34	6,32
704,5	4571	61,5	16,07	13,79	5,31
714,5	4528	62,5	16,19	13,95	5,29
724,5	5379	56,3	17,13	14,3	6,06
734,5	8690	44,8	21,49	16,48	9,07
744,5	10053	41,9	23,06	17,17	10,24
754,5	10637	40,7	23,63	17,36	10,72
764,5	8698	44,3	21,24	16,21	9,04
774,5	4482	56,4	14,3	11,95	5,05
784,5	2743	71,6	11,41	10,19	3,38
794,5	2449	75,3	10,77	9,74	3,08
804,5	2625	71,4	10,87	9,71	3,23
814,5	2575	72,3	10,83	9,7	3,18
824,5	2959	65,9	11,21	9,81	3,53
834,5	2819	68,1	11,09	9,79	3,4
844,5	2722	69,5	10,96	9,72	3,31
854,5	2457	73,2	10,47	9,41	3,05
864,5	2370	74,5	10,3	9,29	2,96
874,5	2298	74,5	9,98	9	2,87
884,5	2521	71,5	10,48	9,36	3,1
894,5	2675	79,1	12,43	11,35	3,43
904,5	2389	87,9	12,48	11,63	3,21
914,5	2523	88,6	13,29	12,4	3,41
924,5	2631	83,7	13,01	12,01	3,46
934,5	2554	86,1	13,04	12,11	3,4
944,5	2750	82,9	13,46	12,41	3,6
954,5	2982	76,2	13,29	12,04	3,76
964,5	2964	76,8	13,33	12,09	3,75
974,5	3134	77,9	14,32	13,04	3,99
984,5	3054	76,8	13,72	12,45	3,87
994,5	3285	75,3	14,45	13,05	4,13
1004,5	2733	82,2	13,26	12,2	3,57
1014,5	2586	84,4	12,91	11,94	3,41
1024,5	2703	82,4	13,14	12,1	3,53
1034,5	2746	81,2	13,13	12,05	3,56
1044,5	2640	81,3	12,64	11,6	3,43
1054,5	2500	85,2	12,61	11,68	3,31
1064,5	2643	75,1	11,58	10,46	3,31
1074,5	2364	78,3	10,85	9,89	3,02
1084,5	2257	79,9	10,61	9,71	2,91
1094,5	2303	77,8	10,5	9,56	2,93
1104,5	2284	78,1	10,47	9,54	2,91
1114,5	2068	83	10,13	9,34	2,71
1124,5	2078	81,7	10,01	9,21	2,7
1134,5	2034	81,8	9,81	9,02	2,65
1144,5	2023	81,3	9,69	8,9	2,63
1154,5	2023	80,4	9,57	8,78	2,61
1164,5	1933	84,2	9,62	8,9	2,55
1174,5	3289	72,1	13,79	12,34	4,06
1184,5	3579	75,1	15,69	14,17	4,49
1194,5	3592	75,5	15,86	14,34	4,52
1204,5	3623	73	15,4	13,82	4,49
