,Timestamp,Station,Sensor,Temperature,Humidity,NC0.5,NC1.0,NC2.5,NC10,TypicalParticleSize,PM1.0,PM2.5,PM4.0,PM10,Session Id
0,2021-10-12 19:12:30,St Eriksplan,2,21.2,47.1,74.78,113.33,130.62,134.07,0.99,16.5,33.49,46.47,49.06,20211012-4
1,2021-10-12 19:12:30,St Eriksplan,3,20.9,46.5,67.84,95.54,106.56,108.79,0.91,13.44,24.46,32.76,34.42,20211012-4
2,2021-10-12 19:12:30,St Eriksplan,4,21.3,45.7,58.61,87.12,99.54,102.06,1.09,12.57,24.91,34.31,36.19,20211012-4
3,2021-10-12 19:12:30,St Eriksplan,5,21.5,44.1,64.39,96.37,110.56,113.48,1.04,13.96,27.64,38.07,40.16,20211012-4
4,2021-10-12 19:12:30,St Eriksplan,6,21.1,45.4,66.19,92.48,102.77,104.85,0.94,12.96,23.27,31.01,32.56,20211012-4
5,2021-10-12 19:12:31,St Eriksplan,1,21.5,45.0,58.36,88.68,102.39,105.21,1.13,12.93,26.14,36.23,38.24,20211012-4
6,2021-10-12 19:12:31,St Eriksplan,3,20.9,46.7,67.37,94.85,105.78,107.99,0.91,13.34,24.28,32.51,34.16,20211012-4
7,2021-10-12 19:12:31,St Eriksplan,4,21.3,46.0,58.75,87.4,99.89,102.41,1.1,12.61,25.02,34.47,36.36,20211012-4
8,2021-10-12 19:12:31,St Eriksplan,4,21.3,46.0,58.75,87.47,100.01,102.55,1.1,12.63,25.08,34.57,36.47,20211012-4
9,2021-10-12 19:12:31,St Eriksplan,5,21.5,44.1,64.74,96.91,111.18,114.12,1.04,14.04,27.8,38.29,40.39,20211012-4
10,2021-10-12 19:12:31,St Eriksplan,6,21.1,45.5,65.9,92.13,102.42,104.49,0.94,12.91,23.21,30.95,32.5,20211012-4
11,2021-10-12 19:12:32,St Eriksplan,1,21.5,45.1,57.93,88.06,101.69,104.49,1.13,12.84,25.98,36.01,38.01,20211012-4
12,2021-10-12 19:12:32,St Eriksplan,2,21.3,47.0,73.66,111.66,128.72,132.13,1.0,16.26,33.02,45.82,48.39,20211012-4
13,2021-10-12 19:12:32,St Eriksplan,3,20.9,47.1,66.98,94.33,105.21,107.42,0.91,13.27,24.16,32.36,34.0,20211012-4
14,2021-10-12 19:12:32,St Eriksplan,5,21.5,44.0,65.02,97.34,111.67,114.62,1.04,14.1,27.93,38.47,40.57,20211012-4
15,2021-10-12 19:12:32,St Eriksplan,6,21.1,45.5,65.85,92.1,102.4,104.48,0.94,12.91,23.23,30.98,32.53,20211012-4
16,2021-10-12 19:12:33,St Eriksplan,1,21.5,45.2,57.5,87.5,101.09,103.89,1.14,12.77,25.86,35.86,37.86,20211012-4
17,2021-10-12 19:12:33,St Eriksplan,2,21.3,47.5,72.42,109.86,126.68,130.04,1.0,16.0,32.52,45.15,47.67,20211012-4
18,2021-10-12 19:12:33,St Eriksplan,3,20.9,47.6,66.83,94.15,105.02,107.22,0.91,13.24,24.12,32.31,33.95,20211012-4
19,2021-10-12 19:12:33,St Eriksplan,4,21.4,46.3,58.77,87.59,100.19,102.74,1.1,12.65,25.16,34.7,36.61,20211012-4
20,2021-10-12 19:12:33,St Eriksplan,5,21.5,44.1,65.15,97.51,111.86,114.82,1.04,14.12,27.97,38.52,40.63,20211012-4
21,2021-10-12 19:12:33,St Eriksplan,6,21.1,45.6,65.8,92.05,102.36,104.44,0.94,12.9,23.23,30.98,32.53,20211012-4
22,2021-10-12 19:12:34,St Eriksplan,1,21.5,45.3,56.98,86.85,100.41,103.2,1.14,12.68,25.74,35.72,37.72,20211012-4
23,2021-10-12 19:12:34,St Eriksplan,2,21.3,47.6,71.2,108.03,124.57,127.87,0.99,15.73,31.99,44.41,46.89,20211012-4
24,2021-10-12 19:12:34,St Eriksplan,4,21.4,46.4,58.65,87.53,100.18,102.74,1.11,12.65,25.21,34.79,36.71,20211012-4
25,2021-10-12 19:12:34,St Eriksplan,5,21.5,44.1,65.12,97.52,111.89,114.85,1.04,14.13,27.99,38.56,40.67,20211012-4
26,2021-10-12 19:12:34,St Eriksplan,6,21.1,45.7,65.68,91.92,102.23,104.31,0.94,12.89,23.21,30.97,32.52,20211012-4
27,2021-10-12 19:12:35,St Eriksplan,1,21.5,45.1,56.55,86.32,99.85,102.64,1.15,12.61,25.65,35.61,37.6,20211012-4
28,2021-10-12 19:12:35,St Eriksplan,2,21.3,47.3,70.12,106.49,122.84,126.11,1.0,15.52,31.58,43.87,46.32,20211012-4
29,2021-10-12 19:12:35,St Eriksplan,3,20.9,47.5,66.5,93.68,104.51,106.7,0.91,13.18,24.01,32.16,33.79,20211012-4
30,2021-10-12 19:12:35,St Eriksplan,4,21.4,46.3,58.55,87.49,100.19,102.76,1.11,12.65,25.26,34.87,36.8,20211012-4
31,2021-10-12 19:12:35,St Eriksplan,5,21.5,43.9,65.05,97.49,111.9,114.86,1.05,14.13,28.03,38.63,40.75,20211012-4
32,2021-10-12 19:12:35,St Eriksplan,6,21.1,45.7,65.24,91.33,101.59,103.67,0.94,12.81,23.08,30.81,32.35,20211012-4
33,2021-10-12 19:12:36,St Eriksplan,1,21.6,45.0,56.25,85.98,99.53,102.31,1.15,12.57,25.61,35.58,37.58,20211012-4
34,2021-10-12 19:12:36,St Eriksplan,2,21.3,46.9,69.39,105.44,121.66,124.9,1.0,15.37,31.3,43.49,45.93,20211012-4
35,2021-10-12 19:12:36,St Eriksplan,3,20.9,47.2,66.25,93.4,104.22,106.41,0.92,13.14,23.97,32.13,33.76,20211012-4
36,2021-10-12 19:12:36,St Eriksplan,4,21.4,46.0,58.49,87.52,100.28,102.86,1.11,12.66,25.33,34.99,36.92,20211012-4
37,2021-10-12 19:12:36,St Eriksplan,5,21.6,43.8,65.12,97.68,112.17,115.15,1.05,14.16,28.14,38.79,40.92,20211012-4
38,2021-10-12 19:12:36,St Eriksplan,6,21.1,45.6,64.83,90.78,100.99,103.06,0.94,12.73,22.96,30.64,32.18,20211012-4
39,2021-10-12 19:12:37,St Eriksplan,1,21.6,44.8,55.63,85.23,98.74,101.53,1.14,12.47,25.49,35.44,37.43,20211012-4
40,2021-10-12 19:12:37,St Eriksplan,2,21.3,46.5,68.74,104.49,120.59,123.81,1.0,15.23,31.05,43.14,45.56,20211012-4
41,2021-10-12 19:12:37,St Eriksplan,3,21.0,46.9,65.78,92.83,103.63,105.82,0.92,13.07,23.88,32.01,33.64,20211012-4
42,2021-10-12 19:12:37,St Eriksplan,4,21.4,45.7,58.38,87.44,100.23,102.81,1.1,12.66,25.35,35.03,36.97,20211012-4
43,2021-10-12 19:12:37,St Eriksplan,5,21.6,43.7,65.11,97.76,112.31,115.3,1.05,14.18,28.21,38.9,41.04,20211012-4
44,2021-10-12 19:12:37,St Eriksplan,6,21.1,45.4,64.16,89.87,99.99,102.04,0.94,12.61,22.74,30.36,31.88,20211012-4
45,2021-10-12 19:12:38,St Eriksplan,1,21.5,44.6,55.63,85.3,98.86,101.65,1.14,12.49,25.54,35.52,37.52,20211012-4
46,2021-10-12 19:12:38,St Eriksplan,2,21.3,46.2,68.15,103.64,119.63,122.83,1.0,15.11,30.82,42.83,45.23,20211012-4
47,2021-10-12 19:12:38,St Eriksplan,3,20.9,46.6,65.25,92.16,102.93,105.11,0.92,12.98,23.75,31.87,33.49,20211012-4
48,2021-10-12 19:12:38,St Eriksplan,4,21.4,45.5,58.59,87.79,100.64,103.24,1.1,12.71,25.47,35.2,37.15,20211012-4
49,2021-10-12 19:12:38,St Eriksplan,5,21.6,43.5,65.09,97.88,112.51,115.52,1.05,14.21,28.32,39.08,41.23,20211012-4
50,2021-10-12 19:12:38,St Eriksplan,6,21.1,45.3,63.45,88.97,99.04,101.07,0.95,12.49,22.57,30.15,31.66,20211012-4
51,2021-10-12 19:12:39,St Eriksplan,1,21.5,44.4,55.62,85.31,98.89,101.68,1.14,12.49,25.56,35.55,37.55,20211012-4
52,2021-10-12 19:12:39,St Eriksplan,2,21.3,45.9,67.51,102.68,118.52,121.69,0.99,14.97,30.54,42.44,44.82,20211012-4
53,2021-10-12 19:12:39,St Eriksplan,3,21.0,46.4,64.81,91.63,102.39,104.57,0.93,12.91,23.67,31.78,33.4,20211012-4
54,2021-10-12 19:12:39,St Eriksplan,4,21.4,45.3,58.85,88.13,101.01,103.62,1.09,12.75,25.54,35.3,37.25,20211012-4
55,2021-10-12 19:12:39,St Eriksplan,5,21.6,43.4,64.79,97.45,112.02,115.02,1.04,14.14,28.2,38.92,41.06,20211012-4
56,2021-10-12 19:12:39,St Eriksplan,6,21.1,45.1,63.36,88.84,98.89,100.92,0.94,12.47,22.53,30.09,31.61,20211012-4
57,2021-10-12 19:12:40,St Eriksplan,1,21.6,44.3,55.48,85.08,98.61,101.4,1.13,12.46,25.48,35.44,37.43,20211012-4
58,2021-10-12 19:12:40,St Eriksplan,2,21.3,45.7,66.91,101.78,117.5,120.64,1.0,14.84,30.28,42.09,44.45,20211012-4
59,2021-10-12 19:12:40,St Eriksplan,3,21.0,46.1,64.3,90.97,101.69,103.85,0.92,12.82,23.54,31.61,33.22,20211012-4
60,2021-10-12 19:12:40,St Eriksplan,5,21.6,43.3,64.7,97.28,111.82,114.81,1.04,14.12,28.13,38.82,40.96,20211012-4
61,2021-10-12 19:12:40,St Eriksplan,6,21.1,45.0,63.52,89.03,99.09,101.12,0.93,12.49,22.56,30.13,31.64,20211012-4
62,2021-10-12 19:12:41,St Eriksplan,1,21.6,44.1,55.17,84.63,98.09,100.86,1.14,12.39,25.35,35.27,37.25,20211012-4
63,2021-10-12 19:12:41,St Eriksplan,2,21.3,45.6,66.54,101.18,116.78,119.9,0.99,14.75,30.08,41.8,44.15,20211012-4
64,2021-10-12 19:12:41,St Eriksplan,3,21.0,45.9,63.76,90.26,100.92,103.07,0.92,12.73,23.38,31.41,33.01,20211012-4
65,2021-10-12 19:12:41,St Eriksplan,4,21.4,45.1,58.9,88.13,100.98,103.58,1.09,12.75,25.5,35.23,37.18,20211012-4
66,2021-10-12 19:12:42,St Eriksplan,1,21.6,44.0,55.03,84.35,97.74,100.49,1.12,12.35,25.24,35.1,37.07,20211012-4
67,2021-10-12 19:12:42,St Eriksplan,2,21.3,45.7,65.97,100.28,115.72,118.81,0.99,14.62,29.79,41.39,43.71,20211012-4
68,2021-10-12 19:12:42,St Eriksplan,3,21.0,45.7,62.85,88.99,99.52,101.64,0.92,12.55,23.07,30.99,32.58,20211012-4
69,2021-10-12 19:12:42,St Eriksplan,4,21.4,44.9,58.91,88.07,100.88,103.47,1.08,12.74,25.45,35.15,37.09,20211012-4
70,2021-10-12 19:12:42,St Eriksplan,5,21.6,43.2,64.36,96.73,111.16,114.13,1.04,14.04,27.95,38.57,40.69,20211012-4
71,2021-10-12 19:12:42,St Eriksplan,6,21.1,44.9,63.51,89.01,99.06,101.09,0.93,12.49,22.55,30.11,31.62,20211012-4
72,2021-10-12 19:12:43,St Eriksplan,2,21.3,45.9,65.35,99.26,114.51,117.56,0.99,14.46,29.45,40.91,43.2,20211012-4
73,2021-10-12 19:12:43,St Eriksplan,3,21.0,45.6,62.64,88.73,99.23,101.35,0.92,12.51,23.01,30.92,32.51,20211012-4
74,2021-10-12 19:12:43,St Eriksplan,4,21.4,44.8,58.76,87.77,100.48,103.06,1.08,12.69,25.31,34.94,36.87,20211012-4
75,2021-10-12 19:12:43,St Eriksplan,5,21.6,43.2,64.2,96.46,110.84,113.8,1.03,14.0,27.87,38.44,40.56,20211012-4
76,2021-10-12 19:12:43,St Eriksplan,6,21.1,44.8,63.82,89.47,99.59,101.63,0.94,12.55,22.69,30.3,31.82,20211012-4
77,2021-10-12 19:12:44,St Eriksplan,1,21.6,43.9,55.05,84.27,97.6,100.34,1.11,12.33,25.16,34.97,36.93,20211012-4
78,2021-10-12 19:12:44,St Eriksplan,3,21.0,45.7,62.56,88.63,99.13,101.26,0.92,12.5,23.0,30.91,32.49,20211012-4
