,Timestamp,Station,Sensor,Temperature,Humidity,NC0.5,NC1.0,NC2.5,NC10,TypicalParticleSize,PM1.0,PM2.5,PM4.0,PM10,Session Id
0,2021-10-12 07:51:00,Alvik,A,21.1,35.3,4.03,5.72,6.4,6.55,0.91,0.81,1.48,1.98,2.08,20211012-2
1,2021-10-12 07:51:00,Alvik,A,21.0,35.2,4.07,5.78,6.48,6.62,0.91,0.82,1.49,2.0,2.11,20211012-2
2,2021-10-12 07:51:00,Alvik,B,20.8,34.7,3.12,4.49,5.06,5.17,0.96,0.64,1.2,1.63,1.72,20211012-2
3,2021-10-12 07:51:00,Alvik,C,20.4,34.9,3.07,4.61,5.29,5.42,1.06,0.67,1.35,1.87,1.97,20211012-2
4,2021-10-12 07:51:00,Alvik,D,20.3,35.9,2.18,3.1,3.47,3.55,0.98,0.44,0.8,1.08,1.13,20211012-2
5,2021-10-12 07:51:00,Alvik,E,20.2,36.6,4.1,6.3,7.31,7.51,1.03,0.92,1.89,2.63,2.78,20211012-2
6,2021-10-12 07:51:01,Alvik,B,20.8,34.6,3.1,4.46,5.02,5.14,0.96,0.63,1.19,1.62,1.7,20211012-2
7,2021-10-12 07:51:01,Alvik,C,20.4,34.8,3.09,4.65,5.33,5.47,1.06,0.67,1.36,1.89,1.99,20211012-2
8,2021-10-12 07:51:01,Alvik,D,20.2,35.8,2.25,3.19,3.58,3.66,0.98,0.45,0.83,1.11,1.17,20211012-2
9,2021-10-12 07:51:01,Alvik,E,20.2,36.5,4.16,6.39,7.4,7.61,1.03,0.94,1.92,2.67,2.82,20211012-2
10,2021-10-12 07:51:02,Alvik,A,21.0,35.2,4.11,5.83,6.53,6.68,0.91,0.82,1.51,2.02,2.12,20211012-2
11,2021-10-12 07:51:02,Alvik,B,20.8,34.5,3.13,4.5,5.06,5.18,0.96,0.64,1.2,1.63,1.72,20211012-2
12,2021-10-12 07:51:02,Alvik,C,20.4,34.7,3.08,4.63,5.32,5.45,1.06,0.67,1.36,1.88,1.98,20211012-2
13,2021-10-12 07:51:02,Alvik,E,20.2,36.5,4.21,6.46,7.48,7.7,1.03,0.95,1.93,2.69,2.84,20211012-2
14,2021-10-12 07:51:03,Alvik,A,21.0,35.1,4.13,5.86,6.57,6.71,0.91,0.83,1.51,2.03,2.13,20211012-2
15,2021-10-12 07:51:03,Alvik,B,20.7,34.5,3.12,4.48,5.04,5.16,0.96,0.64,1.2,1.62,1.71,20211012-2
16,2021-10-12 07:51:03,Alvik,C,20.4,34.8,3.08,4.63,5.32,5.45,1.06,0.67,1.36,1.88,1.99,20211012-2
17,2021-10-12 07:51:03,Alvik,D,20.2,35.8,2.28,3.24,3.63,3.72,0.98,0.46,0.84,1.13,1.19,20211012-2
18,2021-10-12 07:51:03,Alvik,E,20.2,36.5,4.21,6.45,7.47,7.68,1.03,0.94,1.93,2.68,2.84,20211012-2
19,2021-10-12 07:51:04,Alvik,A,21.0,35.2,4.14,5.88,6.59,6.73,0.91,0.83,1.52,2.04,2.14,20211012-2
20,2021-10-12 07:51:04,Alvik,B,20.8,34.6,3.08,4.42,4.98,5.09,0.96,0.63,1.18,1.6,1.68,20211012-2
21,2021-10-12 07:51:04,Alvik,C,20.4,34.8,3.05,4.59,5.26,5.4,1.06,0.66,1.34,1.86,1.97,20211012-2
22,2021-10-12 07:51:04,Alvik,D,20.2,35.8,2.32,3.3,3.7,3.78,0.98,0.47,0.86,1.15,1.21,20211012-2
23,2021-10-12 07:51:04,Alvik,E,20.2,36.6,4.17,6.38,7.39,7.6,1.03,0.93,1.91,2.65,2.8,20211012-2
24,2021-10-12 07:51:05,Alvik,A,21.0,35.2,4.11,5.83,6.54,6.68,0.91,0.82,1.51,2.02,2.13,20211012-2
25,2021-10-12 07:51:05,Alvik,B,20.7,34.6,3.02,4.33,4.87,4.98,0.96,0.61,1.16,1.57,1.65,20211012-2
26,2021-10-12 07:51:05,Alvik,C,20.4,35.0,3.08,4.62,5.3,5.44,1.06,0.67,1.35,1.88,1.98,20211012-2
27,2021-10-12 07:51:05,Alvik,D,20.2,36.0,2.33,3.31,3.71,3.8,0.98,0.47,0.86,1.15,1.21,20211012-2
28,2021-10-12 07:51:05,Alvik,E,20.2,36.7,4.21,6.45,7.47,7.68,1.03,0.94,1.93,2.68,2.83,20211012-2
29,2021-10-12 07:51:06,Alvik,A,21.0,35.4,4.19,5.95,6.67,6.82,0.91,0.84,1.54,2.07,2.17,20211012-2
30,2021-10-12 07:51:06,Alvik,B,20.7,34.7,3.01,4.32,4.86,4.97,0.96,0.61,1.15,1.56,1.64,20211012-2
31,2021-10-12 07:51:06,Alvik,C,20.4,35.1,3.14,4.72,5.42,5.56,1.06,0.68,1.38,1.92,2.02,20211012-2
32,2021-10-12 07:51:06,Alvik,D,20.2,36.2,2.38,3.39,3.8,3.89,0.98,0.48,0.88,1.18,1.24,20211012-2
33,2021-10-12 07:51:06,Alvik,E,20.1,36.7,4.29,6.57,7.61,7.82,1.03,0.96,1.96,2.73,2.88,20211012-2
34,2021-10-12 07:51:07,Alvik,A,20.9,35.6,4.34,6.17,6.92,7.07,0.91,0.87,1.6,2.14,2.25,20211012-2
35,2021-10-12 07:51:07,Alvik,B,20.7,34.9,2.97,4.26,4.8,4.91,0.96,0.61,1.14,1.54,1.62,20211012-2
36,2021-10-12 07:51:07,Alvik,C,20.4,35.5,3.29,4.94,5.66,5.81,1.05,0.72,1.44,2.0,2.11,20211012-2
37,2021-10-12 07:51:07,Alvik,D,20.2,36.7,2.46,3.5,3.93,4.02,0.98,0.5,0.91,1.22,1.28,20211012-2
38,2021-10-12 07:51:08,Alvik,A,20.9,35.6,4.53,6.45,7.23,7.39,0.91,0.91,1.67,2.24,2.35,20211012-2
39,2021-10-12 07:51:08,Alvik,B,20.6,34.9,2.98,4.28,4.82,4.93,0.97,0.61,1.14,1.55,1.63,20211012-2
40,2021-10-12 07:51:08,Alvik,C,20.3,35.7,3.41,5.12,5.87,6.02,1.05,0.74,1.5,2.07,2.19,20211012-2
41,2021-10-12 07:51:08,Alvik,D,20.2,37.1,2.56,3.65,4.09,4.18,0.98,0.52,0.95,1.27,1.34,20211012-2
