,Timestamp,Station,Sensor,PM2.5,Session Id
0,2021-10-13 15:30:30,Odenplan,2,32.54,20211013-2
1,2021-10-13 15:30:30,Odenplan,5,26.05,20211013-2
2,2021-10-13 15:30:31,Odenplan,2,32.47,20211013-2
3,2021-10-13 15:30:31,Odenplan,5,26.22,20211013-2
4,2021-10-13 15:30:32,Odenplan,2,32.42,20211013-2
5,2021-10-13 15:30:33,Odenplan,5,26.36,20211013-2
6,2021-10-13 15:30:34,Odenplan,2,32.34,20211013-2
7,2021-10-13 15:30:34,Odenplan,5,26.56,20211013-2
8,2021-10-13 15:30:34,Odenplan,5,26.8,20211013-2
9,2021-10-13 15:30:35,Odenplan,2,32.28,20211013-2
10,2021-10-13 15:30:36,Odenplan,2,32.15,20211013-2
11,2021-10-13 15:30:36,Odenplan,5,26.8,20211013-2
12,2021-10-13 15:30:37,Odenplan,2,32.07,20211013-2
13,2021-10-13 15:30:37,Odenplan,5,26.8,20211013-2
14,2021-10-13 15:30:38,Odenplan,2,31.91,20211013-2
15,2021-10-13 15:30:38,Odenplan,5,26.79,20211013-2
16,2021-10-13 15:30:39,Odenplan,2,31.81,20211013-2
17,2021-10-13 15:30:39,Odenplan,5,26.74,20211013-2
18,2021-10-13 15:30:40,Odenplan,2,31.82,20211013-2
19,2021-10-13 15:30:40,Odenplan,5,26.76,20211013-2
20,2021-10-13 15:30:41,Odenplan,2,31.85,20211013-2
21,2021-10-13 15:30:41,Odenplan,5,26.64,20211013-2
22,2021-10-13 15:30:42,Odenplan,2,31.82,20211013-2
23,2021-10-13 15:30:42,Odenplan,5,26.61,20211013-2
24,2021-10-13 15:30:43,Odenplan,2,31.7,20211013-2
25,2021-10-13 15:30:43,Odenplan,5,26.56,20211013-2
26,2021-10-13 15:30:44,Odenplan,2,31.51,20211013-2
27,2021-10-13 15:30:44,Odenplan,5,26.38,20211013-2
28,2021-10-13 15:30:45,Odenplan,2,31.06,20211013-2
29,2021-10-13 15:30:45,Odenplan,5,26.2,20211013-2
30,2021-10-13 15:30:46,Odenplan,5,25.96,20211013-2
31,2021-10-13 15:30:47,Odenplan,2,30.8,20211013-2
32,2021-10-13 15:30:47,Odenplan,5,25.68,20211013-2
33,2021-10-13 15:30:48,Odenplan,2,30.67,20211013-2
34,2021-10-13 15:30:49,Odenplan,2,30.39,20211013-2
35,2021-10-13 15:30:49,Odenplan,5,25.44,20211013-2
36,2021-10-13 15:30:50,Odenplan,2,30.28,20211013-2
37,2021-10-13 15:30:50,Odenplan,5,25.24,20211013-2
38,2021-10-13 15:30:51,Odenplan,2,30.19,20211013-2
39,2021-10-13 15:30:51,Odenplan,5,25.16,20211013-2
40,2021-10-13 15:30:52,Odenplan,2,30.09,20211013-2
41,2021-10-13 15:30:52,Odenplan,5,25.07,20211013-2
42,2021-10-13 15:30:53,Odenplan,2,30.01,20211013-2
43,2021-10-13 15:30:53,Odenplan,5,25.06,20211013-2
44,2021-10-13 15:30:54,Odenplan,2,29.9,20211013-2
45,2021-10-13 15:30:54,Odenplan,5,24.95,20211013-2
46,2021-10-13 15:30:55,Odenplan,2,29.66,20211013-2
47,2021-10-13 15:30:55,Odenplan,5,24.74,20211013-2
48,2021-10-13 15:30:56,Odenplan,2,29.5,20211013-2
49,2021-10-13 15:30:56,Odenplan,5,24.49,20211013-2
50,2021-10-13 15:30:57,Odenplan,2,29.28,20211013-2
51,2021-10-13 15:30:57,Odenplan,5,24.35,20211013-2
52,2021-10-13 15:30:58,Odenplan,2,29.16,20211013-2
53,2021-10-13 15:30:58,Odenplan,5,24.14,20211013-2
54,2021-10-13 15:30:59,Odenplan,5,24.02,20211013-2
55,2021-10-13 15:31:00,Odenplan,2,29.02,20211013-2
56,2021-10-13 15:31:00,Odenplan,5,23.87,20211013-2
57,2021-10-13 15:31:01,Odenplan,2,29.04,20211013-2
58,2021-10-13 15:31:02,Odenplan,2,29.14,20211013-2
59,2021-10-13 15:31:02,Odenplan,5,23.65,20211013-2
60,2021-10-13 15:31:03,Odenplan,2,29.32,20211013-2
61,2021-10-13 15:31:03,Odenplan,5,23.51,20211013-2
