Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Stockholm-Observatoriekullen;98210;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;momentanvärde, 1 gång/tim;degree celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1859-01-01 00:00:00;2022-01-13 12:00:00;43.133;59.3417;18.0549

Datum;Tid (UTC);Lufttemperatur;Kvalitet;;Tidsutsnitt:
2021-09-05;06:00:00;9.3;G;;Data från senaste fyra månaderna
2021-09-05;18:00:00;13.7;G;;Tidsperiod (fr.o.m.) = 2021-09-05 00:00:01 (UTC)
2021-09-06;06:00:00;13.1;G;;Tidsperiod (t.o.m.) = 2022-01-13 12:00:00 (UTC)
2021-09-06;18:00:00;15.3;G;;Samplingstid = Ej angivet
2021-09-07;06:00:00;12.5;G;;
2021-09-07;18:00:00;16.7;G;;Kvalitetskoderna:
2021-09-08;06:00:00;15.7;G;;Grön (G) = Kontrollerade och godkända värden.
2021-09-08;18:00:00;19.2;G;;Gul (Y) = Misstänkta eller aggregerade värden. Grovt kontrollerade arkivdata och okontrollerade realtidsdata (senaste 2 tim).
2021-09-09;06:00:00;14.8;G;;
2021-09-09;18:00:00;17.9;G;;Orsaker till saknade data:
2021-09-10;06:00:00;14.3;G;;  stationen eller givaren har varit ur funktion.
2021-09-10;18:00:00;14.6;G
2021-09-11;06:00:00;13.5;G
2021-09-11;18:00:00;15.6;G
2021-09-12;06:00:00;15.0;G
2021-09-12;18:00:00;16.9;G
2021-09-13;06:00:00;9.8;G
2021-09-13;18:00:00;12.8;G
2021-09-14;06:00:00;8.9;G
2021-09-14;18:00:00;13.8;G
2021-09-15;06:00:00;11.3;G
2021-09-15;18:00:00;10.9;G
2021-09-16;06:00:00;10.1;G
2021-09-16;18:00:00;11.0;G
2021-09-17;06:00:00;9.3;G
2021-09-17;18:00:00;10.8;G
2021-09-18;06:00:00;10.3;G
2021-09-18;18:00:00;9.9;G
2021-09-19;06:00:00;8.9;G
2021-09-19;18:00:00;9.8;G
2021-09-20;06:00:00;8.8;G
2021-09-20;18:00:00;8.1;G
2021-09-21;06:00:00;8.1;G
2021-09-21;18:00:00;10.1;G
2021-09-22;06:00:00;9.7;G
2021-09-22;18:00:00;11.0;G
2021-09-23;06:00:00;12.7;G
2021-09-23;18:00:00;10.6;G
2021-09-24;06:00:00;8.4;G
2021-09-24;18:00:00;9.3;G
2021-09-25;06:00:00;10.9;G
2021-09-25;18:00:00;13.5;G
2021-09-26;06:00:00;8.9;G
2021-09-26;18:00:00;12.5;G
2021-09-27;06:00:00;11.6;G
2021-09-27;18:00:00;11.4;G
2021-09-28;06:00:00;11.8;G
2021-09-28;18:00:00;11.8;G
2021-09-29;06:00:00;12.0;G
2021-09-29;18:00:00;11.2;G
2021-09-30;06:00:00;11.6;G
2021-09-30;18:00:00;11.4;G
2021-10-01;06:00:00;11.3;G
2021-10-01;18:00:00;12.9;G
2021-10-02;06:00:00;12.8;G
2021-10-02;18:00:00;12.3;G
2021-10-03;06:00:00;12.4;G
2021-10-03;18:00:00;13.7;G
2021-10-04;06:00:00;13.6;G
2021-10-04;18:00:00;13.5;G
2021-10-05;06:00:00;10.4;G
2021-10-05;18:00:00;11.2;G
2021-10-06;06:00:00;12.1;G
2021-10-06;18:00:00;13.4;G
2021-10-07;06:00:00;10.3;G
2021-10-07;18:00:00;12.8;G
2021-10-08;06:00:00;9.1;G
2021-10-08;18:00:00;13.0;G
2021-10-09;06:00:00;11.6;G
2021-10-09;18:00:00;13.0;G
2021-10-10;06:00:00;9.6;G
2021-10-10;18:00:00;10.9;G
2021-10-11;06:00:00;8.4;G
2021-10-11;18:00:00;9.3;G
2021-10-12;06:00:00;5.3;G
2021-10-12;18:00:00;7.7;G
2021-10-13;06:00:00;3.0;G
2021-10-13;18:00:00;5.6;G
2021-10-14;06:00:00;7.3;G
2021-10-14;18:00:00;9.3;G
2021-10-15;06:00:00;10.1;G
2021-10-15;18:00:00;7.7;G
2021-10-16;06:00:00;4.4;G
2021-10-16;18:00:00;8.6;G
2021-10-17;06:00:00;4.2;G
2021-10-17;18:00:00;6.4;G
2021-10-18;06:00:00;3.2;G
2021-10-18;18:00:00;4.7;G
2021-10-19;06:00:00;4.4;G
2021-10-19;18:00:00;8.2;G
2021-10-20;06:00:00;11.2;G
2021-10-20;18:00:00;14.0;G
2021-10-21;06:00:00;9.0;G
2021-10-21;18:00:00;8.3;G
2021-10-22;06:00:00;4.0;G
2021-10-22;18:00:00;6.2;G
2021-10-23;06:00:00;1.2;G
2021-10-23;18:00:00;3.2;G
2021-10-24;06:00:00;5.4;G
2021-10-24;18:00:00;9.3;G
2021-10-25;06:00:00;5.8;G
2021-10-25;18:00:00;6.4;G
2021-10-26;06:00:00;7.6;G
2021-10-26;18:00:00;8.5;G
2021-10-27;06:00:00;7.0;G
2021-10-27;18:00:00;10.4;G
2021-10-28;06:00:00;10.8;G
2021-10-28;18:00:00;13.2;G
2021-10-29;06:00:00;8.5;G
2021-10-29;18:00:00;8.2;G
2021-10-30;06:00:00;7.3;G
2021-10-30;18:00:00;7.7;G
2021-10-31;06:00:00;8.6;G
2021-10-31;18:00:00;8.6;G
2021-11-01;06:00:00;9.9;G
2021-11-01;18:00:00;9.8;G
2021-11-02;06:00:00;9.3;G
2021-11-02;18:00:00;7.8;G
2021-11-03;06:00:00;8.0;G
2021-11-03;18:00:00;8.0;G
2021-11-04;06:00:00;6.2;G
2021-11-04;18:00:00;6.9;G
2021-11-05;06:00:00;5.0;G
2021-11-05;18:00:00;6.2;G
2021-11-06;06:00:00;4.0;G
2021-11-06;18:00:00;4.5;G
2021-11-07;06:00:00;5.6;G
2021-11-07;18:00:00;3.9;G
2021-11-08;06:00:00;1.0;G
2021-11-08;18:00:00;0.2;G
2021-11-09;06:00:00;0.0;G
2021-11-09;18:00:00;6.5;G
2021-11-10;06:00:00;10.8;G
2021-11-10;18:00:00;9.7;G
2021-11-11;06:00:00;4.5;G
2021-11-11;18:00:00;8.0;G
2021-11-12;06:00:00;4.3;G
2021-11-12;18:00:00;4.5;G
