[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.10.05]
[File start time: 14:58:03]

Time	Number	Size	LDSA	Filter	Diff	
4,5	2927	56,1	9,29	7,75	3,3
14,5	2956	52,2	8,65	7,05	3,25
24,5	2335	57,5	7,62	6,41	2,65
34,5	2643	54,4	8,11	6,7	2,95
44,5	2722	55,2	8,48	7,04	3,05
54,5	2394	58,3	7,93	6,7	2,73
64,5	2861	51,8	8,3	6,74	3,14
74,5	2737	54,8	8,47	7,02	3,06
84,5	2546	57,2	8,25	6,93	2,89
94,5	2644	55,9	8,36	6,97	2,97
104,5	2482	57,3	8,06	6,77	2,81
114,5	2458	59,7	8,36	7,11	2,83
124,5	2780	55,5	8,72	7,25	3,12
134,5	2663	56,6	8,53	7,14	3,01
144,5	2725	55,1	8,48	7,04	3,05
154,5	2524	58,6	8,41	7,12	2,89
164,5	2508	58,1	8,27	6,98	2,86
174,5	2560	56,9	8,25	6,92	2,9
184,5	2598	56,9	8,37	7,02	2,94
194,5	2529	57,6	8,27	6,96	2,87
204,5	2484	58,4	8,24	6,97	2,84
214,5	2927	50,9	8,34	6,73	3,19
224,5	2654	55,3	8,29	6,89	2,97
234,5	2660	56,2	8,46	7,06	3
244,5	2414	58,9	8,09	6,86	2,76
254,5	2315	60,2	7,94	6,78	2,67
264,5	2560	56,3	8,15	6,81	2,88
274,5	2898	52,5	8,55	6,98	3,19
284,5	2834	54,7	8,74	7,23	3,16
294,5	2621	61,1	9,15	7,84	3,04
304,5	2615	57,1	8,47	7,11	2,96
314,5	2676	55,7	8,43	7,02	3,01
324,5	2679	56,6	8,58	7,18	3,03
334,5	2748	57,1	8,88	7,45	3,11
344,5	2994	56,5	9,58	8,02	3,38
354,5	2887	56,2	9,17	7,66	3,25
364,5	2318	60,5	7,99	6,83	2,68
374,5	1272	71,4	5,28	4,71	1,56
384,5	1344	62,3	4,79	4,13	1,57
394,5	1217	68,9	4,85	4,3	1,48
404,5	1193	66,4	4,57	4,01	1,43
414,5	1347	59,9	4,6	3,92	1,55
424,5	1284	64,8	4,78	4,17	1,52
434,5	1145	70,6	4,69	4,18	1,4
444,5	2333	53	6,95	5,7	2,58
454,5	4380	51	12,51	10,1	4,78
464,5	4602	52,2	13,48	10,97	5,06
474,5	4429	54,5	13,6	11,24	4,94
484,5	4830	50,7	13,69	11,03	5,25
494,5	4256	54,8	13,16	10,9	4,75
504,5	4252	54,6	13,09	10,83	4,74
514,5	4589	52,4	13,49	11	5,05
524,5	4389	54,8	13,56	11,22	4,9
534,5	4411	53,7	13,34	10,97	4,89
544,5	4498	53,6	13,56	11,15	4,99
554,5	2832	61	9,86	8,44	3,28
564,5	2292	63,3	8,31	7,2	2,69
574,5	2190	63,2	7,93	6,86	2,57
584,5	2245	61,7	7,91	6,8	2,61
594,5	2231	63,2	8,08	6,99	2,62
604,5	2076	67,5	8,09	7,13	2,5
614,5	2157	63	7,79	6,74	2,53
624,5	2098	63,4	7,63	6,61	2,47
634,5	1853	69,3	7,43	6,59	2,25
644,5	1902	65,2	7,13	6,23	2,26
654,5	2100	62	7,45	6,41	2,45
664,5	2138	61	7,44	6,38	2,48
674,5	2154	61,1	7,52	6,45	2,5
684,5	2139	62,7	7,68	6,63	2,5
694,5	2388	59,5	8,09	6,88	2,74
704,5	2241	62,8	8,06	6,97	2,63
