[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.10.05]
[File start time: 06:59:50]

Time	Number	Size	LDSA	Filter	Diff	
4,5	1983	63	7,16	6,2	2,33
14,5	1842	64,2	6,79	5,9	2,17
24,5	1738	65,2	6,52	5,69	2,06
34,5	1558	68,6	6,19	5,47	1,89
44,5	1647	66,6	6,32	5,55	1,97
54,5	1664	65,1	6,23	5,44	1,98
64,5	1792	62,3	6,39	5,51	2,09
74,5	1619	65,6	6,11	5,35	1,93
84,5	1703	64,5	6,3	5,49	2,01
94,5	1677	64,5	6,21	5,41	1,98
104,5	1530	67,5	5,96	5,25	1,84
114,5	1414	70,2	5,75	5,12	1,73
124,5	1478	67,1	5,72	5,03	1,77
134,5	1377	69,6	5,55	4,93	1,68
144,5	1411	67,8	5,52	4,87	1,7
154,5	1354	69,7	5,46	4,85	1,65
164,5	1338	69,3	5,37	4,76	1,63
174,5	1388	68,2	5,47	4,83	1,68
184,5	1520	66,2	5,8	5,09	1,82
194,5	1640	62,1	5,82	5,02	1,91
204,5	1661	62,1	5,89	5,08	1,94
214,5	1422	67,5	5,54	4,89	1,71
224,5	1524	63,3	5,53	4,79	1,79
234,5	1564	62,2	5,57	4,8	1,83
244,5	1712	58,4	5,68	4,8	1,95
254,5	1594	60,8	5,53	4,73	1,85
264,5	1570	60,1	5,38	4,59	1,81
274,5	1570	64	5,77	5,01	1,85
284,5	1752	55,9	5,54	4,62	1,97
294,5	1998	53,5	6,02	4,94	2,21
304,5	1879	59	6,31	5,35	2,15
314,5	1855	56,7	5,96	4,99	2,1
324,5	1409	65,9	5,35	4,68	1,68
334,5	1410	65,5	5,31	4,64	1,68
344,5	1521	62,9	5,48	4,74	1,78
354,5	1334	67,9	5,23	4,62	1,61
364,5	1389	66,8	5,35	4,7	1,66
374,5	1523	61	5,31	4,55	1,77
384,5	2310	49,2	6,34	5,05	2,49
394,5	2240	54,3	6,86	5,67	2,5
404,5	2005	56,8	6,45	5,4	2,27
414,5	1730	60,7	5,99	5,12	2
424,5	1664	61,9	5,89	5,07	1,94
434,5	1771	57,1	5,73	4,81	2,01
444,5	1624	61,1	5,67	4,86	1,88
454,5	1723	58,4	5,72	4,84	1,97
464,5	1872	56,5	5,99	5,02	2,11
474,5	1830	61,4	6,41	5,51	2,13
484,5	1616	62,6	5,79	5	1,89
494,5	1586	63,3	5,76	4,99	1,86
504,5	1621	60,6	5,61	4,8	1,88
514,5	1410	68	5,54	4,89	1,7
524,5	1482	63,4	5,38	4,66	1,74
534,5	1440	64,1	5,3	4,61	1,7
544,5	1454	62,4	5,19	4,47	1,7
554,5	1353	66,8	5,21	4,58	1,62
564,5	1324	67,9	5,19	4,58	1,6
574,5	1295	67,5	5,05	4,45	1,56
584,5	1801	57,2	5,84	4,91	2,04
594,5	2720	49,7	7,55	6,04	2,94
604,5	3642	47,7	9,65	7,59	3,88
614,5	3796	47,8	10,09	7,95	4,05
624,5	3690	50,9	10,52	8,49	4,02
634,5	4662	43,5	11,14	8,44	4,81
644,5	5115	41,8	11,7	8,71	5,21
654,5	4997	42,3	11,57	8,66	5,11
664,5	5789	41,4	13,1	9,7	5,87
674,5	5285	41,5	12	8,91	5,37
684,5	5013	44,2	12,21	9,31	5,21
694,5	5712	40,4	12,58	9,22	5,75
704,5	5458	41	12,21	9,01	5,52
714,5	5682	40	12,38	9,03	5,7
724,5	5740	40,2	12,56	9,18	5,76
734,5	5217	42,1	12,02	8,97	5,33
744,5	4688	44,3	11,44	8,73	4,87
754,5	4465	45,6	11,26	8,71	4,69
764,5	3236	52,3	9,51	7,75	3,56
774,5	3522	52,3	10,33	8,42	3,87
784,5	3232	52,3	9,49	7,73	3,55
794,5	2576	58,1	8,5	7,18	2,94
804,5	2622	56,3	8,35	6,98	2,96
814,5	2485	58,2	8,21	6,94	2,83
824,5	2227	63,2	8,06	6,98	2,61
834,5	2252	61,1	7,86	6,74	2,61
844,5	2370	57,8	7,77	6,55	2,7
854,5	2200	60,3	7,56	6,46	2,54
864,5	2510	56,4	8,01	6,7	2,83
874,5	2738	52,9	8,15	6,67	3,02
884,5	3213	48,5	8,68	6,88	3,45
894,5	2467	56,9	7,96	6,68	2,79
904,5	7912	31,3	13,14	8,45	7,19
914,5	38778	19,3	37,58	17,41	27,22
924,5	28669	22	32,13	16,42	21,76
934,5	22583	37,6	45,97	32,48	22,09
944,5	24078	42,9	56,74	42,6	24,71
954,5	29454	45,4	73,82	56,67	30,79
964,5	28304	37,7	57,74	40,81	27,69
974,5	28819	35,3	54,64	37,36	27,48
984,5	24044	39,4	51,55	37,25	23,93
994,5	22212	31,1	36,57	23,35	20,09
1004,5	16450	33,5	29,44	19,62	15,37
1014,5	4596	53,3	13,79	11,31	5,09
1024,5	6146	48,2	16,46	13	6,57
1034,5	4620	53,3	13,85	11,35	5,11
1044,5	4814	52,4	14,14	11,53	5,29
1054,5	5736	48,5	15,5	12,28	6,15
1064,5	5146	52,1	15,03	12,22	5,65
1074,5	4886	52	14,24	11,57	5,36
1084,5	5086	50	14,2	11,38	5,51
1094,5	5850	42,8	13,73	10,32	6,01
1104,5	5990	41,8	13,7	10,2	6,1
1114,5	5459	44,5	13,38	10,24	5,68
1124,5	5867	43,2	13,94	10,53	6,05
1134,5	6444	41,6	14,68	10,91	6,55
1144,5	6495	41,6	14,79	10,99	6,6
1154,5	5269	46,1	13,45	10,44	5,55
1164,5	5822	43,5	13,91	10,53	6,01
1174,5	4942	48,9	13,45	10,69	5,31
1184,5	3566	53	10,61	8,69	3,94
1194,5	2948	54,3	9,01	7,44	3,28
1204,5	2771	56,5	8,86	7,42	3,13
1214,5	2615	57,6	8,55	7,2	2,97
1224,5	2596	57,6	8,48	7,14	2,95
1234,5	2457	59,6	8,34	7,1	2,82
1244,5	2477	58,1	8,18	6,9	2,82
1254,5	2510	57,7	8,22	6,93	2,85
1264,5	2451	57,8	8,04	6,78	2,79
1274,5	2660	53	7,93	6,5	2,94
1284,5	2132	61	7,43	6,37	2,47
1294,5	2498	57,1	8,08	6,79	2,83
1304,5	3393	54,9	10,52	8,72	3,79
1314,5	3233	56,4	10,31	8,62	3,65
1324,5	3376	54,7	10,42	8,63	3,77
1334,5	3233	57	10,43	8,75	3,66
1344,5	3251	55,7	10,23	8,52	3,65
1354,5	3452	53,6	10,42	8,57	3,83
1364,5	3511	52,6	10,37	8,47	3,87
1374,5	3264	55,2	10,16	8,44	3,65
1384,5	3278	55,1	10,18	8,45	3,67
1394,5	3294	55	10,23	8,48	3,68
1404,5	3320	54,2	10,15	8,37	3,7
1414,5	3061	55,8	9,65	8,04	3,44
1424,5	2879	57,7	9,43	7,94	3,27
1434,5	2608	59,9	8,9	7,58	3
1444,5	2687	58,3	8,89	7,51	3,06
1454,5	2703	57,4	8,8	7,4	3,07
1464,5	2415	61,8	8,53	7,34	2,81
1474,5	2472	59,8	8,42	7,17	2,85
1484,5	2458	61,3	8,61	7,39	2,85
1494,5	2501	60,6	8,64	7,39	2,89
1504,5	3759	53	11,19	9,16	4,15
1514,5	4522	54,3	13,83	11,42	5,03
1524,5	4548	55,3	14,21	11,8	5,1
1534,5	4589	54,1	13,99	11,54	5,1
1544,5	4674	55	14,5	12,02	5,23
1554,5	4607	55,8	14,54	12,11	5,18
1564,5	4609	56,1	14,61	12,19	5,19
1574,5	4759	54,7	14,67	12,14	5,31
1584,5	4707	55,4	14,73	12,25	5,28
1594,5	4771	54,6	14,69	12,15	5,32
1604,5	4780	54	14,53	11,97	5,31
1614,5	3819	58	12,58	10,61	4,35
1624,5	3364	57	10,87	9,12	3,81
1634,5	2708	59,9	9,24	7,87	3,12
1644,5	2637	60,8	9,14	7,82	3,05
1654,5	2763	58,3	9,16	7,74	3,15
1664,5	2772	56,9	8,94	7,5	3,14
1674,5	2671	58,3	8,84	7,47	3,05
1684,5	2615	60,1	8,96	7,65	3,02
1694,5	2792	58,4	9,26	7,83	3,19
1704,5	3827	58,3	12,68	10,71	4,37
1714,5	3620	60,6	12,51	10,69	4,19
1724,5	3451	61,8	12,19	10,48	4,02
1734,5	3794	58,1	12,52	10,56	4,32
1744,5	3644	61,5	12,8	10,98	4,23
1754,5	3780	58,7	12,61	10,68	4,32
1764,5	3645	60,3	12,53	10,7	4,21
1774,5	3567	60,7	12,35	10,57	4,13
1784,5	3770	57,9	12,38	10,43	4,29
1794,5	3799	57,9	12,49	10,53	4,33
1804,5	4407	54,9	13,65	11,31	4,93
1814,5	4674	57,4	15,22	12,8	5,3
1824,5	5115	54,4	15,68	12,95	5,7
1834,5	4651	58,7	15,52	13,14	5,32
1844,5	3152	64,4	11,65	10,13	3,72
1854,5	2192	61,6	7,71	6,63	2,55
1864,5	1973	61,3	6,9	5,92	2,29
1874,5	1700	64,3	6,27	5,46	2,01
1884,5	1656	64,9	6,18	5,39	1,96
1894,5	1693	62,8	6,09	5,26	1,98
1904,5	1763	63,5	6,42	5,56	2,07
1914,5	1383	72,9	5,87	5,27	1,71
1924,5	2995	51,9	8,72	7,09	3,29
1934,5	4775	50,8	13,58	10,95	5,2
1944,5	4833	51,3	13,88	11,22	5,28
1954,5	4829	50,9	13,74	11,08	5,26
1964,5	4789	51,7	13,89	11,28	5,25
1974,5	4637	51,3	13,31	10,76	5,06
1984,5	4829	50,6	13,67	11,01	5,25
1994,5	4841	50,4	13,64	10,96	5,26
2004,5	5177	50,5	14,6	11,74	5,62
2014,5	4727	52,5	13,93	11,37	5,2
2024,5	4502	53,3	13,5	11,07	4,98
2034,5	4876	52,9	14,5	11,86	5,38
2044,5	4874	53,4	14,65	12,03	5,4
