,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,1214.5,3553,"50,7","10,08","8,13","3,87",2021-10-05 15:19:27,Gamla Stan,2021-10-05,DiSC,20211005-4
1,1224.5,3664,"50,9","10,42","8,41","3,99",2021-10-05 15:19:37,Gamla Stan,2021-10-05,DiSC,20211005-4
2,1234.5,3752,"49,6","10,38","8,3","4,05",2021-10-05 15:19:47,Gamla Stan,2021-10-05,DiSC,20211005-4
3,1244.5,3817,"49,3","10,49","8,36","4,12",2021-10-05 15:19:57,Gamla Stan,2021-10-05,DiSC,20211005-4
4,2194.5,16023,"27,7","23,22","13,86","13,75",2021-10-05 15:35:47,Gullmarsplan,2021-10-05,DiSC,20211005-4
5,2204.5,15883,"29,7","24,83","15,44","14,07",2021-10-05 15:35:57,Gullmarsplan,2021-10-05,DiSC,20211005-4
6,2214.5,11269,"31,2","18,63","11,93","10,22",2021-10-05 15:36:07,Gullmarsplan,2021-10-05,DiSC,20211005-4
7,2224.5,8081,33,"14,24","9,42","7,51",2021-10-05 15:36:17,Gullmarsplan,2021-10-05,DiSC,20211005-4
8,2234.5,7978,"33,5","14,28","9,52","7,46",2021-10-05 15:36:27,Gullmarsplan,2021-10-05,DiSC,20211005-4
9,2244.5,7501,"35,8","14,44","9,97","7,2",2021-10-05 15:36:37,Gullmarsplan,2021-10-05,DiSC,20211005-4
10,2254.5,7752,35,"14,59","9,97","7,39",2021-10-05 15:36:47,Gullmarsplan,2021-10-05,DiSC,20211005-4
11,2264.5,9879,"32,5","17,09","11,21","9,12",2021-10-05 15:36:57,Gullmarsplan,2021-10-05,DiSC,20211005-4
12,2274.5,12911,"32,8","22,61","14,91","11,97",2021-10-05 15:37:07,Gullmarsplan,2021-10-05,DiSC,20211005-4
13,2284.5,12128,"33,4","21,66","14,42","11,33",2021-10-05 15:37:17,Gullmarsplan,2021-10-05,DiSC,20211005-4
14,2294.5,12690,"32,8","22,21","14,64","11,76",2021-10-05 15:37:27,Gullmarsplan,2021-10-05,DiSC,20211005-4
15,2304.5,12133,"32,4","20,93","13,7","11,18",2021-10-05 15:37:37,Gullmarsplan,2021-10-05,DiSC,20211005-4
16,2314.5,11514,"32,7","20,09","13,22","10,66",2021-10-05 15:37:47,Gullmarsplan,2021-10-05,DiSC,20211005-4
17,684.5,2139,"62,7","7,68","6,63","2,5",2021-10-05 15:10:37,Hötorget,2021-10-05,DiSC,20211005-4
18,694.5,2388,"59,5","8,09","6,88","2,74",2021-10-05 15:10:47,Hötorget,2021-10-05,DiSC,20211005-4
19,704.5,2241,"62,8","8,06","6,97","2,63",2021-10-05 15:10:57,Hötorget,2021-10-05,DiSC,20211005-4
20,714.5,2474,"58,6","8,24","6,97","2,83",2021-10-05 15:11:07,Hötorget,2021-10-05,DiSC,20211005-4
21,724.5,2625,"56,5","8,4","7,03","2,96",2021-10-05 15:11:17,Hötorget,2021-10-05,DiSC,20211005-4
22,734.5,2136,"66,7","8,22","7,22","2,56",2021-10-05 15:11:27,Hötorget,2021-10-05,DiSC,20211005-4
23,744.5,2125,"66,6","8,16","7,17","2,54",2021-10-05 15:11:37,Hötorget,2021-10-05,DiSC,20211005-4
24,1574.5,3569,"55,6","11,22","9,33","4,01",2021-10-05 15:25:27,Medborgarplatsen,2021-10-05,DiSC,20211005-4
25,1584.5,3628,"55,5","11,37","9,46","4,07",2021-10-05 15:25:37,Medborgarplatsen,2021-10-05,DiSC,20211005-4
26,1594.5,3643,"56,3","11,6","9,69","4,11",2021-10-05 15:25:47,Medborgarplatsen,2021-10-05,DiSC,20211005-4
27,1604.5,3750,"54,7","11,57","9,57","4,19",2021-10-05 15:25:57,Medborgarplatsen,2021-10-05,DiSC,20211005-4
28,1614.5,3552,"59,2","11,96","10,15","4,07",2021-10-05 15:26:07,Medborgarplatsen,2021-10-05,DiSC,20211005-4
29,1624.5,3528,"57,8","11,57","9,75","4,01",2021-10-05 15:26:17,Medborgarplatsen,2021-10-05,DiSC,20211005-4
30,1634.5,3625,56,"11,47","9,57","4,08",2021-10-05 15:26:27,Medborgarplatsen,2021-10-05,DiSC,20211005-4
