,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,2874.5,5877,"38,3","12,2","8,72","5,8",2021-09-29 17:59:26,Abrahamsberg,2021-09-29,DiSC,20210929-2
1,2884.5,5811,"39,2","12,37","8,93","5,78",2021-09-29 17:59:36,Abrahamsberg,2021-09-29,DiSC,20210929-2
2,2894.5,5840,"38,6","12,25","8,79","5,78",2021-09-29 17:59:46,Abrahamsberg,2021-09-29,DiSC,20210929-2
3,2904.5,5884,"38,6","12,34","8,86","5,82",2021-09-29 17:59:56,Abrahamsberg,2021-09-29,DiSC,20210929-2
4,2914.5,5749,"39,4","12,33","8,93","5,73",2021-09-29 18:00:06,Abrahamsberg,2021-09-29,DiSC,20210929-2
5,2924.5,5917,"38,5","12,35","8,85","5,85",2021-09-29 18:00:16,Abrahamsberg,2021-09-29,DiSC,20210929-2
6,2934.5,6011,"37,9","12,35","8,79","5,91",2021-09-29 18:00:26,Abrahamsberg,2021-09-29,DiSC,20210929-2
7,2944.5,6872,35,"12,92","8,82","6,54",2021-09-29 18:00:36,Abrahamsberg,2021-09-29,DiSC,20210929-2
8,2954.5,5822,"39,1","12,36","8,92","5,79",2021-09-29 18:00:46,Abrahamsberg,2021-09-29,DiSC,20210929-2
9,2964.5,5954,"38,3","12,38","8,85","5,88",2021-09-29 18:00:56,Abrahamsberg,2021-09-29,DiSC,20210929-2
10,2974.5,5862,"38,8","12,34","8,87","5,81",2021-09-29 18:01:06,Abrahamsberg,2021-09-29,DiSC,20210929-2
11,2984.5,5877,"39,4","12,6","9,13","5,86",2021-09-29 18:01:16,Abrahamsberg,2021-09-29,DiSC,20210929-2
12,2994.5,5948,"39,3","12,71","9,2","5,92",2021-09-29 18:01:26,Abrahamsberg,2021-09-29,DiSC,20210929-2
13,3004.5,5712,"39,7","12,35","8,97","5,71",2021-09-29 18:01:36,Abrahamsberg,2021-09-29,DiSC,20210929-2
14,3014.5,5865,39,"12,41","8,94","5,82",2021-09-29 18:01:46,Abrahamsberg,2021-09-29,DiSC,20210929-2
15,3024.5,5947,"38,9","12,58","9,06","5,9",2021-09-29 18:01:56,Abrahamsberg,2021-09-29,DiSC,20210929-2
16,3034.5,6013,"38,7","12,63","9,07","5,95",2021-09-29 18:02:06,Abrahamsberg,2021-09-29,DiSC,20210929-2
17,3044.5,5978,39,"12,66","9,12","5,94",2021-09-29 18:02:16,Abrahamsberg,2021-09-29,DiSC,20210929-2
18,3054.5,5991,"38,8","12,62","9,07","5,94",2021-09-29 18:02:26,Abrahamsberg,2021-09-29,DiSC,20210929-2
19,3064.5,6179,38,"12,7","9,04","6,07",2021-09-29 18:02:36,Abrahamsberg,2021-09-29,DiSC,20210929-2
20,3074.5,5761,"39,7","12,46","9,06","5,76",2021-09-29 18:02:46,Abrahamsberg,2021-09-29,DiSC,20210929-2
21,3084.5,5828,40,"12,71","9,27","5,84",2021-09-29 18:02:56,Abrahamsberg,2021-09-29,DiSC,20210929-2
22,3094.5,5875,"39,2","12,53","9,06","5,85",2021-09-29 18:03:06,Abrahamsberg,2021-09-29,DiSC,20210929-2
23,3104.5,6074,"38,6","12,72","9,12","6,01",2021-09-29 18:03:16,Abrahamsberg,2021-09-29,DiSC,20210929-2
24,3114.5,6155,"38,9","13,01","9,37","6,11",2021-09-29 18:03:26,Abrahamsberg,2021-09-29,DiSC,20210929-2
25,3124.5,6141,"38,7","12,91","9,27","6,08",2021-09-29 18:03:36,Abrahamsberg,2021-09-29,DiSC,20210929-2
26,3134.5,5975,"39,3","12,76","9,23","5,95",2021-09-29 18:03:46,Abrahamsberg,2021-09-29,DiSC,20210929-2
27,3144.5,6200,"38,4","12,91","9,24","6,12",2021-09-29 18:03:56,Abrahamsberg,2021-09-29,DiSC,20210929-2
