[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.10.07]
[File start time: 07:41:33]

Time	Number	Size	LDSA	Filter	Diff	
4,5	4165	47,9	11,08	8,74	4,45
14,5	2673	58,9	8,96	7,6	3,06
24,5	3407	43,7	8,19	6,22	3,53
34,5	1943	64,2	7,16	6,22	2,29
44,5	1645	69,2	6,59	5,84	2
54,5	1606	69,5	6,47	5,74	1,95
64,5	1686	67	6,51	5,73	2,02
74,5	1549	70,5	6,33	5,64	1,89
84,5	1452	77	6,55	5,95	1,84
94,5	1722	65,2	6,45	5,63	2,04
104,5	1606	70,2	6,53	5,81	1,96
114,5	1650	70	6,69	5,95	2,01
124,5	1812	67,4	7,05	6,21	2,18
134,5	2252	62,7	8,09	6,99	2,64
144,5	2069	66	7,86	6,88	2,47
154,5	1989	67,3	7,72	6,79	2,39
164,5	1986	67,4	7,72	6,8	2,39
174,5	1892	69,4	7,6	6,74	2,3
184,5	1814	69,5	7,3	6,48	2,21
194,5	1896	68,1	7,46	6,59	2,29
204,5	1647	73,2	7,03	6,31	2,05
214,5	1603	72	6,71	6	1,98
224,5	1791	68,7	7,12	6,3	2,17
234,5	1755	70	7,12	6,33	2,14
244,5	1756	68,7	6,98	6,18	2,13
254,5	1622	73,8	6,97	6,28	2,02
264,5	1517	77,1	6,85	6,23	1,93
274,5	1513	75,4	6,66	6,03	1,9
284,5	1582	72,7	6,69	6	1,96
294,5	1530	75	6,7	6,06	1,92
304,5	1574	73,2	6,71	6,03	1,95
314,5	1512	75	6,62	5,98	1,9
324,5	1507	71,8	6,29	5,63	1,86
334,5	1504	72	6,29	5,63	1,86
344,5	1424	77,8	6,5	5,92	1,81
354,5	1334	81,3	6,39	5,87	1,73
364,5	1376	78,9	6,37	5,82	1,76
374,5	1503	72,6	6,35	5,69	1,86
384,5	1478	73,9	6,36	5,73	1,84
394,5	1551	72,3	6,52	5,84	1,92
404,5	1298	81,2	6,21	5,71	1,69
414,5	1213	83,6	5,99	5,53	1,59
424,5	1201	82,9	5,88	5,42	1,57
434,5	1437	73,3	6,14	5,52	1,79
444,5	1656	68,9	6,61	5,85	2,01
454,5	1683	67,8	6,59	5,81	2,03
464,5	1360	80,6	6,46	5,92	1,76
474,5	1261	83,1	6,19	5,72	1,65
484,5	1325	80	6,24	5,71	1,71
494,5	1423	75,9	6,31	5,72	1,79
504,5	1550	73,6	6,65	5,98	1,93
514,5	2101	62,9	7,56	6,54	2,46
524,5	1884	70,3	7,68	6,83	2,3
