[miniDiSC java tool version 2 output file]
[Data recorded with miniDiSC SN101607 running firmware 3,42]
[File start date: 2021.10.07]
[File start time: 16:01:57]

Time	Number	Size	LDSA	Filter	Diff	
4,5	3779	57,5	12,33	10,37	4,29
14,5	3643	58,2	12,04	10,17	4,15
24,5	3885	56,1	12,34	10,3	4,38
34,5	4229	54	12,85	10,59	4,7
44,5	4293	55,5	13,47	11,2	4,82
54,5	3851	58,1	12,7	10,72	4,39
64,5	4671	52,2	13,68	11,14	5,13
74,5	3977	56,5	12,71	10,63	4,49
84,5	4048	54,1	12,32	10,16	4,5
94,5	3681	55,9	11,64	9,7	4,14
104,5	3840	54,8	11,88	9,84	4,29
114,5	3684	55,1	11,45	9,5	4,12
124,5	3474	56,6	11,13	9,32	3,92
134,5	3219	57,5	10,5	8,83	3,66
144,5	3629	54,9	11,24	9,31	4,06
154,5	4006	53,9	12,16	10,01	4,45
164,5	3914	55,6	12,3	10,23	4,39
174,5	4235	52,5	12,47	10,17	4,66
184,5	3562	57,9	11,71	9,87	4,05
194,5	3999	56,1	12,68	10,58	4,5
204,5	4208	54	12,8	10,55	4,68
214,5	3843	56	12,18	10,16	4,33
224,5	4156	53,7	12,57	10,34	4,61
234,5	4013	55,5	12,57	10,45	4,5
244,5	3792	58	12,48	10,53	4,32
254,5	2580	63,9	9,46	8,22	3,04
264,5	2367	61,4	8,29	7,12	2,75
274,5	2305	62	8,17	7,04	2,69
284,5	2261	63,2	8,18	7,08	2,65
294,5	2011	67,8	7,88	6,95	2,42
304,5	2119	66,4	8,1	7,11	2,53
314,5	2142	64,9	7,99	6,97	2,54
324,5	2138	65,7	8,09	7,08	2,55
334,5	2242	64,5	8,3	7,23	2,65
344,5	2332	63,4	8,48	7,34	2,74
354,5	2360	63,7	8,63	7,49	2,78
364,5	2227	67,1	8,62	7,58	2,67
374,5	3080	60,5	10,62	9,08	3,56
384,5	3342	62,5	11,95	10,31	3,91
394,5	3333	60,1	11,42	9,74	3,84
404,5	3187	62,6	11,41	9,85	3,73
414,5	3238	58,8	10,82	9,17	3,7
424,5	3496	57,7	11,45	9,64	3,97
434,5	3105	64,6	11,51	10,02	3,67
444,5	3455	57,8	11,33	9,55	3,93
454,5	3163	60,3	10,87	9,28	3,65
464,5	3510	56,3	11,18	9,34	3,96
474,5	3632	59,2	12,23	10,38	4,17
484,5	3350	59,3	11,31	9,61	3,85
494,5	1067	79,2	4,97	4,54	1,37
504,5	1006	71,3	4,16	3,72	1,24
514,5	1133	66,1	4,31	3,78	1,35
524,5	1380	58	4,54	3,84	1,57
534,5	914	77,7	4,16	3,79	1,16
544,5	951	73,3	4,06	3,65	1,18
554,5	821	77,7	3,74	3,41	1,05
564,5	962	72	4,03	3,61	1,19
574,5	1016	66,3	3,88	3,4	1,21
584,5	2427	53,6	7,32	6,02	2,69
594,5	2674	58,3	8,86	7,49	3,05
604,5	2297	65	8,58	7,48	2,72
614,5	2500	60	8,54	7,28	2,88
624,5	2532	60,1	8,67	7,4	2,92
634,5	2478	62,1	8,81	7,59	2,89
