,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Station,Date,Sensor,Session Id
0,984.5,6140,63,"22,15","19,13","7,2",2021-10-06 07:48:40,Gamla Stan,2021-10-06,DiSC,20211006-1
1,994.5,6076,"64,1","22,36","19,41","7,17",2021-10-06 07:48:50,Gamla Stan,2021-10-06,DiSC,20211006-1
2,1004.5,6078,"63,9","22,29","19,33","7,16",2021-10-06 07:49:00,Gamla Stan,2021-10-06,DiSC,20211006-1
3,1014.5,6299,"62,8","22,64","19,54","7,37",2021-10-06 07:49:10,Gamla Stan,2021-10-06,DiSC,20211006-1
4,1024.5,6224,"63,4","22,63","19,58","7,31",2021-10-06 07:49:20,Gamla Stan,2021-10-06,DiSC,20211006-1
5,1034.5,6136,"64,4","22,68","19,71","7,25",2021-10-06 07:49:30,Gamla Stan,2021-10-06,DiSC,20211006-1
6,1044.5,6278,64,"23,05","19,99","7,4",2021-10-06 07:49:40,Gamla Stan,2021-10-06,DiSC,20211006-1
7,1054.5,6335,"64,7","23,56","20,5","7,5",2021-10-06 07:49:50,Gamla Stan,2021-10-06,DiSC,20211006-1
8,1064.5,6430,"64,2","23,68","20,56","7,59",2021-10-06 07:50:00,Gamla Stan,2021-10-06,DiSC,20211006-1
9,74.5,8618,"51,7","24,97","20,24","9,43",2021-10-06 07:33:30,Gullmarsplan,2021-10-06,DiSC,20211006-1
10,84.5,9181,"52,4","26,98","21,97","10,09",2021-10-06 07:33:40,Gullmarsplan,2021-10-06,DiSC,20211006-1
11,1444.5,2778,"80,3","13,13","12,03","3,59",2021-10-06 07:56:20,Hötorget,2021-10-06,DiSC,20211006-1
12,1454.5,3300,"73,3","14,09","12,65","4,1",2021-10-06 07:56:30,Hötorget,2021-10-06,DiSC,20211006-1
13,1464.5,3522,73,"14,96","13,43","4,37",2021-10-06 07:56:40,Hötorget,2021-10-06,DiSC,20211006-1
14,1474.5,3461,"74,5","15,04","13,55","4,33",2021-10-06 07:56:50,Hötorget,2021-10-06,DiSC,20211006-1
15,1484.5,3589,"70,8","14,75","13,14","4,4",2021-10-06 07:57:00,Hötorget,2021-10-06,DiSC,20211006-1
16,1494.5,3789,"69,5","15,24","13,52","4,61",2021-10-06 07:57:10,Hötorget,2021-10-06,DiSC,20211006-1
17,1504.5,3610,"71,7","15,05","13,45","4,45",2021-10-06 07:57:20,Hötorget,2021-10-06,DiSC,20211006-1
18,1514.5,3808,"69,4","15,31","13,57","4,63",2021-10-06 07:57:30,Hötorget,2021-10-06,DiSC,20211006-1
19,1524.5,4045,"68,8","16,09","14,23","4,9",2021-10-06 07:57:40,Hötorget,2021-10-06,DiSC,20211006-1
20,474.5,5147,"72,1","21,59","19,31","6,35",2021-10-06 07:40:10,Medborgarplatsen,2021-10-06,DiSC,20211006-1
21,484.5,5206,"70,5","21,29","18,94","6,37",2021-10-06 07:40:20,Medborgarplatsen,2021-10-06,DiSC,20211006-1
22,494.5,5062,"72,1","21,23","18,99","6,25",2021-10-06 07:40:30,Medborgarplatsen,2021-10-06,DiSC,20211006-1
23,504.5,5029,"71,5","20,89","18,64","6,18",2021-10-06 07:40:40,Medborgarplatsen,2021-10-06,DiSC,20211006-1
24,514.5,5431,"69,8","21,96","19,48","6,61",2021-10-06 07:40:50,Medborgarplatsen,2021-10-06,DiSC,20211006-1
25,524.5,5187,"72,3","21,8","19,51","6,4",2021-10-06 07:41:00,Medborgarplatsen,2021-10-06,DiSC,20211006-1
26,534.5,5166,73,"21,95","19,68","6,4",2021-10-06 07:41:10,Medborgarplatsen,2021-10-06,DiSC,20211006-1
27,544.5,5095,"72,6","21,52","19,28","6,3",2021-10-06 07:41:20,Medborgarplatsen,2021-10-06,DiSC,20211006-1
28,554.5,5036,72,"21,07","18,83","6,21",2021-10-06 07:41:30,Medborgarplatsen,2021-10-06,DiSC,20211006-1
29,564.5,4949,71,"20,41","18,19","6,07",2021-10-06 07:41:40,Medborgarplatsen,2021-10-06,DiSC,20211006-1
30,574.5,5177,"69,4","20,79","18,42","6,29",2021-10-06 07:41:50,Medborgarplatsen,2021-10-06,DiSC,20211006-1
31,1934.5,4895,"68,3","19,32","17,06","5,91",2021-10-06 08:04:30,Odenplan,2021-10-06,DiSC,20211006-1
32,1944.5,5504,"66,3","21,01","18,4","6,57",2021-10-06 08:04:40,Odenplan,2021-10-06,DiSC,20211006-1
33,1954.5,5270,"68,4","20,83","18,39","6,37",2021-10-06 08:04:50,Odenplan,2021-10-06,DiSC,20211006-1
34,1964.5,4658,"69,1","18,63","16,5","5,65",2021-10-06 08:05:00,Odenplan,2021-10-06,DiSC,20211006-1
35,1974.5,4691,"69,3","18,8","16,66","5,7",2021-10-06 08:05:10,Odenplan,2021-10-06,DiSC,20211006-1
36,1984.5,4469,"70,9","18,38","16,37","5,48",2021-10-06 08:05:20,Odenplan,2021-10-06,DiSC,20211006-1
37,1994.5,4685,"68,8","18,65","16,5","5,68",2021-10-06 08:05:30,Odenplan,2021-10-06,DiSC,20211006-1
38,2004.5,5012,"65,5","18,89","16,5","5,96",2021-10-06 08:05:40,Odenplan,2021-10-06,DiSC,20211006-1
39,1674.5,6110,"61,7","21,55","18,51","7,11",2021-10-06 08:00:10,Rådmansgatan,2021-10-06,DiSC,20211006-1
40,1684.5,5923,"63,2","21,43","18,52","6,95",2021-10-06 08:00:20,Rådmansgatan,2021-10-06,DiSC,20211006-1
41,1694.5,5668,"64,9","21,14","18,41","6,72",2021-10-06 08:00:30,Rådmansgatan,2021-10-06,DiSC,20211006-1
42,1704.5,5582,"63,9","20,47","17,75","6,58",2021-10-06 08:00:40,Rådmansgatan,2021-10-06,DiSC,20211006-1
43,1714.5,5724,"60,8","19,85","16,98","6,62",2021-10-06 08:00:50,Rådmansgatan,2021-10-06,DiSC,20211006-1
44,1724.5,5925,"62,8","21,3","18,38","6,94",2021-10-06 08:01:00,Rådmansgatan,2021-10-06,DiSC,20211006-1
45,1734.5,5227,"63,9","19,16","16,62","6,16",2021-10-06 08:01:10,Rådmansgatan,2021-10-06,DiSC,20211006-1
46,254.5,4438,"69,3","17,8","15,77","5,39",2021-10-06 07:36:30,Skanstull,2021-10-06,DiSC,20211006-1
47,264.5,4464,"69,6","17,99","15,96","5,43",2021-10-06 07:36:40,Skanstull,2021-10-06,DiSC,20211006-1
48,274.5,4318,"71,7",18,"16,08","5,32",2021-10-06 07:36:50,Skanstull,2021-10-06,DiSC,20211006-1
49,284.5,4599,"68,8","18,29","16,18","5,57",2021-10-06 07:37:00,Skanstull,2021-10-06,DiSC,20211006-1
50,294.5,4441,"69,6","17,89","15,86","5,4",2021-10-06 07:37:10,Skanstull,2021-10-06,DiSC,20211006-1
51,304.5,4411,"70,9","18,14","16,16","5,4",2021-10-06 07:37:20,Skanstull,2021-10-06,DiSC,20211006-1
52,314.5,4292,72,"17,96","16,06","5,29",2021-10-06 07:37:30,Skanstull,2021-10-06,DiSC,20211006-1
53,324.5,4549,"69,2","18,22","16,14","5,52",2021-10-06 07:37:40,Skanstull,2021-10-06,DiSC,20211006-1
54,334.5,4488,70,"18,2","16,17","5,47",2021-10-06 07:37:50,Skanstull,2021-10-06,DiSC,20211006-1
55,714.5,4616,"67,8","18,06","15,91","5,56",2021-10-06 07:44:10,Slussen,2021-10-06,DiSC,20211006-1
56,724.5,4702,"66,1","17,9","15,67","5,61",2021-10-06 07:44:20,Slussen,2021-10-06,DiSC,20211006-1
57,734.5,5291,"64,1","19,45","16,88","6,24",2021-10-06 07:44:30,Slussen,2021-10-06,DiSC,20211006-1
58,744.5,5659,"61,9","20,02","17,21","6,59",2021-10-06 07:44:40,Slussen,2021-10-06,DiSC,20211006-1
59,754.5,5390,"65,1","20,17","17,58","6,39",2021-10-06 07:44:50,Slussen,2021-10-06,DiSC,20211006-1
60,764.5,5333,"65,5","20,09","17,54","6,34",2021-10-06 07:45:00,Slussen,2021-10-06,DiSC,20211006-1
61,774.5,5478,"63,4","19,89","17,21","6,43",2021-10-06 07:45:10,Slussen,2021-10-06,DiSC,20211006-1
62,784.5,5386,"64,5","19,96","17,36","6,37",2021-10-06 07:45:20,Slussen,2021-10-06,DiSC,20211006-1
63,794.5,5100,68,"20,04","17,67","6,15",2021-10-06 07:45:30,Slussen,2021-10-06,DiSC,20211006-1
64,804.5,5321,"65,5","20,03","17,49","6,32",2021-10-06 07:45:40,Slussen,2021-10-06,DiSC,20211006-1
65,814.5,5439,"64,5","20,15","17,53","6,43",2021-10-06 07:45:50,Slussen,2021-10-06,DiSC,20211006-1
66,824.5,5517,64,"20,25","17,57","6,5",2021-10-06 07:46:00,Slussen,2021-10-06,DiSC,20211006-1
67,834.5,5540,"64,3","20,45","17,77","6,54",2021-10-06 07:46:10,Slussen,2021-10-06,DiSC,20211006-1
68,1254.5,4584,"70,6","18,77","16,7","5,61",2021-10-06 07:53:10,T-Centralen,2021-10-06,DiSC,20211006-1
69,1264.5,4741,69,"18,91","16,74","5,75",2021-10-06 07:53:20,T-Centralen,2021-10-06,DiSC,20211006-1
70,1274.5,4123,"74,1","17,81","16,04","5,14",2021-10-06 07:53:30,T-Centralen,2021-10-06,DiSC,20211006-1
71,1284.5,4327,70,"17,56","15,6","5,28",2021-10-06 07:53:40,T-Centralen,2021-10-06,DiSC,20211006-1
